Ecoregions;Insect_Density;SumNat_PFC;Habitat_Heterogeneity;Pred_Density_Insect;lower_Density_Insect;upperr_Density_Insect
NAP;8;1.147195883;;;;
WMT;302;0.971668015;;;;
CPL;25;0.690016276;;;;
SPL;284;1.118230173;;;;
SPL;317;0.934733772;;;;
SPL;409;0.895854747;;;;
NPL;186;1.118230172;;;;
XER;333;1.188619689;;;;
WMT;99;1.098774332;;;;
WMT;288;0.715932302;;;;
WMT;309;1.118230172;;;;
WMT;461;0.934733772;;;;
UMW;363;0.22905901;;;;
UMW;271;1.334375737;;;;
SAP;299;0.833406499;;;;
NAP;20;1.145774263;;;;
CPL;224;1.300543977;;;;
TPL;3;1.056650275;;;;
NPL;617;0.811359163;;;;
NPL;65;0.934733772;;;;
TPL;527;1.188619689;;;;
TPL;351;0.715932302;;;;
NAP;303;0.690016277;;;;
WMT;21;0.895854746;;;;
XER;82;1.040418172;;;;
SPL;794;1.088081867;;;;
CPL;243;0.953431757;;;;
CPL;43;0.915550072;;;;
SPL;288;1.173699365;;;;
SPL;348;0.663157646;;;;
SPL;181;0.854814692;;;;
SPL;513;1.437114845;;;;
NAP;267;0.915550072;;;;
SAP;473;1.311994299;;;;
TPL;89;1.147195883;;;;
SPL;227;1.006842803;;;;
WMT;221;1.040418172;;;;
WMT;338;0.895854746;;;;
TPL;299;0.511910637;;;;
WMT;202;1.006842803;;;;
WMT;477;0.915550072;;;;
SPL;31;0.635285246;;;;
CPL;178;1.214998598;;;;
CPL;315;1.227842938;;;;
NAP;88;0.971668015;;;;
SAP;399;1.088081867;;;;
NPL;10;1.088081867;;;;
NPL;367;0.690016276;;;;
NAP;258;0.989464802;;;;
NAP;210;1.227842938;;;;
XER;376;1.056650275;;;;
SAP;27;0.989464802;;;;
WMT;286;0.915550072;;;;
WMT;292;0.715932302;;;;
WMT;494;0.765185945;;;;
WMT;267;0.934733772;;;;
SPL;179;0.765185945;;;;
SPL;510;0.971668015;;;;
UMW;262;0.804614541;;;;
UMW;189;1.132855026;;;;
NPL;812;0.765185945;;;;
WMT;521;0.740969646;;;;
TPL;94;0.769935356;;;;
TPL;178;1.147195883;;;;
SAP;105;0.690016276;;;;
SAP;22;0.971668015;;;;
TPL;285;0.511910636;;;;
SAP;41;1.103309848;;;;
SPL;429;0.915550072;;;;
UMW;400;0.895854746;;;;
UMW;70;1.056650275;;;;
UMW;152;0.895854746;;;;
WMT;286;1.224652735;;;;
CPL;169;1.088081867;;;;
UMW;382;1.073580092;;;;
NAP;100;1.131405504;;;;
NAP;122;0.854814692;;;;
TPL;346;0.989464802;;;;
WMT;248;0.788633341;;;;
XER;357;0.915550072;;;;
XER;77;1.132855026;;;;
CPL;320;1.356098801;;;;
CPL;95;0.715932302;;;;
CPL;398;0.915550072;;;;
UMW;242;0.964427458;;;;
NAP;273;0.544739638;;;;
NPL;589;0.875619756;;;;
CPL;164;1.214998598;;;;
NAP;379;0.511910637;;;;
WMT;213;0.17810564;;;;
UMW;168;0.576171231;;;;
UMW;309;1.023821273;;;;
CPL;155;1.288913328;;;;
WMT;358;0.715932302;;;;
NPL;474;1.072533273;;;;
WMT;319;0.811359163;;;;
WMT;244;1.056650275;;;;
TPL;238;0.695272746;;;;
XER;337;0.971668015;;;;
CPL;234;1.456052573;;;;
CPL;195;1.356098801;;;;
WMT;379;0.715932302;;;;
XER;178;1.103309848;;;;
WMT;326;0.724372747;;;;
CPL;287;0.953431757;;;;
TPL;250;1.201926913;;;;
CPL;38;0.833406499;;;;
SAP;70;1.214998598;;;;
XER;60;0.811359163;;;;
SPL;349;1.040418172;;;;
NPL;117;0.953431757;;;;
XER;409;0.606319536;;;;
NAP;329;1.300543977;;;;
SPL;16;0.811359163;;;;
XER;389;0.606319536;;;;
NAP;22;1.103309848;;;;
NAP;69;1.397717188;;;;
NAP;122;0.953431757;;;;
XER;280;0.875619756;;;;
XER;218;1.252880283;;;;
UMW;277;1.118230173;;;;
UMW;86;1.040418172;;;;
NAP;260;1.234182298;;;;
NAP;109;0.606319536;;;;
WMT;95;0.788633341;;;;
NPL;78;0.915550072;;;;
TPL;195;0.676709052;;;;
WMT;324;0.663157646;;;;
SPL;338;1.103309848;;;;
WMT;285;0.477554166;;;;
WMT;188;0.765185945;;;;
UMW;325;0.811359163;;;;
SAP;400;1.088081867;;;;
UMW;21;0.881748679;;;;
NPL;808;0.606319536;;;;
TPL;3;0.17810564;;;;
CPL;472;0.982397467;;;;
SAP;335;0.833406499;;;;
SAP;203;1.072533273;;;;
WMT;334;1.103309848;;;;
UMW;69;0.788633341;;;;
UMW;417;0.841507468;;;;
UMW;72;1.072533273;;;;
UMW;223;1.059854319;;;;
UMW;73;1.214998598;;;;
CPL;33;1.201926913;;;;
SAP;180;1.382383815;;;;
SAP;295;1.132855026;;;;
SAP;5;1.201926913;;;;
SPL;807;1.103309848;;;;
SPL;87;1.201926913;;;;
SAP;290;0.895854746;;;;
SAP;138;0.895854746;;;;
CPL;41;1.013681101;;;;
SAP;26;1.072533273;;;;
WMT;355;0.8334065;;;;
NAP;103;1.088081867;;;;
NAP;72;1.056650275;;;;
NAP;187;1.046953887;;;;
SAP;236;1.006842803;;;;
SAP;381;1.161263564;;;;
NPL;6;1.056650275;;;;
SAP;21;1.311994299;;;;
XER;449;1.311994299;;;;
NAP;10;0.740969647;;;;
NAP;141;1.227842938;;;;
XER;351;0.811359163;;;;
XER;142;0.606319536;;;;
CPL;39;0.895854746;;;;
SPL;701;0.321495863;;;;
NPL;126;0.606319536;;;;
SPL;416;0.925204209;;;;
CPL;124;1.292421795;;;;
CPL;13;0.833406499;;;;
NAP;221;1.132855025;;;;
NAP;60;0.477554166;;;;
XER;221;0.8334065;;;;
NAP;104;1.201926913;;;;
NPL;466;0.971668015;;;;
NPL;552;0.635285246;;;;
CPL;25;0.690016276;;;;
WMT;439;0.899836055;;;;
WMT;282;0.989464802;;;;
WMT;270;0.953431757;;;;
WMT;119;0.811359163;;;;
WMT;469;1.277096581;;;;
WMT;337;0.477554166;;;;
WMT;479;0.854814692;;;;
TPL;259;1.040418172;;;;
WMT;213;0.934733772;;;;
NAP;256;0.885806552;;;;
TPL;11;0.635285246;;;;
TPL;18;0.606319536;;;;
XER;212;1.023821273;;;;
UMW;129;1.175068282;;;;
CPL;54;1.072533273;;;;
CPL;165;0.44152112;;;;
WMT;423;1.132855025;;;;
SAP;223;1.265087683;;;;
CPL;252;1.288913328;;;;
XER;31;0.544739639;;;;
XER;20;1.175068282;;;;
SAP;199;1.277096581;;;;
SAP;81;1.088081867;;;;
SAP;147;1.056650275;;;;
CPL;95;1.175068282;;;;
NPL;221;0.511910636;;;;
NAP;273;0.971668015;;;;
SPL;279;1.147195883;;;;
XER;214;0.895854746;;;;
UMW;297;1.252880283;;;;
SPL;495;1.119705759;;;;
SPL;117;0.690016276;;;;
WMT;48;1.118230173;;;;
NPL;393;0.837738072;;;;
XER;271;1.072533273;;;;
SPL;371;0.949158663;;;;
NPL;435;0.690016276;;;;
TPL;281;1.240467706;;;;
WMT;407;0.854814692;;;;
WMT;100;0.88984225;;;;
UMW;434;1.175068283;;;;
UMW;155;0.875619756;;;;
XER;477;0.44152112;;;;
NPL;16;0.477554166;;;;
SPL;1046;1.175068282;;;;
XER;2;0.740969646;;;;
NPL;654;0.833406499;;;;
NPL;108;0.663157646;;;;
TPL;460;1.070960257;;;;
SPL;460;0.788633341;;;;
XER;111;0.765185945;;;;
CPL;60;0.909696428;;;;
CPL;98;0.875619756;;;;
WMT;358;0.705674762;;;;
WMT;123;1.147195883;;;;
NPL;432;0.915550072;;;;
UMW;94;1.227842938;;;;
SPL;170;0.715932301;;;;
SPL;210;0.690016276;;;;
NPL;69;0.17810564;;;;
NPL;274;0.44152112;;;;
NPL;546;0.606319536;;;;
NAP;231;0.57617123;;;;
NAP;305;0.511910636;;;;
SAP;83;0.544739638;;;;
SAP;57;1.277096581;;;;
XER;500;0.989464802;;;;
NPL;349;0.740969646;;;;
TPL;141;0.544739638;;;;
TPL;106;0.576171231;;;;
CPL;101;1.214998598;;;;
WMT;462;1.277096581;;;;
CPL;390;0.953431757;;;;
CPL;252;1.072533273;;;;
NPL;98;0.544739638;;;;
UMW;167;0.875619756;;;;
UMW;378;1.188619689;;;;
CPL;75;0.690016276;;;;
WMT;53;1.214998598;;;;
NAP;239;1.103309848;;;;
NAP;273;1.205872769;;;;
SPL;415;0.44152112;;;;
NAP;40;1.040418172;;;;
CPL;210;0.811359162;;;;
CPL;35;0.511910636;;;;
XER;101;0.911001253;;;;
CPL;310;1.023821273;;;;
CPL;26;1.040418172;;;;
TPL;313;0.705674762;;;;
TPL;158;0.953431757;;;;
XER;416;0.971668015;;;;
XER;236;1.132855026;;;;
CPL;367;1.072533273;;;;
CPL;105;1.118230172;;;;
XER;64;0.788633341;;;;
XER;273;1.214998598;;;;
TPL;65;0.57617123;;;;
UMW;316;0.915550072;;;;
SAP;281;1.110807689;;;;
NAP;414;0.833406499;;;;
TPL;292;0.811359163;;;;
TPL;341;1.056650275;;;;
NAP;109;0.403639436;;;;
NAP;98;0.934733772;;;;
NAP;238;0.17810564;;;;
NAP;360;0.788633341;;;;
SPL;34;0.953431757;;;;
SPL;197;0.715932302;;;;
NPL;826;0.854814692;;;;
NPL;325;0.544739638;;;;
SAP;164;1.37720112;;;;
NAP;106;1.023821273;;;;
NAP;336;0.895854746;;;;
CPL;330;0.915550072;;;;
TPL;255;0.690016276;;;;
XER;97;1.023821273;;;;
CPL;8;1.118230173;;;;
CPL;69;1.188619689;;;;
CPL;105;1.132855026;;;;
NAP;227;0.606319536;;;;
UMW;347;1.201926913;;;;
UMW;349;0.915550072;;;;
SPL;417;1.214998598;;;;
NAP;16;0.57617123;;;;
WMT;514;0.971668015;;;;
SAP;63;0.971668015;;;;
SAP;324;0.788633341;;;;
CPL;76;1.265087683;;;;
CPL;43;1.277096581;;;;
CPL;84;1.188619689;;;;
NAP;123;0.953431757;;;;
NAP;387;0.854814692;;;;
NAP;356;0.934733772;;;;
SAP;253;1.011977453;;;;
SAP;335;1.252880283;;;;
WMT;465;0.919426884;;;;
TPL;178;0.95527578;;;;
NAP;54;0.833406499;;;;
WMT;172;0.895854746;;;;
TPL;45;1.040418172;;;;
NPL;306;0.12337461;;;;
SAP;12;1.227842938;;;;
XER;393;0.875619756;;;;
CPL;97;0.971668015;;;;
SAP;156;1.227842938;;;;
WMT;330;0.925204209;;;;
WMT;359;0.854814692;;;;
CPL;18;0.953431757;;;;
CPL;236;0.895854746;;;;
WMT;244;0.989464802;;;;
WMT;222;0.854814692;;;;
CPL;541;0.788633341;;;;
CPL;86;1.040418172;;;;
NPL;131;0.765185945;;;;
NPL;93;0.606319536;;;;
SPL;384;0.833406499;;;;
UMW;367;1.040418172;;;;
UMW;184;1.240467706;;;;
TPL;259;0.971668015;;;;
XER;258;1.214998598;;;;
NPL;64;0.57617123;;;;
NPL;353;0.511910636;;;;
SAP;23;0.854814692;;;;
XER;321;1.23165308;;;;
XER;242;0.953431757;;;;
NPL;217;0.635285246;;;;
NPL;428;0.740969646;;;;
NPL;187;0.44152112;;;;
NAP;21;0.940393041;;;;
NAP;225;0.690016276;;;;
SPL;230;0.477554166;;;;
NAP;201;0.788633341;;;;
NAP;220;0.833406499;;;;
NPL;454;0.740969647;;;;
XER;157;0.875619756;;;;
CPL;341;0.875619756;;;;
SPL;62;0.989464802;;;;
SPL;93;0.989464802;;;;
UMW;51;1.214998598;;;;
NAP;16;0.740969646;;;;
WMT;431;0.889171163;;;;
XER;290;1.023821273;;;;
XER;386;0.765185945;;;;
TPL;414;0.811359163;;;;
UMW;168;0.953431757;;;;
UMW;269;0.715932302;;;;
WMT;305;0.715932301;;;;
XER;318;1.103309848;;;;
XER;327;1.056650275;;;;
SPL;6;0;;;;
NPL;8;0.403639435;;;;
NPL;5;0.064260594;;;;
XER;990;1.247940258;;;;
XER;447;0.606319536;;;;
SAP;162;1.040418172;;;;
TPL;28;0.966244263;;;;
XER;233;0.783486763;;;;
NPL;446;1.132855026;;;;
XER;525;0.811359163;;;;
SAP;84;1.252880282;;;;
NAP;119;1.023821273;;;;
NAP;115;0.740969646;;;;
NAP;194;1.323269799;;;;
XER;812;1.407765383;;;;
SAP;54;1.277096581;;;;
NPL;278;0.989464802;;;;
NPL;230;0.635285246;;;;
UMW;158;0.403639436;;;;
NPL;133;0.44152112;;;;
XER;256;0.36370912;;;;
NPL;252;0.765185945;;;;
NAP;145;1.006842802;;;;
SAP;288;1.088081867;;;;
SAP;44;1.345317136;;;;
NAP;110;1.311994299;;;;
NAP;127;1.288913328;;;;
SAP;253;0.740969646;;;;
SAP;390;1.161263564;;;;
SAP;137;0.971668015;;;;
SAP;280;1.006842803;;;;
SAP;81;1.040418172;;;;
XER;287;1.227842938;;;;
SAP;313;1.356098801;;;;
NPL;38;0.403639436;;;;
NAP;233;1.201926913;;;;
SAP;416;0.989464802;;;;
TPL;18;0.765185945;;;;
SAP;433;0.690016276;;;;
SAP;327;0.971668015;;;;
SAP;200;1.147195883;;;;
TPL;87;1.056650275;;;;
SPL;7;1.072533273;;;;
TPL;38;0.690016276;;;;
SAP;207;0.715932302;;;;
XER;445;0.36370912;;;;
XER;259;0.833406499;;;;
NAP;334;0.811359163;;;;
CPL;29;0.765185945;;;;
CPL;11;0.544739638;;;;
SAP;174;1.132855026;;;;
SPL;118;1.072533273;;;;
SPL;6;0.663157646;;;;
TPL;1;0.635285246;;;;
NAP;225;0.615129155;;;;
XER;35;0.715932301;;;;
CPL;53;0.944141937;;;;
TPL;113;0.663157646;;;;
TPL;18;0.875619756;;;;
SAP;190;0.934733772;;;;
SAP;132;1.131405504;;;;
UMW;129;0.833406499;;;;
XER;496;0.57617123;;;;
CPL;296;1.214998598;;;;
CPL;243;1.300543977;;;;
NPL;228;0.22905901;;;;
XER;630;1.103309848;;;;
WMT;574;0.971668015;;;;
WMT;182;1.175068282;;;;
NAP;25;0.915550072;;;;
TPL;188;0.690016276;;;;
XER;954;0.811359163;;;;
NAP;347;0.971668015;;;;
CPL;23;0.833406499;;;;
XER;192;0.321495863;;;;
WMT;472;0.811359163;;;;
SPL;534;0.635285246;;;;
SPL;239;0.477554166;;;;
SPL;415;0.765185945;;;;
SPL;357;0.511910637;;;;
XER;188;0.663157646;;;;
XER;46;1.118230173;;;;
CPL;40;1.023821273;;;;
CPL;423;1.161263564;;;;
WMT;227;0.477554166;;;;
NPL;226;0.715932301;;;;
SPL;392;0.606319536;;;;
CPL;70;0.875619756;;;;
CPL;66;0.77465442;;;;
CPL;42;1.072533273;;;;
NAP;293;0.915550072;;;;
NAP;113;0.477554166;;;;
NPL;147;0.715932301;;;;
NAP;14;1.214998598;;;;
NAP;183;0.511910637;;;;
TPL;21;1.072533273;;;;
NAP;23;1.023821273;;;;
NAP;164;1.417678699;;;;
SPL;508;0.934733772;;;;
XER;195;0.934733772;;;;
UMW;32;0.715932301;;;;
XER;387;0.44152112;;;;
UMW;134;0.788633341;;;;
UMW;230;0.477554166;;;;
SPL;716;1.201926913;;;;
NPL;20;0;;;;
NAP;1;0.875619756;;;;
SAP;141;0.788633341;;;;
SAP;32;1.088081867;;;;
XER;366;1.147195883;;;;
XER;149;0.511910637;;;;
XER;278;0.953431757;;;;
NAP;416;0.635285247;;;;
NAP;3;0.477554166;;;;
NAP;16;0.811359163;;;;
NAP;65;0.833406499;;;;
CPL;1;0.953431757;;;;
CPL;318;1.147195883;;;;
NAP;439;0.934733772;;;;
CPL;16;0.915550072;;;;
CPL;32;0.17810564;;;;
CPL;87;0.511910636;;;;
SAP;5;0.953431757;;;;
SAP;2;1.3354772;;;;
TPL;771;1.175068282;;;;
TPL;226;0.640944515;;;;
TPL;263;0.765185945;;;;
CPL;51;1.161263564;;;;
NPL;50;0.511910637;;;;
NAP;66;0.989464803;;;;
NAP;111;0.36370912;;;;
NPL;23;0.57617123;;;;
CPL;4;1.175068282;;;;
XER;119;0.606319536;;;;
SPL;478;1.147195883;;;;
SAP;146;1.023821273;;;;
NPL;168;0.765185945;;;;
WMT;523;0.989464802;;;;
WMT;46;1.201926913;;;;
TPL;125;0.44152112;;;;
XER;431;1.132855026;;;;
XER;118;0.915550072;;;;
WMT;96;0.72353303;;;;
XER;187;1.088081867;;;;
WMT;115;0.547943682;;;;
SAP;121;0.833406499;;;;
TPL;284;0.971668015;;;;
UMW;14;0.606319536;;;;
UMW;47;0.740969646;;;;
CPL;48;1.183228928;;;;
CPL;207;0.788633341;;;;
NPL;525;0.872192693;;;;
SAP;167;1.417678699;;;;
WMT;333;1.006842803;;;;
WMT;509;0.875619756;;;;
TPL;58;0.44152112;;;;
UMW;474;0.811359163;;;;
NAP;472;0.663157646;;;;
NPL;22;0;;;;
NPL;558;1.088081867;;;;
TPL;130;0.989464802;;;;
XER;221;1.323269799;;;;
NAP;322;1.118230173;;;;
NAP;406;0.877668387;;;;
WMT;394;0.875619756;;;;
WMT;321;0.875619756;;;;
WMT;413;1.265087683;;;;
WMT;376;0.663157646;;;;
WMT;131;0.953431757;;;;
XER;237;0.606319536;;;;
NPL;458;1.006842803;;;;
NPL;291;0.833406499;;;;
SAP;12;0.915550072;;;;
NAP;197;0.663157646;;;;
TPL;351;0.606319536;;;;
XER;264;1.132855026;;;;
XER;42;0.606319536;;;;
XER;142;1.188619689;;;;
CPL;271;0.690016276;;;;
NAP;118;1.132855026;;;;
NAP;80;0.663157646;;;;
NPL;140;0.606319536;;;;
NPL;130;0.811359163;;;;
NAP;34;1.118230173;;;;
NAP;3;0.989464802;;;;
SAP;262;1.173699365;;;;
SAP;270;1.040418172;;;;
XER;305;0.895854746;;;;
UMW;146;1.366725329;;;;
NAP;145;0.765185945;;;;
SPL;493;0.915550072;;;;
NAP;7;1.37720112;;;;
NAP;183;0.57617123;;;;
CPL;240;1.040418173;;;;
CPL;65;1.188619689;;;;
CPL;4;0.17810564;;;;
CPL;2;0.765185945;;;;
NAP;15;1.121178404;;;;
NAP;201;0.788633341;;;;
TPL;8;0.788633341;;;;
CPL;1;0.829049372;;;;
CPL;1;0.635285246;;;;
CPL;1;0.715932302;;;;
CPL;3;0.544739638;;;;
CPL;1;0.875619756;;;;
WMT;34;0.511910636;;;;
WMT;36;0.606319536;;;;
WMT;45;0.635285246;;;;
NPL;64;0.36370912;;;;
TPL;15;0.788633341;;;;
SPL;10;0.663157646;;;;
SPL;442;0.875619756;;;;
SAP;171;1.201926913;;;;
SAP;109;1.407765383;;;;
SAP;278;0.934523334;;;;
NPL;376;1.088081867;;;;
NPL;415;1.040418172;;;;
NPL;477;1.072533273;;;;
XER;309;0.953431757;;;;
WMT;12;0.544739638;;;;
NPL;195;0.511910636;;;;
WMT;67;0.511910636;;;;
WMT;365;0.544739638;;;;
SAP;31;1.161263564;;;;
SAP;91;0.989464802;;;;
CPL;241;1.252880283;;;;
SPL;777;0.715932302;;;;
SPL;186;1.147195883;;;;
CPL;151;1.240467706;;;;
NPL;415;1.201926913;;;;
NPL;345;1.006842803;;;;
XER;96;0.740969646;;;;
SPL;37;1.147195883;;;;
XER;143;0.811359163;;;;
SAP;364;0.811359163;;;;
SPL;384;1.103309848;;;;
SPL;55;0.765185945;;;;
SPL;173;0.715932302;;;;
SPL;203;0.064260594;;;;
SPL;142;1.161263564;;;;
SPL;34;0.833406499;;;;
SPL;235;0.635285246;;;;
XER;750;1.137666319;;;;
WMT;42;0.715932302;;;;
SPL;286;1.023821273;;;;
WMT;93;0.833406499;;;;
WMT;469;0.544739638;;;;
WMT;158;0.690016276;;;;
NAP;6;0.934733772;;;;
WMT;87;0.551840952;;;;
NPL;350;1.118230172;;;;
SPL;46;0.544739638;;;;
SPL;594;0.44152112;;;;
TPL;26;1.006842803;;;;
SPL;97;0.635285247;;;;
SPL;903;0.403639435;;;;
UMW;390;1.042057531;;;;
XER;4;0.544739638;;;;
XER;9;0.811359163;;;;
UMW;300;0.544739638;;;;
UMW;345;0.811359163;;;;
TPL;142;0.635285246;;;;
TPL;48;0.276722704;;;;
XER;478;0.895854746;;;;
CPL;102;1.147195883;;;;
NPL;450;0.989464802;;;;
TPL;12;1.147195883;;;;
TPL;23;0.700492068;;;;
XER;523;0.915550072;;;;
XER;114;0.646560747;;;;
CPL;79;0.971668015;;;;
UMW;329;0.715932301;;;;
SPL;208;0.36370912;;;;
SPL;447;0.765185945;;;;
XER;303;0.826861131;;;;
XER;132;1.311994299;;;;
XER;504;0.833406499;;;;
SPL;39;1.088081867;;;;
CPL;5;1.118230172;;;;
SPL;104;0.765185945;;;;
SPL;46;0.403639435;;;;
CPL;162;1.088081867;;;;
XER;124;1.027170626;;;;
XER;239;1.023821273;;;;
UMW;22;0.477554166;;;;
UMW;9;0.831231149;;;;
TPL;86;0.511910637;;;;
UMW;131;0.846325737;;;;
CPL;58;1.023821273;;;;
CPL;102;0.888051328;;;;
SPL;2;0.788633341;;;;
SPL;83;1.147195883;;;;
UMW;200;0.679389749;;;;
TPL;11;0.12337461;;;;
XER;514;1.006842802;;;;
XER;423;0.971668015;;;;
XER;325;1.132855025;;;;
UMW;175;0.765185945;;;;
XER;81;1.072533273;;;;
CPL;381;1.023821273;;;;
SPL;291;0;;;;
SPL;220;0.544739639;;;;
XER;23;1.188619689;;;;
XER;236;1.201926913;;;;
XER;373;0.811359163;;;;
XER;131;0.895854746;;;;
NPL;276;0.971668015;;;;
NPL;373;0.934733772;;;;
CPL;57;0.663157646;;;;
XER;920;1.118230173;;;;
XER;326;1.040418172;;;;
SPL;387;1.118230173;;;;
SPL;25;0.690016276;;;;
SPL;85;0.715932301;;;;
SPL;8;0.511910636;;;;
CPL;29;0.934733772;;;;
CPL;29;1.147195883;;;;
SPL;356;0.477554166;;;;
UMW;2;0.22905901;;;;
UMW;52;0.663157646;;;;
SAP;168;0.811359163;;;;
SAP;128;1.072533273;;;;
UMW;265;0.833406499;;;;
UMW;235;1.175068283;;;;
WMT;238;0.854814692;;;;
SPL;210;1.006842803;;;;
XER;73;0.477554166;;;;
XER;7;0.715932301;;;;
XER;90;1.056650275;;;;
SPL;726;0.36370912;;;;
SPL;249;1.103309848;;;;
NPL;222;1.147195882;;;;
NPL;227;1.240467706;;;;
NPL;146;1.334375737;;;;
SPL;280;0.663157646;;;;
SAP;66;1.261446603;;;;
SAP;364;1.006842802;;;;
SAP;88;1.300543977;;;;
SPL;383;0.971668015;;;;
SPL;413;0.854814692;;;;
XER;316;0.788633341;;;;
XER;420;0.690016276;;;;
SPL;14;0.788633341;;;;
SPL;51;0.895854746;;;;
SPL;21;0.511910636;;;;
SPL;505;0.715932302;;;;
CPL;14;0.971668015;;;;
CPL;32;0.953431757;;;;
WMT;244;0.915550072;;;;
SPL;536;0.854814692;;;;
SPL;303;0.740969646;;;;
XER;1;0.788633341;;;;
SPL;957;0.875619756;;;;
SPL;105;0.765185945;;;;
XER;52;0.971668015;;;;
XER;334;0.811359163;;;;
SPL;296;0.854814692;;;;
SPL;416;0.788633341;;;;
CPL;39;1.311994299;;;;
CPL;62;1.188619689;;;;
XER;22;0.833406499;;;;
CPL;4;0.765185945;;;;
SPL;519;0.36370912;;;;
SPL;43;0.71003189;;;;
SAP;134;0.946009273;;;;
SPL;329;1.103309848;;;;
SPL;187;0.875619756;;;;
SPL;1070;0.44152112;;;;
XER;71;0.321495863;;;;
SPL;124;0.788633341;;;;
SAP;274;0.953431757;;;;
XER;2;1.147195883;;;;
XER;17;1.256563736;;;;
XER;9;1.006842803;;;;
SPL;511;1.045840028;;;;
SPL;131;0.851289478;;;;
SPL;77;0.606319536;;;;
XER;209;1.147195882;;;;
SPL;365;0.788633341;;;;
TPL;58;0.765185945;;;;
CPL;1;1.147195883;;;;
CPL;11;1.161263564;;;;
CPL;39;0.477554166;;;;
TPL;44;0.915550072;;;;
TPL;26;0.606319536;;;;
SPL;148;0.22905901;;;;
XER;470;0.811359163;;;;
SPL;72;0.740969646;;;;
SPL;361;1.201926913;;;;
SPL;184;0.44152112;;;;
SPL;140;0.36370912;;;;
XER;399;0.788633341;;;;
CPL;207;0.44152112;;;;
XER;86;0.971668015;;;;
SPL;899;1.103309848;;;;
SPL;460;1.188619689;;;;
UMW;246;1.128497898;;;;
UMW;62;0.999940594;;;;
NPL;411;0.403639436;;;;
XER;157;0.875619756;;;;
SPL;242;1.245457799;;;;
XER;97;0.477554166;;;;
NPL;154;1.056650275;;;;
NPL;65;0.276722704;;;;
CPL;41;0.740969646;;;;
CPL;159;0.690016276;;;;
XER;75;0.934733772;;;;
XER;76;1.006842803;;;;
CPL;40;0.733547162;;;;
CPL;380;0.44152112;;;;
CPL;227;0.740969646;;;;
CPL;6;0.44152112;;;;
UMW;31;0.854814692;;;;
UMW;30;0.875619757;;;;
TPL;134;0.594407488;;;;
CPL;26;0.276722704;;;;
XER;205;1.023821273;;;;
UMW;107;1.345317136;;;;
SAP;247;0.726049322;;;;
CPL;11;0.690016276;;;;
TPL;3;0.511910636;;;;
XER;214;0.755594499;;;;
SPL;162;0.57617123;;;;
SPL;432;0.57617123;;;;
SPL;272;0.57617123;;;;
SPL;151;0.690016276;;;;
SPL;374;1.088081867;;;;
CPL;96;0.606319536;;;;
SPL;378;0.811359163;;;;
SPL;10;0.895854746;;;;
SPL;719;0.715932301;;;;
SPL;90;0.321495863;;;;
SPL;494;0.989464802;;;;
UMW;43;0.953431757;;;;
UMW;256;1.300543977;;;;
UMW;174;0.811359163;;;;
UMW;137;1.252880283;;;;
WMT;1;0.715932302;;;;
WMT;16;0.477554166;;;;
WMT;56;0.511910636;;;;
UMW;58;1.023821273;;;;
UMW;39;0.715932302;;;;
UMW;60;0.8334065;;;;
CPL;188;1.147195883;;;;
CPL;90;1.272316429;;;;
CPL;236;1.072533273;;;;
UMW;54;0.934733772;;;;
UMW;33;1.072533273;;;;
NPL;508;0.276722704;;;;
NPL;293;0.953431757;;;;
NPL;280;0.36370912;;;;
CPL;21;1.345317136;;;;
CPL;142;1.103309848;;;;
CPL;11;1.040418172;;;;
XER;25;0.635285246;;;;
CPL;15;0.321495863;;;;
UMW;81;1.023821273;;;;
UMW;24;0.690016276;;;;
UMW;90;0.8334065;;;;
CPL;5;0.44152112;;;;
CPL;3;0.477554166;;;;
CPL;4;0.989464802;;;;
NPL;136;0.511910637;;;;
NPL;264;0.276722704;;;;
CPL;9;0.953431757;;;;
XER;40;0.833406499;;;;
WMT;28;0.511910636;;;;
XER;15;0.971668015;;;;
NPL;10;0.833406499;;;;
NPL;16;0.691187618;;;;
XER;351;0.971668015;;;;
XER;91;0.811359163;;;;
UMW;62;0.875619756;;;;
UMW;62;0.615129155;;;;
UMW;25;1.023821273;;;;
UMW;59;0.635285246;;;;
UMW;34;0.740969646;;;;
UMW;255;0.17810564;;;;
UMW;77;0.511910637;;;;
SAP;260;0.477554166;;;;
NPL;75;0.953431757;;;;
NPL;29;0.690016276;;;;
XER;196;0.915550072;;;;
CPL;3;0.22905901;;;;
CPL;2;0.22905901;;;;
SAP;40;0.321495863;;;;
XER;45;1.245457799;;;;
TPL;124;0.854814692;;;;
CPL;4;0.276722704;;;;
XER;78;1.088081867;;;;
XER;11;0.36370912;;;;
XER;41;1.023821273;;;;
TPL;86;0.606319536;;;;
TPL;475;0.477554166;;;;
CPL;5;0.511910636;;;;
CPL;4;0.544739638;;;;
CPL;5;0.65530086;;;;
CPL;2;0.477554166;;;;
TPL;72;0.477554166;;;;
TPL;40;0.347112221;;;;
TPL;86;0.971668015;;;;
TPL;161;1.302848288;;;;
SPL;214;0.811359163;;;;
SPL;304;0.953431757;;;;
XER;58;0.663157646;;;;
XER;33;0.953431757;;;;
XER;115;0.477554166;;;;
XER;41;0.765185945;;;;
XER;25;0.971668015;;;;
XER;46;0.833406499;;;;
