Ecoregions;Insect_LCBD;SumNat_PFC;Habitat_Heterogeneity;Pred_LCBD_Insect;lower_LCBD_Insect;upperr_LCBD_Insect
CPL;0.001258676;1.300543977;;;;
TPL;0.001288936;1.056650275;;;;
NPL;0.001009561;0.811359163;;;;
NPL;0.001101088;0.934733772;;;;
TPL;0.000746852;1.188619689;;;;
TPL;0.000934964;0.715932302;;;;
NAP;0.001068373;0.690016277;;;;
WMT;0.000926144;0.895854746;;;;
XER;0.000911514;1.040418172;;;;
SPL;0.000629334;1.088081867;;;;
CPL;0.000736674;0.953431757;;;;
CPL;0.000962562;0.915550072;;;;
SPL;0.00121332;1.173699365;;;;
SPL;0.000790167;0.663157646;;;;
SPL;0.001258603;0.854814692;;;;
SPL;0.000901742;1.437114845;;;;
NAP;0.001007747;0.915550072;;;;
SAP;0.00082224;1.311994299;;;;
TPL;0.000978026;1.147195883;;;;
SPL;0.000937259;1.006842803;;;;
WMT;0.001312492;1.040418172;;;;
WMT;0.001153555;0.895854746;;;;
TPL;0.000885923;0.511910637;;;;
WMT;0.000798351;1.006842803;;;;
WMT;0.001128851;0.915550072;;;;
SPL;0.000872963;0.635285246;;;;
CPL;0.000749651;1.214998598;;;;
CPL;0.000840459;1.227842938;;;;
NAP;0.001221818;0.971668015;;;;
SAP;0.001051877;1.088081867;;;;
NPL;0.00156212;1.088081867;;;;
NPL;0.00088857;0.690016276;;;;
NAP;0.00097986;0.989464802;;;;
NAP;0.000708251;1.227842938;;;;
XER;0.000811376;1.056650275;;;;
SAP;0.000808475;0.989464802;;;;
WMT;0.001068932;0.915550072;;;;
WMT;0.001080278;0.715932302;;;;
WMT;0.001099271;0.765185945;;;;
WMT;0.000936812;0.934733772;;;;
SPL;0.000728904;0.765185945;;;;
SPL;0.000996038;0.971668015;;;;
UMW;0.001126176;0.804614541;;;;
UMW;0.000900775;1.132855026;;;;
NPL;0.000558694;0.765185945;;;;
WMT;0.001102059;0.740969646;;;;
TPL;0.001261775;0.769935356;;;;
TPL;0.000943697;1.147195883;;;;
SAP;0.000790521;0.690016276;;;;
SAP;0.000993942;0.971668015;;;;
TPL;0.000635226;0.511910636;;;;
SAP;0.000941885;1.103309848;;;;
SPL;0.001051098;0.915550072;;;;
UMW;0.00120479;0.895854746;;;;
UMW;0.001021084;1.056650275;;;;
UMW;0.000785927;0.895854746;;;;
WMT;0.001258553;1.224652735;;;;
CPL;0.001069278;1.088081867;;;;
UMW;0.001153878;1.073580092;;;;
NAP;0.001395462;1.131405504;;;;
NAP;0.001055157;0.854814692;;;;
TPL;0.000711827;0.989464802;;;;
WMT;0.000733938;0.788633341;;;;
XER;0.001135729;0.915550072;;;;
XER;0.000667791;1.132855026;;;;
CPL;0.00124786;1.356098801;;;;
CPL;0.000752546;0.715932302;;;;
CPL;0.000989791;0.915550072;;;;
UMW;0.0011911;0.964427458;;;;
NAP;0.000839045;0.544739638;;;;
NPL;0.000598801;0.875619756;;;;
CPL;0.001296229;1.214998598;;;;
NAP;0.000663899;0.511910637;;;;
WMT;0.00065365;0.17810564;;;;
UMW;0.001040698;0.576171231;;;;
UMW;0.000797554;1.023821273;;;;
CPL;0.00088828;1.288913328;;;;
WMT;0.001075259;0.715932302;;;;
NPL;0.00106491;1.072533273;;;;
WMT;0.000689717;0.811359163;;;;
WMT;0.000930627;1.056650275;;;;
TPL;0.001077497;0.695272746;;;;
XER;0.000686951;0.971668015;;;;
CPL;0.00167705;1.456052573;;;;
CPL;0.001094382;1.356098801;;;;
WMT;0.001153685;0.715932302;;;;
XER;0.000843834;1.103309848;;;;
WMT;0.000826341;0.724372747;;;;
CPL;0.000895217;0.953431757;;;;
TPL;0.000941603;1.201926913;;;;
CPL;0.000795914;0.833406499;;;;
SAP;0.001274324;1.214998598;;;;
XER;0.000676121;0.811359163;;;;
SPL;0.000693019;1.040418172;;;;
NPL;0.00083548;0.953431757;;;;
XER;0.000729625;0.606319536;;;;
NAP;0.001236137;1.300543977;;;;
SPL;0.00083888;0.811359163;;;;
XER;0.000834702;0.606319536;;;;
NAP;0.001010637;1.103309848;;;;
NAP;0.001398331;1.397717188;;;;
NAP;0.000836;0.953431757;;;;
XER;0.000940638;0.875619756;;;;
XER;0.001510526;1.252880283;;;;
UMW;0.000818971;1.118230173;;;;
UMW;0.000698485;1.040418172;;;;
NAP;0.001225235;1.234182298;;;;
NAP;0.000814251;0.606319536;;;;
WMT;0.000970263;0.788633341;;;;
NPL;0.00086068;0.915550072;;;;
TPL;0.001138132;0.676709052;;;;
WMT;0.000769599;0.663157646;;;;
SPL;0.001288984;1.103309848;;;;
WMT;0.000812096;0.477554166;;;;
WMT;0.000832142;0.765185945;;;;
UMW;0.000781794;0.811359163;;;;
SAP;0.000830404;1.088081867;;;;
UMW;0.001571652;0.881748679;;;;
NPL;0.000999592;0.606319536;;;;
TPL;0.000710567;0.17810564;;;;
CPL;0.000800959;0.982397467;;;;
SAP;0.000838936;0.833406499;;;;
SAP;0.000806159;1.072533273;;;;
WMT;0.000793625;1.103309848;;;;
UMW;0.000772116;0.788633341;;;;
UMW;0.000743333;0.841507468;;;;
UMW;0.000916239;1.072533273;;;;
UMW;0.001253753;1.059854319;;;;
UMW;0.000872225;1.214998598;;;;
CPL;0.000789188;1.201926913;;;;
SAP;0.001178502;1.382383815;;;;
SAP;0.000990858;1.132855026;;;;
SAP;0.000813259;1.201926913;;;;
SPL;0.00106096;1.103309848;;;;
SPL;0.001001543;1.201926913;;;;
SAP;0.000684037;0.895854746;;;;
SAP;0.000789433;0.895854746;;;;
CPL;0.000826274;1.013681101;;;;
SAP;0.001215999;1.072533273;;;;
WMT;0.000834763;0.8334065;;;;
NAP;0.00130792;1.088081867;;;;
NAP;0.001183297;1.056650275;;;;
NAP;0.00095394;1.046953887;;;;
SAP;0.000793935;1.006842803;;;;
SAP;0.000980604;1.161263564;;;;
NPL;0.000966094;1.056650275;;;;
SAP;0.001508679;1.311994299;;;;
XER;0.00081986;1.311994299;;;;
NAP;0.001116599;0.740969647;;;;
NAP;0.00152644;1.227842938;;;;
XER;0.001165293;0.811359163;;;;
XER;0.001100564;0.606319536;;;;
CPL;0.001247711;0.895854746;;;;
SPL;0.001084237;0.321495863;;;;
NPL;0.000759679;0.606319536;;;;
SPL;0.000710099;0.925204209;;;;
CPL;0.000980445;1.292421795;;;;
CPL;0.000978659;0.833406499;;;;
NAP;0.001163708;1.132855025;;;;
NAP;0.001114796;0.477554166;;;;
XER;0.001018455;0.8334065;;;;
NAP;0.00120542;1.201926913;;;;
NPL;0.000733165;0.971668015;;;;
NPL;0.001072307;0.635285246;;;;
CPL;0.001075676;0.690016276;;;;
WMT;0.000834865;0.899836055;;;;
WMT;0.001097011;0.989464802;;;;
WMT;0.001137059;0.953431757;;;;
WMT;0.000768876;0.811359163;;;;
WMT;0.001090189;1.277096581;;;;
WMT;0.00072002;0.477554166;;;;
WMT;0.000865549;0.854814692;;;;
TPL;0.00075744;1.040418172;;;;
WMT;0.001184617;0.934733772;;;;
NAP;0.000849398;0.885806552;;;;
TPL;0.000798139;0.635285246;;;;
TPL;0.00096304;0.606319536;;;;
XER;0.000732721;1.023821273;;;;
UMW;0.001148189;1.175068282;;;;
CPL;0.000896628;1.072533273;;;;
CPL;0.000677802;0.44152112;;;;
WMT;0.000850463;1.132855025;;;;
SAP;0.000788702;1.265087683;;;;
CPL;0.000709241;1.288913328;;;;
XER;0.000866689;0.544739639;;;;
XER;0.001360596;1.175068282;;;;
SAP;0.001059238;1.277096581;;;;
SAP;0.000788867;1.088081867;;;;
SAP;0.001221891;1.056650275;;;;
CPL;0.001217738;1.175068282;;;;
NPL;0.00109723;0.511910636;;;;
NAP;0.001004873;0.971668015;;;;
SPL;0.000779124;1.147195883;;;;
XER;0.000779298;0.895854746;;;;
UMW;0.000808576;1.252880283;;;;
SPL;0.000822251;1.119705759;;;;
SPL;0.001213681;0.690016276;;;;
WMT;0.001316772;1.118230173;;;;
NPL;0.000952525;0.837738072;;;;
XER;0.000916295;1.072533273;;;;
SPL;0.000804213;0.949158663;;;;
NPL;0.000695138;0.690016276;;;;
TPL;0.000796089;1.240467706;;;;
WMT;0.000806185;0.854814692;;;;
WMT;0.001113827;0.88984225;;;;
UMW;0.001028394;1.175068283;;;;
UMW;0.000644448;0.875619756;;;;
XER;0.000716618;0.44152112;;;;
NPL;0.001329143;0.477554166;;;;
SPL;0.001230002;1.175068282;;;;
XER;0.000986952;0.740969646;;;;
NPL;0.00107181;0.833406499;;;;
NPL;0.000878414;0.663157646;;;;
TPL;0.000727633;1.070960257;;;;
SPL;0.000904694;0.788633341;;;;
XER;0.000716168;0.765185945;;;;
CPL;0.001313176;0.909696428;;;;
CPL;0.000788194;0.875619756;;;;
WMT;0.001334908;0.705674762;;;;
WMT;0.001087069;1.147195883;;;;
NPL;0.000739736;0.915550072;;;;
UMW;0.000913506;1.227842938;;;;
SPL;0.000566042;0.715932301;;;;
SPL;0.00097774;0.690016276;;;;
NPL;0.000902528;0.17810564;;;;
NPL;0.00105345;0.44152112;;;;
NPL;0.000878039;0.606319536;;;;
NAP;0.001187496;0.57617123;;;;
NAP;0.000847409;0.511910636;;;;
SAP;0.001030557;0.544739638;;;;
SAP;0.000903917;1.277096581;;;;
XER;0.000785617;0.989464802;;;;
NPL;0.001032404;0.740969646;;;;
TPL;0.000722461;0.544739638;;;;
TPL;0.00105434;0.576171231;;;;
CPL;0.001410681;1.214998598;;;;
WMT;0.000792046;1.277096581;;;;
CPL;0.000682035;0.953431757;;;;
CPL;0.000804109;1.072533273;;;;
NPL;0.000813778;0.544739638;;;;
UMW;0.001129789;0.875619756;;;;
UMW;0.00079405;1.188619689;;;;
CPL;0.001091498;0.690016276;;;;
WMT;0.001030277;1.214998598;;;;
NAP;0.000857321;1.103309848;;;;
NAP;0.000972633;1.205872769;;;;
SPL;0.000640341;0.44152112;;;;
NAP;0.000938858;1.040418172;;;;
CPL;0.000779381;0.811359162;;;;
CPL;0.000711529;0.511910636;;;;
XER;0.001231004;0.911001253;;;;
CPL;0.001039248;1.023821273;;;;
CPL;0.000777736;1.040418172;;;;
TPL;0.001136749;0.705674762;;;;
TPL;0.000857169;0.953431757;;;;
XER;0.000727376;0.971668015;;;;
XER;0.000636774;1.132855026;;;;
CPL;0.001157927;1.072533273;;;;
CPL;0.001583904;1.118230172;;;;
XER;0.000717377;0.788633341;;;;
XER;0.000955854;1.214998598;;;;
TPL;0.00116642;0.57617123;;;;
UMW;0.000891435;0.915550072;;;;
SAP;0.001286111;1.110807689;;;;
NAP;0.000966858;0.833406499;;;;
TPL;0.001177439;0.811359163;;;;
TPL;0.000794657;1.056650275;;;;
NAP;0.000574698;0.403639436;;;;
NAP;0.000761405;0.934733772;;;;
NAP;0.000734451;0.17810564;;;;
NAP;0.001229982;0.788633341;;;;
SPL;0.000759877;0.953431757;;;;
SPL;0.000829462;0.715932302;;;;
NPL;0.001210104;0.854814692;;;;
NPL;0.000720629;0.544739638;;;;
SAP;0.000881732;1.37720112;;;;
NAP;0.000963783;1.023821273;;;;
NAP;0.001053717;0.895854746;;;;
CPL;0.000617796;0.915550072;;;;
TPL;0.001060081;0.690016276;;;;
XER;0.000864666;1.023821273;;;;
CPL;0.000857903;1.118230173;;;;
CPL;0.000791674;1.188619689;;;;
CPL;0.001090158;1.132855026;;;;
NAP;0.000711621;0.606319536;;;;
UMW;0.001142438;1.201926913;;;;
UMW;0.000705609;0.915550072;;;;
SPL;0.000735673;1.214998598;;;;
NAP;0.00081581;0.57617123;;;;
WMT;0.000820644;0.971668015;;;;
SAP;0.001054056;0.971668015;;;;
SAP;0.001015573;0.788633341;;;;
CPL;0.00113224;1.265087683;;;;
CPL;0.001508432;1.277096581;;;;
CPL;0.000861944;1.188619689;;;;
NAP;0.001217172;0.953431757;;;;
NAP;0.000990896;0.854814692;;;;
NAP;0.000695866;0.934733772;;;;
SAP;0.001158216;1.011977453;;;;
SAP;0.001025184;1.252880283;;;;
WMT;0.000867079;0.919426884;;;;
TPL;0.000859624;0.95527578;;;;
NAP;0.001242317;0.833406499;;;;
WMT;0.000752634;0.895854746;;;;
TPL;0.00097305;1.040418172;;;;
NPL;0.00061063;0.12337461;;;;
SAP;0.000846384;1.227842938;;;;
XER;0.001284186;0.875619756;;;;
CPL;0.001092752;0.971668015;;;;
SAP;0.001137465;1.227842938;;;;
WMT;0.001108527;0.925204209;;;;
WMT;0.000899523;0.854814692;;;;
CPL;0.000898973;0.953431757;;;;
CPL;0.001109144;0.895854746;;;;
WMT;0.000801558;0.989464802;;;;
WMT;0.001114907;0.854814692;;;;
CPL;0.000693272;0.788633341;;;;
CPL;0.000864732;1.040418172;;;;
NPL;0.000980096;0.765185945;;;;
NPL;0.001160198;0.606319536;;;;
SPL;0.000845225;0.833406499;;;;
UMW;0.001164444;1.040418172;;;;
UMW;0.000863697;1.240467706;;;;
TPL;0.001107725;0.971668015;;;;
XER;0.000789151;1.214998598;;;;
NPL;0.001130712;0.57617123;;;;
NPL;0.000595309;0.511910636;;;;
SAP;0.000805946;0.854814692;;;;
XER;0.001011763;1.23165308;;;;
XER;0.001051975;0.953431757;;;;
NPL;0.000791846;0.635285246;;;;
NPL;0.000650528;0.740969646;;;;
NPL;0.000795788;0.44152112;;;;
NAP;0.001413955;0.940393041;;;;
NAP;0.00079233;0.690016276;;;;
SPL;0.000779781;0.477554166;;;;
NAP;0.001220733;0.788633341;;;;
NAP;0.000848272;0.833406499;;;;
NPL;0.000795388;0.740969647;;;;
XER;0.001065756;0.875619756;;;;
CPL;0.000789012;0.875619756;;;;
SPL;0.000656853;0.989464802;;;;
SPL;0.000984728;0.989464802;;;;
UMW;0.000819484;1.214998598;;;;
NAP;0.000814122;0.740969646;;;;
WMT;0.000892376;0.889171163;;;;
XER;0.001054822;1.023821273;;;;
XER;0.000960509;0.765185945;;;;
TPL;0.00074268;0.811359163;;;;
UMW;0.001234193;0.953431757;;;;
UMW;0.000899811;0.715932302;;;;
WMT;0.001064413;0.715932301;;;;
XER;0.000793522;1.103309848;;;;
XER;0.000789685;1.056650275;;;;
SPL;0.000808955;0;;;;
NPL;0.000784337;0.403639435;;;;
NPL;0.000711583;0.064260594;;;;
XER;0.001191589;1.247940258;;;;
XER;0.000956143;0.606319536;;;;
SAP;0.001073567;1.040418172;;;;
TPL;0.000925694;0.966244263;;;;
XER;0.001153098;0.783486763;;;;
NPL;0.00072181;1.132855026;;;;
XER;0.000823081;0.811359163;;;;
SAP;0.000968138;1.252880282;;;;
NAP;0.001389295;1.023821273;;;;
NAP;0.001145846;0.740969646;;;;
NAP;0.000896396;1.323269799;;;;
XER;0.001349218;1.407765383;;;;
SAP;0.000961689;1.277096581;;;;
NPL;0.000882835;0.989464802;;;;
NPL;0.001250004;0.635285246;;;;
UMW;0.00071888;0.403639436;;;;
NPL;0.001146157;0.44152112;;;;
XER;0.000672985;0.36370912;;;;
NPL;0.001146531;0.765185945;;;;
NAP;0.001303934;1.006842802;;;;
SAP;0.001274955;1.088081867;;;;
SAP;0.001003933;1.345317136;;;;
NAP;0.001081339;1.311994299;;;;
NAP;0.001306914;1.288913328;;;;
SAP;0.000996288;0.740969646;;;;
SAP;0.000832351;1.161263564;;;;
SAP;0.000869007;0.971668015;;;;
SAP;0.000751125;1.006842803;;;;
SAP;0.001137335;1.040418172;;;;
XER;0.001081621;1.227842938;;;;
SAP;0.000758544;1.356098801;;;;
NPL;0.001266495;0.403639436;;;;
NAP;0.001299296;1.201926913;;;;
SAP;0.000722156;0.989464802;;;;
TPL;0.001014975;0.765185945;;;;
SAP;0.001105016;0.690016276;;;;
SAP;0.000763332;0.971668015;;;;
SAP;0.000782636;1.147195883;;;;
TPL;0.000882201;1.056650275;;;;
SPL;0.000881803;1.072533273;;;;
TPL;0.001453867;0.690016276;;;;
SAP;0.000944761;0.715932302;;;;
XER;0.000823172;0.36370912;;;;
XER;0.000862859;0.833406499;;;;
NAP;0.000873241;0.811359163;;;;
CPL;0.000798298;0.765185945;;;;
CPL;0.000915958;0.544739638;;;;
SAP;0.001151984;1.132855026;;;;
SPL;0.000723089;1.072533273;;;;
SPL;0.000711011;0.663157646;;;;
TPL;0.000811486;0.635285246;;;;
NAP;0.000760491;0.615129155;;;;
XER;0.000770882;0.715932301;;;;
CPL;0.00080829;0.944141937;;;;
TPL;0.000649207;0.663157646;;;;
TPL;0.000960069;0.875619756;;;;
SAP;0.001059096;0.934733772;;;;
SAP;0.001241514;1.131405504;;;;
UMW;0.00059505;0.833406499;;;;
XER;0.000623779;0.57617123;;;;
CPL;0.000770162;1.214998598;;;;
CPL;0.000894157;1.300543977;;;;
NPL;0.000610968;0.22905901;;;;
XER;0.001215691;1.103309848;;;;
WMT;0.001115906;0.971668015;;;;
WMT;0.000931481;1.175068282;;;;
NAP;0.000804713;0.915550072;;;;
TPL;0.000866838;0.690016276;;;;
XER;0.001054871;0.811359163;;;;
NAP;0.000803659;0.971668015;;;;
CPL;0.000812005;0.833406499;;;;
XER;0.000718906;0.321495863;;;;
WMT;0.000742625;0.811359163;;;;
SPL;0.000713952;0.635285246;;;;
SPL;0.000909903;0.477554166;;;;
SPL;0.000734451;0.765185945;;;;
SPL;0.000666241;0.511910637;;;;
XER;0.001276628;0.663157646;;;;
XER;0.000989308;1.118230173;;;;
CPL;0.001583189;1.023821273;;;;
CPL;0.001073623;1.161263564;;;;
WMT;0.000884271;0.477554166;;;;
NPL;0.000632774;0.715932301;;;;
SPL;0.000802639;0.606319536;;;;
CPL;0.000799151;0.875619756;;;;
CPL;0.001181415;0.77465442;;;;
CPL;0.00121646;1.072533273;;;;
NAP;0.000848159;0.915550072;;;;
NAP;0.000691572;0.477554166;;;;
NPL;0.00078012;0.715932301;;;;
NAP;0.000875693;1.214998598;;;;
NAP;0.000738807;0.511910637;;;;
TPL;0.000830331;1.072533273;;;;
NAP;0.000819267;1.023821273;;;;
NAP;0.001414863;1.417678699;;;;
SPL;0.000725384;0.934733772;;;;
XER;0.000974331;0.934733772;;;;
UMW;0.000843512;0.715932301;;;;
XER;0.00084035;0.44152112;;;;
UMW;0.000858562;0.788633341;;;;
UMW;0.001240545;0.477554166;;;;
SPL;0.001146443;1.201926913;;;;
NPL;0.000777347;0;;;;
NAP;0.001155561;0.875619756;;;;
SAP;0.001233121;0.788633341;;;;
SAP;0.001262182;1.088081867;;;;
XER;0.000827328;1.147195883;;;;
XER;0.0008362;0.511910637;;;;
XER;0.00091446;0.953431757;;;;
NAP;0.00070309;0.635285247;;;;
NAP;0.001091137;0.477554166;;;;
NAP;0.001459331;0.811359163;;;;
NAP;0.000925172;0.833406499;;;;
CPL;0.000927891;0.953431757;;;;
CPL;0.000865977;1.147195883;;;;
NAP;0.001130515;0.934733772;;;;
CPL;0.000881143;0.915550072;;;;
CPL;0.001178074;0.17810564;;;;
CPL;0.000789508;0.511910636;;;;
SAP;0.000861716;0.953431757;;;;
SAP;0.001430495;1.3354772;;;;
TPL;0.001143365;1.175068282;;;;
TPL;0.001213482;0.640944515;;;;
TPL;0.000754527;0.765185945;;;;
CPL;0.000921272;1.161263564;;;;
NPL;0.00072721;0.511910637;;;;
NAP;0.00125238;0.989464803;;;;
NAP;0.000692343;0.36370912;;;;
NPL;0.000710248;0.57617123;;;;
CPL;0.001590218;1.175068282;;;;
XER;0.000807171;0.606319536;;;;
SPL;0.000664363;1.147195883;;;;
SAP;0.001181738;1.023821273;;;;
NPL;0.000913159;0.765185945;;;;
WMT;0.001127187;0.989464802;;;;
WMT;0.000949375;1.201926913;;;;
TPL;0.000639278;0.44152112;;;;
XER;0.000709153;1.132855026;;;;
XER;0.000933379;0.915550072;;;;
WMT;0.001074625;0.72353303;;;;
XER;0.000649941;1.088081867;;;;
WMT;0.000923262;0.547943682;;;;
SAP;0.00109278;0.833406499;;;;
TPL;0.000834231;0.971668015;;;;
UMW;0.001314156;0.606319536;;;;
UMW;0.000810151;0.740969646;;;;
CPL;0.000862627;1.183228928;;;;
CPL;0.000779468;0.788633341;;;;
NPL;0.00106596;0.872192693;;;;
SAP;0.0010327;1.417678699;;;;
WMT;0.001077741;1.006842803;;;;
WMT;0.001027607;0.875619756;;;;
TPL;0.001063337;0.44152112;;;;
UMW;0.000818145;0.811359163;;;;
NAP;0.000867928;0.663157646;;;;
NPL;0.000934262;0;;;;
NPL;0.000662179;1.088081867;;;;
TPL;0.001196726;0.989464802;;;;
XER;0.000839141;1.323269799;;;;
NAP;0.000768547;1.118230173;;;;
NAP;0.000773366;0.877668387;;;;
WMT;0.001189881;0.875619756;;;;
WMT;0.000921113;0.875619756;;;;
WMT;0.000810765;1.265087683;;;;
WMT;0.001132663;0.663157646;;;;
WMT;0.000955456;0.953431757;;;;
XER;0.000746992;0.606319536;;;;
NPL;0.000750525;1.006842803;;;;
NPL;0.001021503;0.833406499;;;;
SAP;0.000854014;0.915550072;;;;
NAP;0.000837174;0.663157646;;;;
TPL;0.000791486;0.606319536;;;;
XER;0.000792155;1.132855026;;;;
XER;0.00125834;0.606319536;;;;
XER;0.000810621;1.188619689;;;;
CPL;0.001088;0.690016276;;;;
NAP;0.001173683;1.132855026;;;;
NAP;0.000913903;0.663157646;;;;
NPL;0.000852713;0.606319536;;;;
NPL;0.000820767;0.811359163;;;;
NAP;0.000835854;1.118230173;;;;
NAP;0.000966716;0.989464802;;;;
SAP;0.001107452;1.173699365;;;;
SAP;0.001111097;1.040418172;;;;
XER;0.000845882;0.895854746;;;;
UMW;0.000849836;1.366725329;;;;
NAP;0.000793222;0.765185945;;;;
SPL;0.000973373;0.915550072;;;;
NAP;0.00089017;1.37720112;;;;
NAP;0.000786098;0.57617123;;;;
CPL;0.001213975;1.040418173;;;;
CPL;0.00093073;1.188619689;;;;
CPL;0.000716211;0.17810564;;;;
CPL;0.001130093;0.765185945;;;;
NAP;0.000781614;1.121178404;;;;
NAP;0.000725815;0.788633341;;;;
TPL;0.000855116;0.788633341;;;;
CPL;0.00071627;0.829049372;;;;
CPL;0.000716388;0.635285246;;;;
CPL;0.000815501;0.715932302;;;;
CPL;0.001541658;0.544739638;;;;
CPL;0.001643009;0.875619756;;;;
WMT;0.000812993;0.511910636;;;;
WMT;0.000849502;0.606319536;;;;
WMT;0.000955465;0.635285246;;;;
NPL;0.000707481;0.36370912;;;;
TPL;0.000949802;0.788633341;;;;
SPL;0.001537586;0.663157646;;;;
SPL;0.000864932;0.875619756;;;;
SAP;0.00114699;1.201926913;;;;
SAP;0.000827916;1.407765383;;;;
SAP;0.000997811;0.934523334;;;;
NPL;0.000674422;1.088081867;;;;
NPL;0.000728224;1.040418172;;;;
NPL;0.000785984;1.072533273;;;;
XER;0.000950132;0.953431757;;;;
WMT;0.001285417;0.544739638;;;;
NPL;0.000817733;0.511910636;;;;
WMT;0.001171347;0.511910636;;;;
WMT;0.000758277;0.544739638;;;;
SAP;0.001413715;1.161263564;;;;
SAP;0.00082024;0.989464802;;;;
CPL;0.001264154;1.252880283;;;;
SPL;0.001254308;0.715932302;;;;
SPL;0.001222452;1.147195883;;;;
CPL;0.00118904;1.240467706;;;;
NPL;0.000674541;1.201926913;;;;
NPL;0.000622456;1.006842803;;;;
XER;0.001256477;0.740969646;;;;
SPL;0.000858174;1.147195883;;;;
XER;0.001217655;0.811359163;;;;
SAP;0.001314838;0.811359163;;;;
SPL;0.001066409;1.103309848;;;;
SPL;0.001234279;0.765185945;;;;
SPL;0.000738312;0.715932302;;;;
SPL;0.000592853;0.064260594;;;;
SPL;0.001111613;1.161263564;;;;
SPL;0.000782859;0.833406499;;;;
SPL;0.001169438;0.635285246;;;;
XER;0.001254445;1.137666319;;;;
WMT;0.000974526;0.715932302;;;;
SPL;0.000863108;1.023821273;;;;
WMT;0.001090437;0.833406499;;;;
WMT;0.001192274;0.544739638;;;;
WMT;0.000911422;0.690016276;;;;
NAP;0.001371853;0.934733772;;;;
WMT;0.000920453;0.551840952;;;;
NPL;0.000688639;1.118230172;;;;
SPL;0.000821736;0.544739638;;;;
SPL;0.000663397;0.44152112;;;;
TPL;0.000980674;1.006842803;;;;
SPL;0.00098216;0.635285247;;;;
SPL;0.000761785;0.403639435;;;;
UMW;0.000985457;1.042057531;;;;
XER;0.001388232;0.544739638;;;;
XER;0.000712539;0.811359163;;;;
UMW;0.001064464;0.544739638;;;;
UMW;0.000888882;0.811359163;;;;
TPL;0.000721471;0.635285246;;;;
TPL;0.000774093;0.276722704;;;;
XER;0.000789093;0.895854746;;;;
CPL;0.000919359;1.147195883;;;;
NPL;0.000771901;0.989464802;;;;
TPL;0.001039475;1.147195883;;;;
TPL;0.001322065;0.700492068;;;;
XER;0.000634922;0.915550072;;;;
XER;0.000785924;0.646560747;;;;
CPL;0.000747838;0.971668015;;;;
UMW;0.001198709;0.715932301;;;;
SPL;0.000683857;0.36370912;;;;
SPL;0.000845642;0.765185945;;;;
XER;0.000739852;0.826861131;;;;
XER;0.001248957;1.311994299;;;;
XER;0.000812739;0.833406499;;;;
SPL;0.000881963;1.088081867;;;;
CPL;0.0015904;1.118230172;;;;
SPL;0.001275842;0.765185945;;;;
SPL;0.001097374;0.403639435;;;;
CPL;0.000770456;1.088081867;;;;
XER;0.000782578;1.027170626;;;;
XER;0.001047241;1.023821273;;;;
UMW;0.001217665;0.477554166;;;;
UMW;0.000813451;0.831231149;;;;
TPL;0.000731903;0.511910637;;;;
UMW;0.001167965;0.846325737;;;;
CPL;0.001125521;1.023821273;;;;
CPL;0.000873746;0.888051328;;;;
SPL;0.000994334;0.788633341;;;;
SPL;0.001002252;1.147195883;;;;
UMW;0.001013502;0.679389749;;;;
TPL;0.000710578;0.12337461;;;;
XER;0.000740295;1.006842802;;;;
XER;0.000768006;0.971668015;;;;
XER;0.000875621;1.132855025;;;;
UMW;0.001168775;0.765185945;;;;
XER;0.001236567;1.072533273;;;;
CPL;0.000862642;1.023821273;;;;
SPL;0.000649015;0;;;;
SPL;0.000937336;0.544739639;;;;
XER;0.000881815;1.188619689;;;;
XER;0.001015447;1.201926913;;;;
XER;0.001276576;0.811359163;;;;
XER;0.001125494;0.895854746;;;;
NPL;0.001015666;0.971668015;;;;
NPL;0.00102192;0.934733772;;;;
CPL;0.000812047;0.663157646;;;;
XER;0.001206434;1.118230173;;;;
XER;0.001048021;1.040418172;;;;
SPL;0.001017987;1.118230173;;;;
SPL;0.000810679;0.690016276;;;;
SPL;0.000689536;0.715932301;;;;
SPL;0.000785024;0.511910636;;;;
CPL;0.001246051;0.934733772;;;;
CPL;0.000965626;1.147195883;;;;
SPL;0.000615133;0.477554166;;;;
UMW;0.000860578;0.22905901;;;;
UMW;0.00099287;0.663157646;;;;
SAP;0.00079228;0.811359163;;;;
SAP;0.000728217;1.072533273;;;;
UMW;0.000678259;0.833406499;;;;
UMW;0.000817756;1.175068283;;;;
WMT;0.00093275;0.854814692;;;;
SPL;0.000862047;1.006842803;;;;
XER;0.000910192;0.477554166;;;;
XER;0.001095295;0.715932301;;;;
XER;0.000744932;1.056650275;;;;
SPL;0.000694914;0.36370912;;;;
SPL;0.00088062;1.103309848;;;;
NPL;0.001193021;1.147195882;;;;
NPL;0.001053507;1.240467706;;;;
NPL;0.000839877;1.334375737;;;;
SPL;0.00110726;0.663157646;;;;
SAP;0.000945562;1.261446603;;;;
SAP;0.000771874;1.006842802;;;;
SAP;0.00083736;1.300543977;;;;
SPL;0.001169187;0.971668015;;;;
SPL;0.00103781;0.854814692;;;;
XER;0.000845381;0.788633341;;;;
XER;0.000629741;0.690016276;;;;
SPL;0.000937685;0.788633341;;;;
SPL;0.00099245;0.895854746;;;;
SPL;0.000712407;0.511910636;;;;
SPL;0.000661764;0.715932302;;;;
CPL;0.000828135;0.971668015;;;;
CPL;0.000816376;0.953431757;;;;
