Ecoregions;Fish_LCBD;SumNat_PFC;Habitat_Heterogeneity;Pred_LCBD_Fish;lower_LCBD_Fish;upperr_LCBD_Fish
TPL;0.001019546;0.769170711;;;;
TPL;0.000961696;1.062152864;;;;
TPL;0.000981887;0.769170711;;;;
TPL;0.00100491;0.744828304;;;;
TPL;0.000965234;1.246927538;;;;
TPL;0.001002642;0.976728052;;;;
TPL;0.00100035;0.76917071;;;;
TPL;0.001020287;1.062152864;;;;
TPL;0.000997784;0.744828303;;;;
TPL;0.000810829;0.27816376;;;;
TPL;0.00105702;0.638593544;;;;
TPL;0.001101755;0.79274021;;;;
TPL;0.001037558;0.976728052;;;;
TPL;0.000962375;1.221325798;;;;
SAP;0.001142978;0.769170711;;;;
TPL;0.001139673;1.029152902;;;;
UMW;0.001021882;0.859266207;;;;
SAP;0.001029541;0.90051998;;;;
UMW;0.001025783;1.093748138;;;;
TPL;0.000990674;1.012086015;;;;
UMW;0.000982098;1.167310935;;;;
TPL;0.000985262;1.194809519;;;;
TPL;0.000983095;1.234237026;;;;
TPL;0.001040177;1.012086015;;;;
SAP;0.000997194;1.283747162;;;;
UMW;0.001015945;1.029152903;;;;
TPL;0.001050797;0.79274021;;;;
TPL;0.001025669;0.609476993;;;;
SAP;0.001020704;0.859266207;;;;
UMW;0.000993553;1.259404755;;;;
TPL;0.001023072;1.246927538;;;;
UMW;0.001013633;1.181187542;;;;
SAP;0.001001899;0.837746529;;;;
SAP;0.001020538;1.208186041;;;;
TPL;0.000974247;1.124053444;;;;
UMW;0.001582561;1.501296268;;;;
TPL;0.001067194;1.104714023;;;;
TPL;0.001080956;1.295625445;;;;
TPL;0.001007021;1.045836231;;;;
TPL;0.001040217;0.92031787;;;;
TPL;0.000996064;1.341324603;;;;
UMW;0.001090658;0.815584379;;;;
TPL;0.001017862;0.79274021;;;;
TPL;0.001040543;1.045836231;;;;
SPL;0.00146869;1.444598733;;;;
TPL;0.001498151;1.384373003;;;;
TPL;0.001033149;0.815584379;;;;
TPL;0.001027443;1.029152902;;;;
SPL;0.001011345;1.295625445;;;;
TPL;0.001025913;0.994617518;;;;
TPL;0.000810529;0.179033139;;;;
SAP;0.001016002;1.221325798;;;;
SAP;0.000998353;0.323170078;;;;
TPL;0.001014238;0.69360959;;;;
SAP;0.001025599;0.976728052;;;;
TPL;0.001016219;0.971276055;;;;
SAP;0.001000922;1.283747162;;;;
TPL;0.000992684;1.045836231;;;;
SAP;0.00101034;0.920317871;;;;
CPL;0.001042567;1.153169995;;;;
CPL;0.001017865;1.194809519;;;;
CPL;0.001026758;1.109055421;;;;
CPL;0.000999235;1.194809519;;;;
CPL;0.001010027;1.278942116;;;;
CPL;0.00100165;1.299152183;;;;
CPL;0.001040247;0.76917071;;;;
CPL;0.001069983;1.078118574;;;;
CPL;0.001014896;1.045836231;;;;
CPL;0.001012239;0.958396827;;;;
CPL;0.001399902;1.295625445;;;;
CPL;0.000999124;0.90051998;;;;
CPL;0.001148294;0.958396827;;;;
CPL;0.001642701;1.454177923;;;;
CPL;0.001018648;0.792740211;;;;
NAP;0.001016597;0.958396827;;;;
NAP;0.000994977;0.769170711;;;;
NAP;0.001040342;0.859266207;;;;
NAP;0.001016772;1.181187542;;;;
NAP;0.001015565;0.939601472;;;;
NAP;0.001024892;0.514576452;;;;
NAP;0.001029397;0.618332488;;;;
NAP;0.001025616;0.880179615;;;;
NAP;0.0010089;1.045836231;;;;
NAP;0.000995777;1.093748138;;;;
NAP;0.001019632;0.939601472;;;;
NAP;0.001003862;0.609476993;;;;
NAP;0.001143036;0.719660575;;;;
NAP;0.00101698;0.815584379;;;;
SAP;0.000994499;1.208186041;;;;
SAP;0.001006834;1.153169995;;;;
SAP;0.001428533;1.415096431;;;;
SAP;0.001040293;1.078118574;;;;
CPL;0.001021269;0.922268928;;;;
SAP;0.001098872;1.234237026;;;;
CPL;0.001091658;1.234237026;;;;
SAP;0.001136823;0.859266207;;;;
SAP;0.001022311;1.194809519;;;;
CPL;0.001085014;1.10905542;;;;
NAP;0.001052167;0.865602321;;;;
NAP;0.001000835;0.913338953;;;;
NAP;0.001020407;0.893801591;;;;
NAP;0.00101285;0.880179615;;;;
NAP;0.001021606;0.547576413;;;;
NAP;0.001005098;0.837746529;;;;
NAP;0.001040966;0.514576451;;;;
NAP;0.001014439;0.890419458;;;;
NAP;0.001079872;0.90051998;;;;
NAP;0.001015065;0.920317871;;;;
NAP;0.001010052;0.729830281;;;;
NAP;0.001032934;0.837746529;;;;
NAP;0.001030248;0.69360959;;;;
NAP;0.001135139;0.90051998;;;;
NAP;0.001043608;0.939601471;;;;
NAP;0.001057183;1.116592307;;;;
NAP;0.001042786;1.062152864;;;;
NAP;0.001051054;0.815584379;;;;
NAP;0.001039398;1.246927538;;;;
NAP;0.001000765;0.94905863;;;;
NAP;0.001022664;0.92031787;;;;
NAP;0.000993213;1.10905542;;;;
NAP;0.00099174;0.890419458;;;;
NAP;0.001036378;0.547576413;;;;
NAP;0.001014847;0.815584379;;;;
NAP;0.00102198;0.976728052;;;;
NAP;0.001048909;0.179033139;;;;
NAP;0.001042444;0.480041067;;;;
NAP;0.001024267;0.976728052;;;;
NAP;0.001132689;1.246927538;;;;
NAP;0.001134528;0.715667758;;;;
NAP;0.001074078;0.958396827;;;;
NAP;0.001135957;0.837746529;;;;
NAP;0.00103397;1.33016083;;;;
NAP;0.001025959;0.514576451;;;;
NAP;0.001034489;1.245668205;;;;
TPL;0.001034155;1.002432083;;;;
UMW;0.001072519;0.920317871;;;;
TPL;0.001037566;0.514576451;;;;
UMW;0.00100114;1.194809519;;;;
TPL;0.001087433;1.045836231;;;;
UMW;0.001045036;1.246927538;;;;
TPL;0.00105668;0.323170078;;;;
UMW;0.00102366;1.109055421;;;;
UMW;0.001031747;0.90051998;;;;
UMW;0.001091872;1.012086015;;;;
TPL;0.001043152;0.547576413;;;;
UMW;0.001095301;0.92031787;;;;
UMW;0.001069673;0.859266207;;;;
UMW;0.000993318;1.234237026;;;;
UMW;0.001037841;0.958396827;;;;
UMW;0.001088969;0.920317871;;;;
UMW;0.001038768;0.920317871;;;;
UMW;0.001146256;0.769170711;;;;
UMW;0.001067337;1.078118574;;;;
UMW;0.001052184;1.109055421;;;;
UMW;0.001123104;1.221325798;;;;
UMW;0.000990444;1.138754457;;;;
UMW;0.000998846;1.012086015;;;;
UMW;0.001085904;1.029152902;;;;
UMW;0.001038216;1.208186041;;;;
UMW;0.001083084;1.341324603;;;;
UMW;0.001015664;1.078118573;;;;
UMW;0.001067583;1.181187542;;;;
UMW;0.001088922;0.845889684;;;;
UMW;0.00102298;1.208186041;;;;
TPL;0.00103122;0.996382981;;;;
UMW;0.001066118;1.012086015;;;;
UMW;0.001134528;0.837746529;;;;
UMW;0.001026877;1.307316662;;;;
UMW;0.00106545;1.109055421;;;;
UMW;0.001007237;1.093748138;;;;
UMW;0.001015045;1.246927538;;;;
UMW;0.001104803;0.976728052;;;;
UMW;0.001090675;1.029152902;;;;
TPL;0.001074291;0.994617518;;;;
TPL;0.001088973;0.769170711;;;;
UMW;0.001082921;0.815584379;;;;
UMW;0.001003431;1.373842658;;;;
TPL;0.001100914;0.179033139;;;;
TPL;0.001032072;0.960250453;;;;
TPL;0.001079267;0.857142094;;;;
UMW;0.001001882;0.90051998;;;;
UMW;0.001068514;1.029152902;;;;
UMW;0.000984882;1.278942116;;;;
UMW;0.001060176;1.234237026;;;;
UMW;0.001032158;1.153169995;;;;
UMW;0.00104735;1.259404755;;;;
UMW;0.001126379;1.208186041;;;;
UMW;0.001149684;0.880179615;;;;
CPL;0.001041488;0.579171687;;;;
SAP;0.001069848;1.167310935;;;;
TPL;0.000993704;0.666611091;;;;
CPL;0.000984187;1.167310935;;;;
CPL;0.001003615;0.859266206;;;;
CPL;0.00102517;0.945919611;;;;
TPL;0.00098989;1.045836231;;;;
SAP;0.001026858;1.029152902;;;;
SAP;0.001020835;0.90051998;;;;
TPL;0.000997229;0.920317871;;;;
SAP;0.001049889;1.246927538;;;;
SAP;0.001052974;1.045836231;;;;
TPL;0.001038181;0.976728052;;;;
SAP;0.001091807;1.384373003;;;;
SAP;0.001077604;1.35232298;;;;
CPL;0.001012575;0.609476993;;;;
TPL;0.00108995;1.221325798;;;;
TPL;0.001044111;0.638593544;;;;
SAP;0.00105553;1.265565594;;;;
CPL;0.001021103;0.994617518;;;;
TPL;0.001006781;0.837746529;;;;
TPL;0.001076411;1.068580409;;;;
TPL;0.000966133;0.976728052;;;;
CPL;0.000983576;0.769170711;;;;
SAP;0.001033074;1.012086015;;;;
TPL;0.000994193;0.846429399;;;;
TPL;0.000997962;1.124053444;;;;
TPL;0.001041665;1.138754457;;;;
SAP;0.001076999;1.058918101;;;;
TPL;0.001073424;1.027463762;;;;
TPL;0.00101029;0.958396827;;;;
SAP;0.001030219;0.859266207;;;;
CPL;0.001092624;1.124053444;;;;
CPL;0.001066752;0.939601472;;;;
CPL;0.001037323;1.221325798;;;;
CPL;0.001063056;1.208186041;;;;
CPL;0.001031881;0.815584379;;;;
CPL;0.001005102;1.124053444;;;;
CPL;0.001037844;0.547576413;;;;
CPL;0.001027449;0.69360959;;;;
CPL;0.001019621;0.958396827;;;;
CPL;0.001051609;1.012086015;;;;
CPL;0.001054903;0.958396827;;;;
CPL;0.001089424;0.666611091;;;;
CPL;0.001129758;1.093748138;;;;
CPL;0.001068021;0.918143998;;;;
CPL;0.00109738;1.078118574;;;;
CPL;0.001057342;0.815584379;;;;
CPL;0.001025852;0.837746529;;;;
CPL;0.001056816;1.090648439;;;;
CPL;0.000996316;0.920317871;;;;
CPL;0.001036232;0.976728052;;;;
CPL;0.001015433;0.27816376;;;;
CPL;0.001034686;0.958396827;;;;
CPL;0.001122259;1.283747162;;;;
CPL;0.00107144;1.208186041;;;;
CPL;0.001000519;1.012086015;;;;
CPL;0.00107386;0.939601472;;;;
CPL;0.0011024;1.093748138;;;;
CPL;0.00109157;1.078118574;;;;
CPL;0.001076061;0.744828303;;;;
NPL;0.001083283;0.976728052;;;;
NPL;0.001027641;1.363160792;;;;
NPL;0.00104356;0.994617518;;;;
NPL;0.001217345;1.415096431;;;;
NPL;0.001030288;0.859266207;;;;
WMT;0.001133212;1.271675727;;;;
NPL;0.00105468;1.103987982;;;;
WMT;0.001116182;0.859266207;;;;
NPL;0.001051966;0.69360959;;;;
NPL;0.001026956;0.547576413;;;;
NPL;0.001080715;0.443820376;;;;
NPL;0.001017529;0.27816376;;;;
NPL;0.001021492;1.045836231;;;;
NPL;0.001089214;1.029152902;;;;
NPL;0.001121124;0.90051998;;;;
NPL;0.000811089;0.230251853;;;;
NPL;0.001060431;0.27816376;;;;
NPL;0.001148301;1.045836231;;;;
NPL;0.001145535;0.40574142;;;;
WMT;0.001128791;0.514576451;;;;
WMT;0.001133888;1.012086015;;;;
WMT;0.001118124;1.029152903;;;;
NPL;0.001101684;0.609476993;;;;
NPL;0.001026019;1.341324603;;;;
NPL;0.001028743;0.769170711;;;;
NPL;0.001023201;0.365603164;;;;
NPL;0.001059909;0.514576452;;;;
NPL;0.001091574;0.514576451;;;;
NPL;0.001046886;1.062152864;;;;
NPL;0.001065181;0.764365665;;;;
NPL;0.001071874;0.638593544;;;;
WMT;0.001056694;1.231672682;;;;
WMT;0.001119993;1.078118574;;;;
WMT;0.00114825;1.053495309;;;;
WMT;0.001128791;1.21730751;;;;
NPL;0.001020259;1.013810469;;;;
NPL;0.00103254;0.958396827;;;;
NPL;0.00109885;1.029152902;;;;
WMT;0.001093352;1.271675727;;;;
NPL;0.001045381;1.098440378;;;;
NPL;0.001020148;1.124053444;;;;
NPL;0.001103446;1.153169995;;;;
WMT;0.001128791;0.90051998;;;;
XER;0.001028815;1.070178638;;;;
WMT;0.001152706;1.373842658;;;;
NPL;0.001129516;0.958396827;;;;
NPL;0.001020148;0.815584379;;;;
NPL;0.001065373;1.363160791;;;;
WMT;0.001152706;1.307316662;;;;
CPL;0.001052496;1.208186041;;;;
NPL;0.001052264;1.194809519;;;;
NPL;0.001010462;1.286138071;;;;
NPL;0.001030712;1.029152902;;;;
NPL;0.001052264;1.012086015;;;;
NPL;0.001075713;0.958396827;;;;
NPL;0.001054167;0.958396827;;;;
NPL;0.001129173;0.893801591;;;;
NPL;0.001070443;0.976728052;;;;
NPL;0.001054167;1.012086015;;;;
NPL;0.001108923;1.217408233;;;;
TPL;0.001096951;0.991073946;;;;
NPL;0.001073442;0.994617518;;;;
TPL;0.00113052;1.167310935;;;;
TPL;0.001110924;0.638593544;;;;
NPL;0.00108975;0.579171687;;;;
TPL;0.001097858;0.815584379;;;;
NPL;0.001048504;0.815584379;;;;
TPL;0.001030551;0.958396827;;;;
NPL;0.001042711;0.629014354;;;;
NPL;0.001063696;0.609476993;;;;
NPL;0.000811052;0.179033139;;;;
TPL;0.001071665;0.880179615;;;;
NPL;0.001092819;0.547576413;;;;
NPL;0.001054302;1.221325798;;;;
NPL;0.001090093;0.920317871;;;;
NPL;0.001041618;0.638593544;;;;
NPL;0.00104702;0.744828303;;;;
TPL;0.001108871;1.295625445;;;;
NPL;0.001054167;1.246927538;;;;
NPL;0.001080956;0.976728052;;;;
NPL;0.000967018;0.90051998;;;;
SPL;0.001073412;0.958396827;;;;
SPL;0.001027468;1.029152902;;;;
NPL;0.001104808;0.638593544;;;;
SPL;0.001015118;0.579171687;;;;
NPL;0.001035638;0.815584379;;;;
SPL;0.001092613;1.045836231;;;;
SPL;0.000999949;0.880179615;;;;
TPL;0.001051548;0.27816376;;;;
SPL;0.001059417;0.855722635;;;;
SPL;0.001047572;0.994617518;;;;
SPL;0.000984169;1.208186041;;;;
SPL;0.001071025;1.271675727;;;;
TPL;0.00105592;0.719660575;;;;
TPL;0.001045835;0.769170711;;;;
TPL;0.001024128;0.69360959;;;;
NPL;0.001047654;0.994617518;;;;
TPL;0.001041212;0.939601471;;;;
TPL;0.00104593;0.579171687;;;;
SPL;0.001074973;1.138754457;;;;
TPL;0.0011023;0.939601471;;;;
NPL;0.00101897;0.939601471;;;;
SPL;0.001052546;0.920317871;;;;
SPL;0.001000697;0.939601472;;;;
SPL;0.001067339;0.958396827;;;;
SPL;0.001015057;0.815584379;;;;
NPL;0.001118707;1.012086015;;;;
SPL;0.001061826;0.579171687;;;;
TPL;0.001085099;0.90051998;;;;
SPL;0.001094353;0.976728052;;;;
NPL;0.00109885;0.859266207;;;;
TPL;0.00098888;0.79274021;;;;
NAP;0.001015441;1.368520937;;;;
NAP;0.001120128;1.138754457;;;;
NAP;0.00106343;0.514576451;;;;
NAP;0.001029274;0.837746529;;;;
NAP;0.001121905;1.278942116;;;;
NAP;0.001118824;1.167310935;;;;
SAP;0.00100667;1.271675727;;;;
NAP;0.001339437;1.33016083;;;;
NAP;0.001026683;1.181187542;;;;
SAP;0.001013695;1.208186041;;;;
WMT;0.001110365;1.167310935;;;;
XER;0.001108923;0.920317871;;;;
SPL;0.001062471;1.012086015;;;;
XER;0.001122404;0.649927762;;;;
WMT;0.001153543;0.79274021;;;;
XER;0.001120723;1.10905542;;;;
SPL;0.00106884;0.666611091;;;;
SPL;0.001093335;1.078118573;;;;
SPL;0.001085574;0.744828304;;;;
SPL;0.001065451;0.954101481;;;;
XER;0.001066551;0.79274021;;;;
SPL;0.001105889;1.125536715;;;;
XER;0.001129815;0.939601471;;;;
SPL;0.001086135;0.958396827;;;;
SPL;0.001006111;1.124053444;;;;
WMT;0.001152804;1.109055421;;;;
WMT;0.001152706;1.045836231;;;;
WMT;0.001152706;0.994617518;;;;
WMT;0.000991;0.958396827;;;;
SPL;0.000970562;0.90051998;;;;
XER;0.001112285;1.17812619;;;;
NAP;0.00101823;1.167310935;;;;
NAP;0.001013262;1.109055421;;;;
NAP;0.001032794;0.365603164;;;;
NAP;0.001016454;0.609476993;;;;
NAP;0.00103165;0.666611091;;;;
NAP;0.000993606;0.90051998;;;;
NAP;0.001027121;0.792740211;;;;
NAP;0.000989141;0.939601471;;;;
NAP;0.001025874;1.012086015;;;;
NAP;0.001020292;1.029152902;;;;
NAP;0.001083809;1.062152864;;;;
NAP;0.001028318;0.958396827;;;;
NAP;0.001044898;0.480041066;;;;
NAP;0.001077652;0.769170711;;;;
NAP;0.001038615;0.666611091;;;;
NAP;0.001068989;0.939601472;;;;
NAP;0.001026092;0.666611091;;;;
NAP;0.001048693;1.027463762;;;;
SAP;0.000983809;1.074952783;;;;
SAP;0.001011138;0.976728052;;;;
TPL;0.000987062;1.076537366;;;;
TPL;0.000999561;0.943398804;;;;
SPL;0.001019227;1.078118574;;;;
CPL;0.001014001;0.609476993;;;;
SAP;0.001005656;1.062152864;;;;
SPL;0.001054934;0.994617518;;;;
SPL;0.000996113;0.443820376;;;;
SPL;0.000971136;0.76917071;;;;
TPL;0.001087455;1.062152864;;;;
SPL;0.00100523;1.153169995;;;;
TPL;0.000977292;1.062152864;;;;
SPL;0.001002375;1.124053444;;;;
SPL;0.001027003;0.880179615;;;;
SAP;0.001028059;0.729830281;;;;
CPL;0.000980705;0.443820376;;;;
SPL;0.000994758;0.713729437;;;;
TPL;0.000987931;0.597502912;;;;
SPL;0.00106221;0.69360959;;;;
SPL;0.000991534;1.029152902;;;;
CPL;0.001013582;0.815584379;;;;
SAP;0.001015408;1.138754457;;;;
SPL;0.001032148;0.365603164;;;;
SAP;0.001084874;1.029152902;;;;
SAP;0.001096469;0.547576413;;;;
SAP;0.00100781;1.194809519;;;;
SPL;0.001077439;1.208186041;;;;
SPL;0.001016443;0.90051998;;;;
WMT;0.001112194;0.792740211;;;;
WMT;0.001125226;1.354503237;;;;
WMT;0.001102125;0.837746529;;;;
WMT;0.001135633;1.029152902;;;;
XER;0.001084103;0.837746529;;;;
WMT;0.001128877;0.514576451;;;;
WMT;0.001139478;0.859266207;;;;
WMT;0.001105853;1.093748138;;;;
WMT;0.001126189;1.029152902;;;;
WMT;0.001104075;1.109055421;;;;
WMT;0.001086922;0.939601472;;;;
WMT;0.001142555;0.579171687;;;;
WMT;0.001125226;0.719660575;;;;
WMT;0.001116182;1.167310935;;;;
WMT;0.001127255;1.373842658;;;;
WMT;0.001078208;0.90051998;;;;
WMT;0.001151182;0.893801591;;;;
WMT;0.001107167;0.939601472;;;;
WMT;0.001143807;0.859266207;;;;
WMT;0.001141846;0.924214871;;;;
WMT;0.001145915;1.221325798;;;;
XER;0.001147463;1.132908939;;;;
WMT;0.001148189;1.045836231;;;;
WMT;0.001122986;0.939601471;;;;
WMT;0.001125298;0.744828304;;;;
XER;0.001103015;0.920317871;;;;
XER;0.001129854;0.875006236;;;;
WMT;0.001112285;1.109055421;;;;
WMT;0.001128791;1.012086015;;;;
WMT;0.001128791;1.246927538;;;;
WMT;0.001110497;1.069291158;;;;
WMT;0.001135963;1.246927538;;;;
SAP;0.000999331;1.242721426;;;;
CPL;0.001037195;0.230251852;;;;
NAP;0.000983268;0.638593544;;;;
NAP;0.001012124;0.880179615;;;;
SAP;0.001024527;0.815584379;;;;
NAP;0.001019411;0.716453758;;;;
SAP;0.001013056;1.295625445;;;;
SAP;0.001035863;0.976728052;;;;
NAP;0.001017007;0.638593544;;;;
NAP;0.001010417;0.514576452;;;;
SAP;0.00102996;0.76917071;;;;
NAP;0.001035031;0.666611091;;;;
NAP;0.001077829;1.124053444;;;;
SAP;0.001629308;1.48219547;;;;
SAP;0.001001665;0.744828303;;;;
NAP;0.001007925;0.792740211;;;;
SAP;0.001058396;0.69360959;;;;
NAP;0.001058957;0.769170711;;;;
SAP;0.001024854;0.920317871;;;;
CPL;0.001046185;1.271675727;;;;
NAP;0.001120128;0.792740211;;;;
NAP;0.001082495;0.880179615;;;;
NAP;0.001044053;0.976728052;;;;
NAP;0.001034621;0.945290211;;;;
NAP;0.001020498;1.35232298;;;;
NAP;0.001207739;1.029152903;;;;
NAP;0.00101515;0.880179615;;;;
NAP;0.001024546;1.246927538;;;;
NAP;0.000997842;1.158858734;;;;
NAP;0.001053966;1.124053444;;;;
NAP;0.000999136;0.40574142;;;;
NAP;0.001029197;1.027463762;;;;
NAP;0.001033588;1.259404755;;;;
NAP;0.001120855;1.307316662;;;;
NAP;0.001055892;1.207080491;;;;
SAP;0.001067365;1.078118574;;;;
SAP;0.001094426;1.124053444;;;;
CPL;0.001049578;1.131440339;;;;
CPL;0.00106635;1.189390685;;;;
CPL;0.001048908;1.045836231;;;;
SAP;0.001108306;1.153169995;;;;
CPL;0.001066624;1.062152864;;;;
CPL;0.001085626;1.22392607;;;;
SAP;0.001365837;1.384373003;;;;
SAP;0.001041211;1.030838208;;;;
CPL;0.001064457;0.880179615;;;;
CPL;0.001054401;1.307316662;;;;
CPL;0.00106356;0.719660575;;;;
SAP;0.001068735;1.092199906;;;;
CPL;0.001072388;1.194809519;;;;
SAP;0.001059554;1.078118573;;;;
CPL;0.00113092;0.839926786;;;;
SAP;0.00109112;0.94905863;;;;
SAP;0.001110601;0.994617518;;;;
SAP;0.001018939;0.982140301;;;;
NPL;0.001043021;0.90051998;;;;
NPL;0.001078186;0.666611091;;;;
SPL;0.000980805;1.208186041;;;;
NPL;0.000988489;0.859266207;;;;
NPL;0.001129173;1.307316662;;;;
TPL;0.001018618;1.221325798;;;;
NPL;0.001077611;0.976728052;;;;
NPL;0.001101912;0.609476993;;;;
NPL;0.001098923;0.064595236;;;;
TPL;0.001022803;0.579171687;;;;
NPL;0.00110352;1.012086015;;;;
TPL;0.001045892;1.181187542;;;;
NPL;0.001016779;0.443820376;;;;
NPL;0.001051728;1.062152864;;;;
TPL;0.001055578;0.859266206;;;;
NPL;0.001033274;0.719660575;;;;
NPL;0.001129173;0.76917071;;;;
NPL;0.001101418;0.994617518;;;;
TPL;0.001032222;0.514576452;;;;
NPL;0.001092819;0.579171687;;;;
TPL;0.001091645;0.27816376;;;;
NPL;0.00110258;0.609476993;;;;
NPL;0.001076407;0.92031787;;;;
NPL;0.000810902;0;;;;
TPL;0.001042929;0.124017093;;;;
NPL;0.001087617;0.92031787;;;;
NPL;0.000811151;0.179033139;;;;
NPL;0.001062891;0.880179615;;;;
NPL;0.001065007;0.27816376;;;;
NPL;0.001092629;0.792740211;;;;
NPL;0.001089599;0.744828304;;;;
NPL;0.001084373;1.167310935;;;;
NPL;0.001129173;0.666611091;;;;
TPL;0.001099352;0.90051998;;;;
NPL;0.001007771;0.880179615;;;;
NPL;0.001080956;1.045836231;;;;
WMT;0.001033237;1.093748138;;;;
SAP;0.001033199;0.969449789;;;;
SAP;0.001019888;0.857142094;;;;
CPL;0.001069907;0.880179615;;;;
SAP;0.00129764;1.35232298;;;;
SAP;0.001299541;1.307316661;;;;
SAP;0.001026278;1.078118574;;;;
SAP;0.001068731;1.341324603;;;;
SAP;0.000990376;1.268015685;;;;
SAP;0.000986684;0.976728052;;;;
SAP;0.001020061;1.363160791;;;;
SAP;0.001002087;0.945919611;;;;
SAP;0.00103119;1.078118574;;;;
SAP;0.001053181;1.167310935;;;;
CPL;0.001059354;0.443820376;;;;
SAP;0.001067194;0.939601472;;;;
SAP;0.001051617;0.92031787;;;;
CPL;0.001026767;1.062152864;;;;
SAP;0.001046674;1.221325798;;;;
SAP;0.001040554;1.167310935;;;;
CPL;0.001031863;0.90051998;;;;
CPL;0.000771038;0.609476993;;;;
SAP;0.001068128;0.609476993;;;;
SAP;0.001114057;1.029152902;;;;
SAP;0.001094418;1.138754457;;;;
SAP;0.001061388;1.029152902;;;;
CPL;0.001094774;1.167310935;;;;
SAP;0.001080407;0.547576413;;;;
CPL;0.001093153;0.90051998;;;;
SPL;0.001026208;1.153169995;;;;
CPL;0.00108221;0.92031787;;;;
CPL;0.001037659;0.994617518;;;;
SPL;0.001040392;1.318826611;;;;
SPL;0.001036855;1.012086015;;;;
SPL;0.001044496;0.994617518;;;;
SPL;0.001009582;1.124053444;;;;
XER;0.001153442;0.719660575;;;;
SPL;0.000989511;0.815584379;;;;
CPL;0.001006255;1.078118574;;;;
CPL;0.0009985;0.920317871;;;;
SPL;0.001054572;1.33016083;;;;
CPL;0.001078795;1.167310935;;;;
SPL;0.001040315;0.859266207;;;;
SPL;0.001114733;1.062152864;;;;
SPL;0.001153933;0.179033139;;;;
SPL;0.001042824;0.837746529;;;;
SPL;0.001138414;0.92031787;;;;
CPL;0.001046903;0.90051998;;;;
XER;0.001042741;0.976728052;;;;
CPL;0.00100807;0.443820376;;;;
SPL;0.000976586;1.012086015;;;;
SPL;0.001110308;1.012086015;;;;
SPL;0.000985453;0.837746529;;;;
SPL;0.001090234;0.79274021;;;;
SPL;0.001034011;1.138754457;;;;
SPL;0.001034469;1.153169995;;;;
CPL;0.001045295;1.167310935;;;;
SPL;0.001017833;1.194809519;;;;
SPL;0.001117164;1.181187542;;;;
CPL;0.001033824;1.012086015;;;;
SPL;0.000986562;1.078118574;;;;
CPL;0.001155047;0.579171687;;;;
SPL;0.001107299;0.939601472;;;;
SPL;0.001017135;0.815584379;;;;
CPL;0.001135002;0.994617518;;;;
WMT;0.001117345;1.221325798;;;;
XER;0.001130955;1.246927538;;;;
XER;0.001130489;1.259404755;;;;
XER;0.001145996;1.26310739;;;;
XER;0.001144904;1.234237026;;;;
XER;0.00112376;0.769170711;;;;
XER;0.001139442;0.480041067;;;;
XER;0.001134539;1.093748138;;;;
WMT;0.00163124;1.463635081;;;;
XER;0.001115478;1.319777767;;;;
XER;0.00112048;1.10905542;;;;
WMT;0.001120799;1.415096431;;;;
XER;0.00112048;0.547576413;;;;
XER;0.001127818;1.138754457;;;;
XER;0.00112048;1.124053444;;;;
WMT;0.001145684;1.404995909;;;;
SAP;0.001099054;1.246927538;;;;
CPL;0.001109981;1.093748138;;;;
SAP;0.001070762;1.234237026;;;;
CPL;0.001091871;1.10905542;;;;
SAP;0.00109495;0.40574142;;;;
SAP;0.001045053;0.976728052;;;;
SAP;0.001335742;1.415096431;;;;
SAP;0.001053184;1.318826611;;;;
CPL;0.001108818;1.093748138;;;;
SAP;0.001095986;1.093748138;;;;
SAP;0.001045417;1.208186041;;;;
SAP;0.001106078;1.33016083;;;;
SAP;0.001083496;1.181187542;;;;
SAP;0.001122766;0.920317871;;;;
SAP;0.001089485;1.363160791;;;;
CPL;0.001118477;1.181187542;;;;
SAP;0.001083622;1.208186041;;;;
NAP;0.001030937;0.744828304;;;;
NAP;0.001037638;0.815584379;;;;
NAP;0.001030001;1.093748138;;;;
NAP;0.000984946;1.153169995;;;;
NAP;0.001009549;1.341324603;;;;
NAP;0.000995386;1.029152902;;;;
NAP;0.001069246;0.994617518;;;;
NAP;0.001134528;0.976728052;;;;
WMT;0.001125865;0.666611091;;;;
WMT;0.001147447;0.638593544;;;;
WMT;0.001104354;1.012086015;;;;
WMT;0.001126677;0.76917071;;;;
WMT;0.001123907;0.958396827;;;;
WMT;0.000771136;0.609476993;;;;
WMT;0.001128722;0.90051998;;;;
WMT;0.001139578;0.958396827;;;;
WMT;0.001110497;0.815584379;;;;
WMT;0.001141555;1.138754457;;;;
XER;0.001143761;0.920317871;;;;
XER;0.001122958;0.976728052;;;;
XER;0.001117578;0.609476993;;;;
WMT;0.001125149;0.945020305;;;;
UMW;0.000991361;1.062152864;;;;
UMW;0.001024034;0.880179615;;;;
UMW;0.001072272;1.167310935;;;;
UMW;0.001001657;1.029152902;;;;
UMW;0.001054021;0.744828303;;;;
UMW;0.000986978;0.719660575;;;;
UMW;0.001015151;1.078118574;;;;
UMW;0.00107424;0.920317871;;;;
UMW;0.00106232;0.744828303;;;;
TPL;0.000991062;1.153169995;;;;
UMW;0.001018516;0.792740211;;;;
UMW;0.000979084;1.012086015;;;;
UMW;0.000974237;0.939601472;;;;
UMW;0.00102409;1.138754457;;;;
UMW;0.000998016;0.976728052;;;;
