Ecoregions;Insect_Replacement;SumNat_PFC;Habitat_Heterogeneity;Pred_Replacement_Insect;lower_Replacement_Insect;upperr_Replacement_Insect
NPL;0.000907483;1.277096581;;;;
XER;0.000589966;1.188619689;;;;
XER;0.00134302;1.147195883;;;;
NAP;0.000696317;1.240467706;;;;
SAP;0.001110439;1.311994298;;;;
XER;0.001301563;1.39179198;;;;
SPL;0.001121701;1.214998598;;;;
SPL;0.001248999;1.132855025;;;;
UMW;0.0007894;0.915550072;;;;
WMT;0.000764052;1.227842938;;;;
TPL;0.000986016;0.852701584;;;;
WMT;0.001165109;1.043693259;;;;
NPL;0.00125402;0.915550072;;;;
NAP;0.001103108;1.056650275;;;;
NPL;0.001448571;1.147195883;;;;
SAP;0.000834749;0.971668015;;;;
NAP;0.000891434;0.934733772;;;;
NAP;0.000966935;0.740969646;;;;
WMT;0.00126801;1.137666319;;;;
WMT;0.001323419;1.040418172;;;;
WMT;0.001117595;1.161263564;;;;
NAP;0.00105609;1.040418172;;;;
TPL;0.001388321;0.788633341;;;;
UMW;0.001208238;0.978392167;;;;
NPL;0.000805277;0.833406499;;;;
XER;0.001327229;1.334375737;;;;
NPL;0.000608095;0.854814692;;;;
SAP;0.000932698;0.875619756;;;;
SAP;0.001066642;1.175068282;;;;
NPL;0.000972628;0.403639436;;;;
NPL;0.000981788;1.006842803;;;;
NAP;0.001063305;1.201926913;;;;
WMT;0.001178346;0.8334065;;;;
WMT;0.001673259;0.635285246;;;;
UMW;0.000855753;1.175068283;;;;
SPL;0.000548863;0.44152112;;;;
WMT;0.000937362;0.835575461;;;;
SAP;0.000812612;1.265087683;;;;
NPL;0.001201749;1.072533273;;;;
NPL;0.001646067;0.915550072;;;;
UMW;0.001597126;1.147195883;;;;
SPL;0.000147768;0.854814692;;;;
SPL;0.000769138;1.056650275;;;;
CPL;0.000869149;0.934733772;;;;
NAP;0.00141045;1.023821273;;;;
CPL;0.0009045;1.300543977;;;;
TPL;0.001141245;1.227842938;;;;
WMT;0.001180731;0.606319536;;;;
WMT;0.001410448;0.44152112;;;;
SAP;0.000815961;1.118230172;;;;
WMT;0.000988332;1.006842803;;;;
SAP;0.000871311;0.690016276;;;;
NAP;0.001226439;1.023821273;;;;
SAP;0.000401225;0.606319536;;;;
SAP;0.000768812;0.915550072;;;;
TPL;0.000843726;0.831231149;;;;
TPL;0.000907853;1.056650275;;;;
UMW;0.001042169;1.161263564;;;;
NPL;0.000934032;1.098268662;;;;
UMW;0.001007088;1.072533273;;;;
NAP;0.001170372;1.056650275;;;;
NAP;0.001312069;0.690016276;;;;
XER;0.001056755;1.023821273;;;;
SAP;0.001138524;1.118230172;;;;
SAP;0.001004092;1.397717188;;;;
SPL;0.001453434;0.765185945;;;;
TPL;0.001232648;0.8334065;;;;
TPL;0.001072954;0.811359163;;;;
CPL;0.000970636;1.300543977;;;;
WMT;0.001473394;1.37720112;;;;
CPL;0.001089505;1.277096581;;;;
SAP;0.000831684;1.265087684;;;;
TPL;0.000607706;0.740969646;;;;
NAP;0.000619813;0.788633341;;;;
WMT;0.000243658;0.915550072;;;;
TPL;0.000763935;0.690016276;;;;
SPL;0.00102891;0.953431757;;;;
CPL;0.000894408;0.854814692;;;;
UMW;0.001018401;1.175068283;;;;
NAP;0.000453164;1.006842803;;;;
SAP;0.000794585;1.132855025;;;;
SAP;0.001470629;1.277096581;;;;
SAP;0.000141628;0.895854746;;;;
SAP;0.001016625;0.781676954;;;;
SAP;0.000708685;1.040418172;;;;
NPL;0.000950136;1.056650275;;;;
NAP;0.000892069;1.040418172;;;;
NAP;0.001390079;0.875619757;;;;
NAP;0.001143758;0.833406499;;;;
SPL;0.001237902;0.715932301;;;;
NPL;0.001276416;0.934733772;;;;
XER;0.001044169;1.300543977;;;;
WMT;0.000773836;1.040418172;;;;
NAP;0.000923056;1.201926913;;;;
NAP;0.000770975;0.854814692;;;;
WMT;0.001310511;1.006842803;;;;
WMT;0.00175404;1.456052573;;;;
UMW;0.001683018;0.980620015;;;;
NAP;0.000774506;1.173699365;;;;
NPL;0.001455067;0.989464802;;;;
NPL;0.00092801;1.023821273;;;;
SPL;0.001279113;1.201926913;;;;
SPL;0.000977819;1.353239045;;;;
SAP;0.000957126;1.006842803;;;;
NAP;0.000930664;0.833406499;;;;
NAP;0.000875048;1.214998598;;;;
XER;0.001016213;1.023821273;;;;
UMW;0.001441711;0.895854747;;;;
NAP;0.001082248;0.989464802;;;;
SAP;0.00052412;1.132855025;;;;
NPL;0.00094983;0.765185945;;;;
NAP;0.000941342;1.252880283;;;;
NAP;0.001245797;1.103309848;;;;
NAP;0.00046616;1.017076651;;;;
NAP;0.000761526;0.57617123;;;;
NAP;0.001011605;0.690016276;;;;
NAP;0.001042306;0.895854746;;;;
WMT;0.000857484;0.989464802;;;;
NAP;0.000877566;0.811359163;;;;
NAP;0.001299709;0.663157646;;;;
XER;0.001577689;0.875619756;;;;
XER;0.001244661;1.006842802;;;;
NAP;0.000978123;1.056650275;;;;
NPL;0.001163011;1.023821273;;;;
NPL;0.001229782;0.895854746;;;;
WMT;0.000987109;0.989464802;;;;
SPL;0.000756655;1.025497848;;;;
SPL;0.000731853;0.971668015;;;;
NAP;0.00105263;1.006842803;;;;
CPL;0.001148245;1.147195883;;;;
SAP;0.000828028;1.056650275;;;;
SAP;0.000714633;1.040418172;;;;
WMT;0.001014896;0.895854746;;;;
WMT;0.001352178;0.740969646;;;;
CPL;0.000638616;0.895854746;;;;
CPL;0.000811129;0.915550072;;;;
SPL;0.001132532;0.989464802;;;;
SPL;0.001068345;0.934733772;;;;
TPL;0.001040134;0.477554166;;;;
CPL;0.000985703;0.811359163;;;;
NAP;0.000899951;1.118230172;;;;
NPL;0.00051522;1.040418172;;;;
CPL;0.001005512;0.985939588;;;;
NAP;0.000560226;1.023821273;;;;
NAP;0.001437098;1.188619689;;;;
SPL;0.001114738;0.989464802;;;;
WMT;0.001403557;0.71196017;;;;
WMT;0.00099685;0.8334065;;;;
SPL;0.000597088;0.875619756;;;;
SAP;0.001504899;1.056650275;;;;
SAP;0.000699709;0.690016276;;;;
WMT;0.001245652;1.006842803;;;;
WMT;0.001528874;1.103309848;;;;
TPL;0.000793429;0.938511432;;;;
UMW;6.14E-05;0.715932302;;;;
NAP;0.000263775;1.088081867;;;;
XER;0.00109508;1.175068282;;;;
NAP;0.000134759;1.056650275;;;;
XER;0.00083531;0.57617123;;;;
XER;0.001385054;0.790937651;;;;
NPL;0.001435017;0.833406499;;;;
NPL;0.001165335;0.511910636;;;;
UMW;0.001120895;0.971668015;;;;
SAP;0.000582643;1.188619689;;;;
SAP;0.000973681;1.056650275;;;;
NAP;0.001045981;0.724372747;;;;
XER;0.000470525;1.103309848;;;;
NAP;0.001250201;0.8334065;;;;
SPL;0.001526395;0.989464802;;;;
SPL;0.00080551;1.118230172;;;;
TPL;0.001663375;0.989464802;;;;
SPL;0.001649257;1.088081867;;;;
SAP;0.000538862;0.953431757;;;;
SAP;0.00082907;1.175068282;;;;
XER;0.001029269;0.875619756;;;;
TPL;0.001217348;0.854814692;;;;
TPL;0.000991617;0.544739638;;;;
UMW;0.001011265;0.953431757;;;;
UMW;0.001073188;1.201926913;;;;
CPL;0.00060335;0.854814692;;;;
CPL;0.000749443;0.740969646;;;;
WMT;0.001521209;0.740969646;;;;
CPL;0.000820247;0.715932301;;;;
WMT;0.00100587;0.919426884;;;;
CPL;0.001125436;1.084998226;;;;
UMW;0.001352529;0.989464802;;;;
UMW;0.000834035;1.175068283;;;;
TPL;0.001258367;1.040418172;;;;
CPL;0.001286845;1.311994299;;;;
CPL;0.000896396;0.765185945;;;;
WMT;0.001239289;0.989464802;;;;
WMT;0.001152099;1.023821273;;;;
TPL;0.000856992;0.811359162;;;;
CPL;0.001339846;0.635285246;;;;
SAP;0.000864225;1.346402413;;;;
UMW;0.001493849;1.088081867;;;;
UMW;0.000711796;0.895854746;;;;
TPL;0.000816088;0.690016276;;;;
TPL;0.000917115;0.985939588;;;;
NAP;0.000445397;1.110807689;;;;
NAP;0.00187532;0.560622636;;;;
CPL;0.000292769;0.989464802;;;;
SPL;0.001074963;1.175068282;;;;
SPL;0.00123706;1.323269799;;;;
NAP;0.000180842;1.119547802;;;;
NAP;0.001421238;1.118230172;;;;
NAP;0.001491863;0.740969646;;;;
WMT;0.001560252;1.288913328;;;;
WMT;0.001177145;1.161263564;;;;
NAP;0.000770752;0.44152112;;;;
NAP;0.001521218;0.635285246;;;;
NPL;0.000909116;0.971668015;;;;
NAP;0.001088483;0.934733772;;;;
XER;0.001165693;0.740969646;;;;
XER;0.001245291;0.715932302;;;;
XER;0.000725933;0.17810564;;;;
CPL;0.000997525;1.334375737;;;;
UMW;0.000975689;0.971668015;;;;
SAP;0.001335224;1.040418172;;;;
XER;0.0013807;1.056650275;;;;
WMT;0.000906757;1.006842803;;;;
SAP;0.000906572;1.161263564;;;;
SAP;0.000393016;0.971668015;;;;
XER;0.001538177;0.811359163;;;;
NAP;0.001295424;1.147195883;;;;
NAP;0.001540849;0.875619756;;;;
XER;0.001038006;1.118230172;;;;
TPL;0.000844511;0.915550072;;;;
TPL;0.001030581;1.040418172;;;;
XER;0.001173204;1.023821273;;;;
XER;0.001301772;1.298232454;;;;
SAP;0.000921409;1.132855025;;;;
WMT;0.001559223;0.971668015;;;;
SPL;0.001412258;1.252880283;;;;
XER;0.000910335;1.214998598;;;;
SAP;0.000827999;1.040418172;;;;
SAP;0.00123615;1.240467706;;;;
UMW;0.001369517;0.989464802;;;;
TPL;0.001183074;0.811359163;;;;
TPL;3.94E-05;0.934733772;;;;
UMW;0.000974766;0.915550072;;;;
CPL;0.000932464;1.118230173;;;;
TPL;0.000997479;0.57617123;;;;
XER;0.000923566;1.397717188;;;;
SAP;0.000570289;1.056650275;;;;
SAP;0.000367878;1.211101328;;;;
SAP;0.001373947;1.240467706;;;;
XER;0.001146788;1.118230173;;;;
UMW;0.000925792;0.765185945;;;;
SAP;0.000639262;1.072533273;;;;
NPL;0.001049073;0.635285246;;;;
UMW;0.001669998;1.127039791;;;;
XER;0.000957396;1.039049255;;;;
NPL;0.001327891;0.740969646;;;;
NPL;0.000866455;0.989464802;;;;
CPL;0.000490823;0.811359163;;;;
NPL;0.000699561;0.971668015;;;;
WMT;0.001022879;1.147195883;;;;
WMT;0.001434133;1.118230172;;;;
UMW;0.001603129;1.224652735;;;;
UMW;0.001143783;1.101801102;;;;
TPL;0.000685699;0.934733772;;;;
WMT;0.001198847;0.854814692;;;;
UMW;0.00152743;0.715932301;;;;
NPL;0.000442933;0.17810564;;;;
SAP;0.001172526;1.063044522;;;;
SAP;0.001424906;1.345317136;;;;
CPL;0.001040994;1.188619689;;;;
CPL;0.001570544;1.227842938;;;;
XER;0.00142249;1.37720112;;;;
UMW;0.000801384;1.056650275;;;;
SPL;0.001306191;0.953431757;;;;
XER;0.001181416;0.875619756;;;;
SAP;0.000919059;0.971668015;;;;
SAP;0.001338281;0.973666747;;;;
NAP;0.000528782;1.116751632;;;;
TPL;0.000737636;0.740969646;;;;
TPL;0.000972769;0.715932302;;;;
XER;0.000892631;0.895854746;;;;
XER;0.001262858;0.811359163;;;;
NPL;0.000765839;0.915550072;;;;
WMT;0.001106536;1.088081866;;;;
TPL;0.00134038;1.188619689;;;;
UMW;0.001699039;0.663157646;;;;
TPL;0.000986516;0.971668015;;;;
WMT;0.001005609;1.040418172;;;;
WMT;0.000198926;1.023821273;;;;
WMT;0.000917425;1.427460708;;;;
TPL;0.001506791;0.321495863;;;;
TPL;0.000864426;0.765185945;;;;
SAP;0.00073971;1.214998598;;;;
XER;0.001406552;1.381522554;;;;
SAP;0.000891143;0.875619756;;;;
XER;0.001419547;1.345317136;;;;
XER;0.001163786;0.705674762;;;;
SAP;0.000927692;1.023821273;;;;
SAP;0.000589202;0.477554166;;;;
SAP;0.000898798;1.323269799;;;;
SAP;0.001251775;1.356098801;;;;
WMT;0.001438637;1.165538719;;;;
XER;0.001318457;1.040418172;;;;
NAP;0.000713906;1.116751632;;;;
SPL;0.000795018;1.323269799;;;;
SPL;0.00144624;1.040418172;;;;
SAP;0.001146495;1.056650275;;;;
NPL;0.000958266;1.023821273;;;;
NPL;0.001525341;1.023821273;;;;
CPL;0.001075491;0.989464802;;;;
SPL;0.000179555;0.833406499;;;;
SAP;0.001168788;0.788633341;;;;
WMT;0.000168596;1.040418172;;;;
SAP;0.000631359;0.875619756;;;;
SPL;6.87E-05;1.147195882;;;;
TPL;0.001144874;0.36370912;;;;
TPL;0.000321318;0.953431757;;;;
TPL;0.000879179;0.991221119;;;;
SAP;0.00042393;0.57617123;;;;
SAP;0.000614981;0.971668015;;;;
UMW;0.001337687;1.056650275;;;;
CPL;1.35E-05;1.023821273;;;;
CPL;0.000254285;0.971668015;;;;
NAP;0.000811411;0.712742098;;;;
NAP;0.001089015;0.715932302;;;;
NPL;0.000596575;1.118230172;;;;
UMW;0.000580903;1.161263564;;;;
XER;0.001335669;1.175068282;;;;
CPL;0.001408334;1.006842803;;;;
UMW;0.000905792;1.101801102;;;;
TPL;0.000994944;0.842044387;;;;
XER;0.000979675;0.895854747;;;;
CPL;0.000791147;0.36370912;;;;
NAP;0.000944334;0.692649188;;;;
UMW;0.000816935;1.056650275;;;;
NPL;0.000853139;0.854814692;;;;
SAP;0.001194271;1.311994298;;;;
CPL;0.001091156;0.811359163;;;;
NPL;0.001147207;0.22905901;;;;
NPL;0.000919899;1.188619689;;;;
XER;0.000565051;1.161263564;;;;
TPL;0.000728488;0.635285246;;;;
TPL;0.001423481;1.056650275;;;;
XER;0.001442034;1.277096581;;;;
TPL;0.001360941;0.788633341;;;;
NAP;0.000691285;0.944141937;;;;
UMW;0.000947781;1.006842803;;;;
UMW;0.001501088;1.006842803;;;;
WMT;0.001447028;1.387530393;;;;
WMT;0.000904786;0.854814692;;;;
UMW;0.000960722;1.103309848;;;;
CPL;0.000894585;1.103309848;;;;
CPL;0.001050696;0.953431757;;;;
NAP;0.001565574;1.033824102;;;;
NAP;0.00033187;0.885806551;;;;
XER;0.001048344;1.103309848;;;;
NPL;0.001589285;1.023821273;;;;
NPL;0.001062906;0.811359163;;;;
NPL;0.001764327;1.132855025;;;;
CPL;0.00168409;0.833406499;;;;
CPL;0.001118545;1.040418172;;;;
SPL;0.000788543;0.875619756;;;;
NAP;0.001254352;1.056650275;;;;
XER;0.000975398;1.103309848;;;;
NPL;0.001289422;0.833406499;;;;
SAP;0.00092392;1.023821273;;;;
SAP;0.001424813;0.765185945;;;;
NAP;0.000993495;1.023821273;;;;
WMT;0.001172708;0.811359163;;;;
WMT;0.001339641;0.875619756;;;;
SPL;0.001049328;1.288913328;;;;
NPL;0.001237589;1.161263564;;;;
NPL;0.001154955;1.023821273;;;;
NPL;0.001817441;0.740969646;;;;
UMW;0.000951578;0.715932301;;;;
CPL;0.000941215;1.040418172;;;;
NPL;0.000774379;1.040418172;;;;
NPL;0.000726465;0.606319536;;;;
TPL;0.001531243;0.854814692;;;;
TPL;0.001070274;0.811359163;;;;
SPL;0.001130843;1.118230173;;;;
CPL;0.000920981;1.277096581;;;;
SAP;0.000979927;0.915550072;;;;
NPL;0.000847657;0.971668015;;;;
NPL;0.000960491;1.008558322;;;;
SPL;0.000823237;1.167211496;;;;
NAP;0.001082632;0.690016277;;;;
WMT;0.000873647;0.953431757;;;;
UMW;0.0006707;0.44152112;;;;
UMW;0.001053187;0.915550072;;;;
XER;0.001125505;0.895854746;;;;
CPL;0.000669832;1.040418172;;;;
WMT;0.001125746;1.147195883;;;;
CPL;0.000615518;1.088081867;;;;
UMW;0.001110798;1.023821273;;;;
CPL;0.001077751;0.765185945;;;;
TPL;0.00094103;0.811359163;;;;
CPL;0.0003544;1.088081867;;;;
CPL;0.000530218;1.103309848;;;;
WMT;0.001031559;1.124114913;;;;
WMT;0.001021741;0.989464802;;;;
CPL;0.001074185;0.934733772;;;;
CPL;0.001053833;0.953431757;;;;
SPL;0.000482872;0.511910636;;;;
SPL;0.001094583;1.132855025;;;;
NPL;0.001697388;1.277096581;;;;
NPL;0.000949482;1.427460708;;;;
TPL;0.000612596;1.056650275;;;;
WMT;0.001059227;0.740969646;;;;
WMT;0.001327242;1.023821273;;;;
WMT;0.001322355;0.960780384;;;;
XER;0.00140644;0.765185945;;;;
UMW;0.001376502;1.072533273;;;;
UMW;0.001380614;1.124359095;;;;
UMW;0.001488713;1.118230172;;;;
UMW;0.001130814;1.005123289;;;;
SAP;0.00073008;1.175068282;;;;
SAP;0.001126264;0.953431757;;;;
SAP;0.001409166;0.606319536;;;;
NAP;0.001523766;1.147195882;;;;
CPL;0.001017932;1.056650275;;;;
CPL;0.001345883;0.544739638;;;;
SAP;0.000631613;1.069383882;;;;
SAP;0.001381258;0.726049322;;;;
UMW;0.001152883;1.214998598;;;;
UMW;0.000687438;0.953431757;;;;
SAP;0.001416369;0.811359163;;;;
CPL;0.00103921;1.1255788;;;;
SAP;0.001065657;1.118230173;;;;
TPL;0.001401263;0.788633341;;;;
TPL;0.000930274;0.321495863;;;;
NPL;0.000972665;0.989464802;;;;
NPL;0.000576527;0.635285246;;;;
NPL;0.000666505;0.44152112;;;;
UMW;0.001577165;1.04369326;;;;
WMT;0.000516223;0.544739638;;;;
TPL;0.001322518;0.690016276;;;;
NAP;0.000863718;0.865290484;;;;
NAP;0.001454396;0.811359163;;;;
NPL;0.000940364;0.811359163;;;;
UMW;0.001239429;0.927119984;;;;
XER;0.000546386;0.953431757;;;;
NPL;0.000860964;1.056650275;;;;
SAP;0.001329197;0.875619756;;;;
WMT;0.001731418;1.265087684;;;;
NPL;0.000229119;0.760405793;;;;
NPL;0.000825144;0.788633341;;;;
NPL;0.000763528;0.811359163;;;;
UMW;0.001050145;0.895854747;;;;
NAP;0.000932499;1.227842938;;;;
SAP;0.000793669;0.788633341;;;;
SAP;0.000733093;1.005123289;;;;
SAP;0.001063132;0.765185945;;;;
SAP;0.001098786;1.214998598;;;;
TPL;0.001544106;0.788633341;;;;
TPL;0.00126807;1.088081867;;;;
NAP;0.001204293;0.663157646;;;;
NPL;0.000810076;1.006842803;;;;
CPL;0.000857044;0.915550072;;;;
SAP;0.000953356;1.201926913;;;;
SAP;0.001032945;1.288913328;;;;
WMT;0.000879364;0.934733772;;;;
NPL;0.001128782;1.088081867;;;;
NPL;0.001203228;1.227842938;;;;
NPL;0.000965178;1.201926913;;;;
SPL;0.00096124;1.132855026;;;;
CPL;0.000376769;0.883780402;;;;
CPL;0.001102974;0.811359163;;;;
CPL;0.000979315;1.006842803;;;;
UMW;0.001536757;1.286565056;;;;
TPL;0.001360084;0.895854746;;;;
WMT;0.001196503;0.788633341;;;;
WMT;0.001352351;0.765185945;;;;
XER;0.000951398;0.915550072;;;;
XER;0.001070011;1.006842803;;;;
CPL;0.001009954;1.273115273;;;;
XER;0.000547072;1.147195883;;;;
CPL;0.001083695;1.201926913;;;;
CPL;0.00013597;0.715932302;;;;
UMW;0.001664714;0.875619756;;;;
XER;0.000812824;0.811359163;;;;
XER;0.000828229;1.252880283;;;;
SAP;0.001149;0.788633341;;;;
SAP;0.001690958;1.040418172;;;;
SAP;0.000774629;1.407765383;;;;
SAP;0.001106496;1.214998598;;;;
CPL;0.000867798;0.903796016;;;;
WMT;0.001026152;0.934733772;;;;
TPL;0.000920927;1.288913328;;;;
TPL;0.000949031;1.265087683;;;;
NPL;0.001129653;0.833406499;;;;
TPL;0.000208748;0.321495863;;;;
TPL;0.000433416;0.511910636;;;;
SAP;0.00051368;1.118230172;;;;
WMT;0.000937221;0.811359163;;;;
WMT;0.000986118;0.854814692;;;;
CPL;0.000980408;1.147195883;;;;
SPL;0.000831397;1.072533273;;;;
SPL;0.001009467;1.006842803;;;;
SAP;0.000940861;0.690016276;;;;
CPL;0.000753062;1.132855025;;;;
UMW;0.001486148;1.080348488;;;;
UMW;0.001089862;1.006842803;;;;
SAP;0.000651574;0.903796016;;;;
UMW;0.00097694;0.740969646;;;;
UMW;0.001157188;1.072533273;;;;
SPL;0.001393922;0.788633341;;;;
TPL;0.000840909;0.740969646;;;;
SPL;0.001432014;1.023821273;;;;
SPL;0.001449465;1.040418172;;;;
SAP;0.000500864;1.201926913;;;;
TPL;0.000684935;0.511910637;;;;
TPL;0.00084546;0.740969647;;;;
TPL;0.000787722;1.088081867;;;;
CPL;0.001115821;0.915550072;;;;
SPL;0.00135812;1.161263564;;;;
WMT;0.001132498;1.188619689;;;;
TPL;0.001110563;0.544739639;;;;
TPL;0.000969474;0.576171231;;;;
TPL;0.001081455;0.403639435;;;;
SAP;0.000946728;1.356098801;;;;
CPL;0.000977704;0.895854746;;;;
CPL;0.000870108;1.288913328;;;;
NPL;0.000718887;0.788633341;;;;
NPL;0.001451842;0.740969646;;;;
SPL;0.001531555;1.088081867;;;;
XER;0.00109343;1.088081867;;;;
SPL;0.000725472;0.544739638;;;;
SAP;0.000858229;1.056650275;;;;
UMW;0.000941588;0.854814692;;;;
SAP;0.000945031;0.854814692;;;;
WMT;0.001188417;1.056650275;;;;
UMW;0.001420779;0.953431757;;;;
UMW;0.001376954;1.074102946;;;;
UMW;0.000959286;1.103309848;;;;
SAP;0.000828404;1.006842803;;;;
XER;0.000917127;0.870473178;;;;
UMW;0.000827587;1.175068282;;;;
UMW;0.000488259;0.859022857;;;;
TPL;0.001011278;1.040418172;;;;
CPL;0.001334082;1.006842803;;;;
SAP;0.00067171;0.971668015;;;;
SAP;0.000288084;0.875619756;;;;
TPL;0.001040242;0.576171231;;;;
NAP;0.001106835;0.875619756;;;;
NPL;0.00156584;0.989464802;;;;
NPL;0.000952277;0.934733772;;;;
TPL;0.00072507;0.915550072;;;;
SAP;0.001023149;0.934733772;;;;
XER;0.001001484;1.056650275;;;;
XER;0.001290795;1.175068282;;;;
WMT;0.001051818;1.072533273;;;;
SPL;0.00134864;0.875619756;;;;
SPL;0.00170114;0.811359162;;;;
NPL;0.001219604;0.971668015;;;;
NPL;0.000988473;0.811359163;;;;
NPL;0.001095741;0.875619756;;;;
NPL;0.001317981;0.989464802;;;;
NPL;0.001553414;1.103309848;;;;
XER;0.001178769;1.201926913;;;;
SPL;0.001001168;1.147195883;;;;
NPL;0.001404944;1.132855025;;;;
CPL;0.000802083;0.811359163;;;;
XER;0.000965606;0.740969646;;;;
XER;0.001185815;0.895854746;;;;
SAP;0.00121118;0.94101918;;;;
WMT;0.001120482;1.072533273;;;;
CPL;0.001208131;1.271116541;;;;
NAP;0.001426726;1.103309848;;;;
NPL;0.000764829;0.740969646;;;;
WMT;0.000720483;0.477554166;;;;
WMT;0.001075827;0.715932302;;;;
WMT;0.00095515;1.265087684;;;;
NAP;0.000827;0.544739639;;;;
NAP;0.000217467;0.854814692;;;;
SAP;0.000683594;1.175068282;;;;
SPL;0.000936488;0.895854746;;;;
SPL;0.001008832;0.915550072;;;;
NAP;0.000620004;0.765185945;;;;
NAP;0.000781135;1.088081867;;;;
WMT;0.001002071;0.765185945;;;;
CPL;0.000825796;0.635285246;;;;
TPL;0.001023097;0.36370912;;;;
NAP;0.00115731;0.788633341;;;;
NAP;0.000739094;0.44152112;;;;
SPL;0.000981029;0.895854746;;;;
SPL;0.001362845;0.895854746;;;;
WMT;0.000988465;0.663157646;;;;
SAP;0.000504217;1.227842938;;;;
NAP;0.00100833;0.854814692;;;;
SAP;0.000651588;1.311994299;;;;
NPL;0.000759364;0.875619756;;;;
SAP;0.000956744;1.188619689;;;;
SAP;0.001093061;1.288913328;;;;
CPL;0.00021714;0.971668015;;;;
XER;0.000758053;1.147195883;;;;
NAP;0.001085858;1.056650275;;;;
CPL;0.001265515;0.915550072;;;;
NAP;0.001224275;0.511910637;;;;
XER;0.000923345;1.227842938;;;;
XER;0.001457166;0.895854746;;;;
CPL;0.000871465;0.8334065;;;;
CPL;0.001383374;1.288913328;;;;
NPL;0.001529472;0.606319536;;;;
CPL;0.001613285;1.118230172;;;;
TPL;0.001071949;0.276722704;;;;
NPL;0.00092243;0.915550072;;;;
XER;0.00023096;0;;;;
XER;0.0004157;0;;;;
NAP;0.001061226;0.971668015;;;;
NPL;0.001003021;1.040418172;;;;
NPL;0.000969748;0.875619756;;;;
NAP;0.001770692;1.334375737;;;;
NAP;0.000372391;0.915550072;;;;
TPL;0.001062134;0.403639435;;;;
SAP;0.001317165;0.740969646;;;;
SAP;0.000918652;1.072533273;;;;
SAP;0.001059149;1.334375737;;;;
SAP;0.001594102;1.118230173;;;;
WMT;0.001048186;1.127039791;;;;
NPL;0.001555484;0.544739638;;;;
CPL;0.001038901;1.214998598;;;;
TPL;0.0010773;0.985939588;;;;
TPL;0.001071078;0.690016277;;;;
NPL;0.000934893;0.544739638;;;;
CPL;0.000372772;0.989464802;;;;
CPL;0.001338274;1.465342393;;;;
CPL;0.000872826;1.214998598;;;;
CPL;0.000909539;1.446644409;;;;
TPL;0.001396865;0.971668015;;;;
TPL;0.000626663;0.703087961;;;;
SPL;0.000905224;0.895854746;;;;
SAP;0.001048677;1.147195883;;;;
SAP;0.000616408;1.37720112;;;;
CPL;0.001091743;1.006842803;;;;
SPL;0.001138804;1.040418172;;;;
WMT;0.001843104;0.765185945;;;;
WMT;5.53E-05;1.147195883;;;;
UMW;0.001419308;1.043693259;;;;
TPL;0.001492372;0.895854746;;;;
TPL;0.001643211;1.040418172;;;;
TPL;0.001322262;0.740969646;;;;
XER;0.001082842;1.188619689;;;;
CPL;0.000752537;0.788633341;;;;
WMT;0.001016576;0.788633341;;;;
NPL;0.000179005;0.276722704;;;;
WMT;0.001052664;0.989464802;;;;
WMT;0.001245372;0.663157646;;;;
NPL;0.000875977;0.833406499;;;;
XER;0.001090152;1.023821273;;;;
XER;0.001137233;1.056650275;;;;
NAP;0.001014543;1.023821273;;;;
TPL;0.000976399;1.240467706;;;;
TPL;0.000961039;0.8334065;;;;
TPL;0.000929217;0.740969646;;;;
XER;0.00104274;1.188619689;;;;
SAP;0.000935419;0.788633341;;;;
XER;0.001351516;1.006842803;;;;
XER;0.000600112;1.040418172;;;;
SAP;0.00046592;1.023821273;;;;
SAP;0.00136305;0.934733772;;;;
UMW;0.001009778;0.44152112;;;;
NPL;0.000946898;0.606319536;;;;
NPL;0.000842631;1.103309848;;;;
UMW;0.001004083;0.895854746;;;;
CPL;6.35E-05;0.690016277;;;;
UMW;0.001193753;0.740969646;;;;
XER;0.00085515;0.676709052;;;;
NPL;0.00046466;0.811359163;;;;
UMW;0.001471366;0.833406499;;;;
UMW;0.001266415;0.971668015;;;;
XER;0.000969171;0.22905901;;;;
XER;0.001038046;0.953431757;;;;
SAP;0.000296599;1.188619689;;;;
SAP;0.000988517;0.925204209;;;;
CPL;0.00100705;1.214998598;;;;
NPL;0.000760037;0.544739638;;;;
SPL;0.000770026;0.740969646;;;;
XER;0.001532522;1.088081867;;;;
XER;0.001471647;1.023821273;;;;
SAP;0.00036335;1.161263564;;;;
NPL;0.000935123;0.833406499;;;;
XER;0.001508056;1.437114845;;;;
CPL;0.000819202;1.188619689;;;;
CPL;0.001180932;1.132855026;;;;
WMT;0.001204897;0.953431757;;;;
CPL;0.000799867;1.254110143;;;;
CPL;0.00117629;1.118230172;;;;
NAP;0.001480161;0.811359163;;;;
NAP;0.000828479;0.971668015;;;;
NAP;2.83E-05;1.147195883;;;;
WMT;0.000912263;0.971668015;;;;
CPL;0.000689501;0.690016276;;;;
SPL;0.000890566;1.118230173;;;;
SPL;0.001249491;0.934733772;;;;
SPL;0.001319083;0.895854747;;;;
NPL;0.000757423;1.118230172;;;;
XER;0.000715278;1.188619689;;;;
WMT;0.001330654;1.098774332;;;;
WMT;0.001111876;0.715932302;;;;
WMT;0.000936641;1.118230172;;;;
WMT;0.000979985;0.934733772;;;;
