Ecoregions;Fish_Density;SumNat_PFC;Habitat_Heterogeneity;Pred_Density_Fish;lower_Density_Fish;upperr_Density_Fish
NAP;238;1.307316662;;;;
NAP;237;1.194809519;;;;
NAP;31;0.744828303;;;;
TPL;527;0.837746529;;;;
TPL;204;0.983935651;;;;
TPL;578;0.579171687;;;;
NPL;55;0.480041066;;;;
NPL;200;0.994617518;;;;
NPL;22;0.976728052;;;;
NPL;19;1.029152902;;;;
NPL;3;1.093748138;;;;
NPL;15;0.514576451;;;;
NPL;114;1.33016083;;;;
WMT;15;1.221325798;;;;
NPL;17;0.609476993;;;;
NPL;20;1.234237026;;;;
NPL;30;0.638593544;;;;
TPL;26;1.045836231;;;;
NPL;26;1.208186041;;;;
NPL;13;1.194809519;;;;
NPL;11;1.138754457;;;;
NPL;6;0.837746529;;;;
TPL;117;1.404995909;;;;
NPL;92;0.994617518;;;;
NPL;22;1.099908978;;;;
NPL;19;0.880179614;;;;
NPL;38;1.045836231;;;;
NPL;2;0.609476993;;;;
SAP;450;0.976728052;;;;
SAP;800;1.167310935;;;;
SAP;928;0.815584379;;;;
SAP;685;1.517979597;;;;
SAP;559;1.093748138;;;;
SAP;467;1.116592307;;;;
SAP;1111;0.744828304;;;;
SAP;95;1.295625445;;;;
SAP;1045;1.124053444;;;;
CPL;631;0.514576452;;;;
SAP;673;0.815584379;;;;
SAP;75;0.27816376;;;;
SAP;1065;0.900519981;;;;
SAP;806;1.045836231;;;;
SAP;567;1.234237026;;;;
SAP;1377;0.837746529;;;;
SAP;1053;0.976728052;;;;
SAP;314;0.92031787;;;;
SAP;147;1.153169995;;;;
CPL;536;0.301007928;;;;
CPL;530;0.90051998;;;;
CPL;676;0.27816376;;;;
CPL;949;0.230251853;;;;
CPL;528;0.76917071;;;;
CPL;1197;0.514576451;;;;
CPL;921;0.230251853;;;;
CPL;176;1.194809519;;;;
SPL;327;1.425061371;;;;
SPL;508;1.39372427;;;;
CPL;156;1.240609399;;;;
SPL;692;1.239339293;;;;
SPL;253;1.124053444;;;;
SPL;816;1.271675727;;;;
CPL;14;1.283747162;;;;
CPL;841;1.138754457;;;;
SPL;711;1.138754456;;;;
SPL;558;1.249439814;;;;
SPL;109;1.318826611;;;;
SPL;65;0.994617518;;;;
SPL;688;0.76917071;;;;
SPL;350;1.029152902;;;;
CPL;203;1.124053444;;;;
SPL;7;1.045836231;;;;
CPL;511;0.837746529;;;;
SPL;622;0.719660575;;;;
CPL;962;0.778688493;;;;
SPL;209;1.394756066;;;;
XER;18;1.029152902;;;;
WMT;362;1.231030209;;;;
WMT;249;1.491304503;;;;
XER;7;1.207080491;;;;
WMT;110;1.138754457;;;;
XER;66;0.815584379;;;;
XER;2;0.90051998;;;;
WMT;14;1.517979597;;;;
WMT;68;1.444598733;;;;
WMT;577;1.271675727;;;;
XER;30;0.815584379;;;;
XER;103;1.307316662;;;;
WMT;55;1.167310935;;;;
SAP;72;1.181187542;;;;
SAP;241;1.029152902;;;;
SAP;308;1.167310935;;;;
SAP;9;0.994617518;;;;
SAP;346;1.295625445;;;;
SAP;537;1.434894322;;;;
SAP;461;1.259404755;;;;
SAP;167;1.454177922;;;;
SAP;292;1.389582687;;;;
SAP;747;1.318826611;;;;
SAP;195;1.33016083;;;;
SAP;372;1.425061371;;;;
SAP;182;0.920317871;;;;
NAP;78;0.792740211;;;;
NAP;250;1.029152902;;;;
NAP;214;1.012086015;;;;
NAP;32;1.454177922;;;;
NAP;125;1.271675727;;;;
NAP;327;1.295625445;;;;
NAP;225;0.994617518;;;;
NAP;28;1.045836231;;;;
NAP;74;0.976728052;;;;
NAP;209;1.042292659;;;;
NAP;510;0.69360959;;;;
NAP;169;0.666611092;;;;
NAP;841;0.696256213;;;;
NAP;74;0.563542123;;;;
NAP;339;0.837746529;;;;
NAP;26;0.672089912;;;;
WMT;1;0.79274021;;;;
WMT;5;1.271675727;;;;
WMT;38;1.124053444;;;;
XER;20;1.010357547;;;;
WMT;18;0.443820376;;;;
WMT;29;0.744828304;;;;
XER;15;0.90051998;;;;
WMT;9;0.709349619;;;;
UMW;495;0.859266207;;;;
UMW;850;0.618332488;;;;
UMW;782;0.609476993;;;;
UMW;561;0.837746529;;;;
UMW;154;1.065373593;;;;
UMW;672;0.98572667;;;;
UMW;501;0.931948034;;;;
UMW;208;0.92031787;;;;
TPL;354;0.773944855;;;;
UMW;559;0.480041067;;;;
UMW;595;1.012086015;;;;
UMW;535;1.078118573;;;;
UMW;514;0.808804634;;;;
UMW;497;0.837746529;;;;
UMW;637;0.880179614;;;;
UMW;365;1.062152864;;;;
SAP;545;1.062152864;;;;
SAP;221;1.078118574;;;;
SAP;536;1.167310935;;;;
SAP;195;1.045836231;;;;
SAP;509;1.029152903;;;;
SAP;150;1.167310935;;;;
SAP;537;0.976728052;;;;
SAP;152;1.167310935;;;;
SAP;267;1.221325798;;;;
SAP;406;1.234237026;;;;
SAP;505;1.35232298;;;;
XER;380;1.283747161;;;;
NPL;35;1.029152903;;;;
SPL;489;1.10905542;;;;
NPL;16;1.029152902;;;;
XER;481;0.744828303;;;;
NPL;95;0.92031787;;;;
SAP;78;0.40574142;;;;
SAP;1037;1.045836231;;;;
SAP;641;1.138754457;;;;
SAP;276;0.719660575;;;;
SAP;108;1.10905542;;;;
SAP;306;1.012086015;;;;
SAP;69;0.837746529;;;;
SAP;519;1.029152902;;;;
SAP;63;0.837746529;;;;
CPL;186;0.90051998;;;;
SAP;479;1.078118573;;;;
SAP;49;1.194809519;;;;
CPL;68;0.92031787;;;;
CPL;156;0.859266207;;;;
SAP;383;0.994617518;;;;
CPL;511;0.920317871;;;;
CPL;490;0.958396827;;;;
CPL;75;1.029152902;;;;
SAP;517;1.194809519;;;;
CPL;30;1.029152902;;;;
CPL;464;0.79274021;;;;
CPL;536;1.124053444;;;;
CPL;78;0.939601472;;;;
SAP;128;1.062152864;;;;
CPL;192;0.994617518;;;;
CPL;89;1.109055421;;;;
CPL;222;0.939601471;;;;
CPL;24;0.92031787;;;;
SAP;519;0.90051998;;;;
SAP;282;1.093748138;;;;
CPL;507;1.167310935;;;;
CPL;442;0.92031787;;;;
SAP;502;0.579171687;;;;
CPL;529;0.719660575;;;;
SAP;545;0.90051998;;;;
SAP;147;1.373842658;;;;
CPL;155;1.029152902;;;;
CPL;535;0.815584379;;;;
SAP;139;1.138754457;;;;
CPL;92;0.958396827;;;;
CPL;41;0.880179615;;;;
CPL;541;1.153169995;;;;
CPL;222;0.976728052;;;;
SAP;73;0.301007928;;;;
SAP;324;0.547576413;;;;
CPL;121;0.69360959;;;;
CPL;574;0.837746529;;;;
SAP;43;1.259404755;;;;
CPL;505;1.029152902;;;;
CPL;492;0.976728052;;;;
SAP;73;0.719660575;;;;
CPL;510;0.609476993;;;;
CPL;498;0.69360959;;;;
SAP;549;0.920317871;;;;
SAP;514;0.976728052;;;;
SAP;273;0.747298778;;;;
SAP;78;1.384373003;;;;
SAP;1;0.79274021;;;;
SAP;224;0.547576413;;;;
CPL;101;1.138754457;;;;
CPL;78;0.859266207;;;;
CPL;18;0.393926153;;;;
CPL;80;0.958396827;;;;
SAP;56;0.837746529;;;;
SAP;16;0.815584379;;;;
SAP;9;1.194809519;;;;
SAP;244;0.547576413;;;;
CPL;457;0.514576451;;;;
CPL;59;1.143590805;;;;
SAP;141;1.153169995;;;;
SAP;411;1.48219547;;;;
CPL;238;1.029152902;;;;
CPL;29;0.815584379;;;;
SAP;136;1.384373003;;;;
SAP;11;0.859266207;;;;
SAP;34;1.208186041;;;;
CPL;4;0.179033139;;;;
SAP;191;1.181187542;;;;
CPL;35;1.062152864;;;;
SAP;58;1.051997071;;;;
SAP;650;1.234237026;;;;
SAP;352;0.680233068;;;;
CPL;429;0.95093569;;;;
SAP;247;0.920317871;;;;
SAP;364;0.92031787;;;;
SAP;21;0.609476993;;;;
CPL;14;0.480041066;;;;
SAP;117;0.90051998;;;;
CPL;55;0.939601472;;;;
SAP;441;1.104714023;;;;
XER;503;0.90051998;;;;
WMT;99;1.029152902;;;;
XER;44;1.317683614;;;;
XER;65;0.769170711;;;;
XER;1;0.958396827;;;;
XER;70;0.939601472;;;;
XER;21;1.221325798;;;;
XER;46;1.029152903;;;;
XER;2;0.939601471;;;;
XER;1;0.769170711;;;;
XER;1;1.10905542;;;;
XER;113;0.90051998;;;;
XER;41;0.609476993;;;;
XER;21;1.029152903;;;;
WMT;24;0.960250454;;;;
WMT;46;1.261052651;;;;
XER;221;1.234237026;;;;
WMT;40;1.367451999;;;;
WMT;80;0.792740211;;;;
XER;54;1.208186041;;;;
WMT;7;0.880179615;;;;
WMT;35;1.045836231;;;;
WMT;32;1.078118574;;;;
XER;113;1.394756066;;;;
XER;1;1.153169995;;;;
WMT;127;0.815584379;;;;
WMT;19;1.208186041;;;;
XER;245;1.248184739;;;;
WMT;21;0.443820376;;;;
SPL;27;1.246927538;;;;
SPL;44;0.547576413;;;;
SPL;162;0.90051998;;;;
SPL;19;0.815584379;;;;
SPL;581;0.79274021;;;;
XER;76;0.792740211;;;;
SPL;501;0.792740211;;;;
XER;27;0.514576452;;;;
WMT;76;0.815584379;;;;
SPL;59;0.958396827;;;;
XER;120;0.815584379;;;;
WMT;145;1.012086015;;;;
XER;52;0.744828304;;;;
WMT;38;0.90051998;;;;
WMT;501;0.837746529;;;;
SPL;77;0.930022282;;;;
WMT;4;0.792740211;;;;
XER;2;0.443820376;;;;
SPL;250;0.90051998;;;;
WMT;96;1.10905542;;;;
XER;268;1.124053444;;;;
WMT;33;0.962099463;;;;
WMT;95;1.045836231;;;;
SPL;192;1.153169995;;;;
SPL;15;0.579171687;;;;
NAP;162;1.078118574;;;;
NAP;550;1.208186041;;;;
NAP;304;1.269237705;;;;
NAP;560;0.994617518;;;;
NAP;105;1.029152902;;;;
NAP;484;1.022373158;;;;
NAP;134;1.078118574;;;;
NAP;176;1.394756066;;;;
NAP;57;1.124053444;;;;
NAP;370;1.221325798;;;;
NAP;58;1.10905542;;;;
NAP;550;1.124053444;;;;
NAP;612;1.062152864;;;;
NAP;231;0.837746529;;;;
SAP;483;1.109055421;;;;
CPL;56;0.958396827;;;;
SAP;238;1.167310935;;;;
CPL;8;1.045836231;;;;
CPL;14;0.90051998;;;;
CPL;18;0.90051998;;;;
CPL;45;1.295625445;;;;
CPL;1868;1.194809519;;;;
CPL;66;1.221325798;;;;
CPL;38;1.181187542;;;;
CPL;272;1.295625445;;;;
CPL;113;1.208186041;;;;
CPL;148;0.94905863;;;;
CPL;6;1.404995909;;;;
CPL;522;0.880179615;;;;
CPL;827;1.138754457;;;;
CPL;42;0.230251853;;;;
CPL;21;1.194809519;;;;
CPL;1;1.307316662;;;;
CPL;28;1.029152902;;;;
SAP;224;0.880179615;;;;
CPL;111;1.33016083;;;;
CPL;25;1.283747162;;;;
CPL;60;0.908502604;;;;
CPL;127;0.958396827;;;;
CPL;106;0.958396827;;;;
CPL;69;0.994617518;;;;
CPL;88;0.837746529;;;;
CPL;1812;1.221325798;;;;
SAP;122;1.194809519;;;;
CPL;183;1.124053444;;;;
CPL;198;1.221325798;;;;
CPL;10;1.08284209;;;;
SAP;288;1.045836231;;;;
CPL;13;1.062152864;;;;
SAP;188;0.958396827;;;;
SAP;392;1.078118573;;;;
SAP;123;1.181187542;;;;
SAP;415;1.012086015;;;;
CPL;114;1.271675727;;;;
SAP;461;0.939601471;;;;
SAP;59;1.318826611;;;;
SAP;254;1.194809519;;;;
SAP;31;0.76917071;;;;
TPL;105;1.029152902;;;;
TPL;22;0.815584379;;;;
TPL;229;0.40574142;;;;
TPL;157;1.012086015;;;;
TPL;500;0.666611091;;;;
TPL;312;0.638593544;;;;
UMW;519;0.179033139;;;;
TPL;194;0.579171687;;;;
TPL;563;0.980340599;;;;
UMW;587;1.029152902;;;;
TPL;136;0.609476993;;;;
TPL;487;0.480041067;;;;
UMW;657;0.90051998;;;;
TPL;297;0.365603164;;;;
TPL;289;0.920317871;;;;
UMW;601;0.719660575;;;;
TPL;194;0.365603164;;;;
TPL;191;0.405741419;;;;
TPL;557;0.638593544;;;;
TPL;510;0.706749347;;;;
UMW;402;1.062152864;;;;
TPL;6;0.92031787;;;;
TPL;3;1.062152864;;;;
XER;34;1.194809519;;;;
WMT;27;1.012086015;;;;
WMT;11;0.815584379;;;;
WMT;59;1.153169995;;;;
XER;26;1.194809519;;;;
WMT;49;1.129968829;;;;
WMT;16;0.994617518;;;;
XER;11;1.062152864;;;;
WMT;45;0.90051998;;;;
TPL;73;0.861384259;;;;
TPL;73;0.744828304;;;;
TPL;64;0.666611091;;;;
TPL;1392;0.514576452;;;;
TPL;133;0.958396827;;;;
TPL;3;0.514576451;;;;
TPL;297;0.920317871;;;;
TPL;401;0.815584379;;;;
CPL;417;0.443820376;;;;
TPL;266;0.976728052;;;;
TPL;1608;1.093748138;;;;
TPL;612;1.055203887;;;;
TPL;30;0.579171687;;;;
UMW;538;0.744828304;;;;
TPL;130;0.638593544;;;;
TPL;5;0.719660575;;;;
TPL;107;0.837746529;;;;
TPL;8;0.323170078;;;;
TPL;577;0.880179615;;;;
TPL;151;0.579171687;;;;
TPL;58;0.579171687;;;;
TPL;720;0.769170711;;;;
UMW;410;0.844268184;;;;
TPL;1;0.323170078;;;;
TPL;609;0.958396827;;;;
TPL;1355;0.769170711;;;;
TPL;90;0.744828304;;;;
SPL;433;1.109055421;;;;
SPL;41;1.124053444;;;;
TPL;20;0.815584379;;;;
TPL;15;0.744828303;;;;
SPL;92;0.90051998;;;;
SPL;36;0.719660575;;;;
SPL;149;0.744828304;;;;
TPL;21;0.609476993;;;;
SPL;2428;0.769170711;;;;
SPL;562;0.769170711;;;;
TPL;344;1.093748138;;;;
SPL;432;1.153169995;;;;
TPL;185;0.920317871;;;;
TPL;247;0.837746529;;;;
SPL;16;0.939601472;;;;
SPL;106;0.514576452;;;;
SPL;275;1.078118574;;;;
TPL;25;0.792740211;;;;
TPL;600;0.880179615;;;;
TPL;412;0.859266207;;;;
SPL;546;0.880179615;;;;
SPL;24;1.33016083;;;;
SPL;2234;1.138754457;;;;
TPL;56;0.69360959;;;;
SPL;401;0.939601472;;;;
SPL;205;0.79274021;;;;
TPL;422;0.880179615;;;;
SAP;309;0.92031787;;;;
SAP;194;0.859266206;;;;
SAP;149;0.976728052;;;;
SAP;559;1.124053444;;;;
SAP;624;1.062152864;;;;
SAP;447;1.295625445;;;;
SAP;237;1.029152903;;;;
SAP;186;0.920317871;;;;
SAP;220;1.012086015;;;;
SAP;163;1.062152864;;;;
SAP;523;0.815584379;;;;
SAP;165;0.76917071;;;;
SAP;637;0.79274021;;;;
TPL;10;1.109055421;;;;
SAP;132;0.69360959;;;;
SAP;727;0.976728052;;;;
SAP;567;0.880179614;;;;
SAP;437;0.769170711;;;;
SAP;123;0.69360959;;;;
SAP;532;0.69360959;;;;
CPL;422;0.064595236;;;;
SAP;410;0.994617518;;;;
SAP;510;1.145997215;;;;
SAP;379;1.153169995;;;;
SAP;594;1.181187542;;;;
SAP;542;1.283747162;;;;
TPL;8;1.181187542;;;;
SAP;494;0.958396827;;;;
TPL;368;0.744828304;;;;
CPL;14;0.480041066;;;;
CPL;609;0.92031787;;;;
CPL;244;0.837746529;;;;
CPL;496;0.744828304;;;;
CPL;1021;0.323170078;;;;
CPL;451;0.958396827;;;;
CPL;155;0.994617518;;;;
CPL;29;0.638593544;;;;
CPL;652;1.194809519;;;;
CPL;1441;1.221325798;;;;
CPL;206;0.514576451;;;;
CPL;155;1.062152864;;;;
CPL;520;1.221325798;;;;
CPL;31;0.994617518;;;;
CPL;509;0.514576451;;;;
CPL;273;0.939601471;;;;
CPL;569;0.79274021;;;;
CPL;625;0.69360959;;;;
CPL;368;0.744828303;;;;
NAP;158;0.40574142;;;;
NAP;541;1.221325798;;;;
NAP;494;0.90051998;;;;
NAP;24;0.769170711;;;;
NAP;5;0.908502604;;;;
NAP;389;1.221325798;;;;
NAP;333;0.609476993;;;;
NAP;33;1.029152902;;;;
NAP;43;0.920317871;;;;
NAP;58;0.579171687;;;;
CPL;111;0.859266207;;;;
SAP;195;0.769170711;;;;
SAP;298;1.012086015;;;;
SAP;459;1.124053444;;;;
SAP;456;1.029152903;;;;
SAP;115;0.958396827;;;;
CPL;65;0.859266207;;;;
SAP;497;1.045836231;;;;
SAP;542;0.976728052;;;;
CPL;236;0.880179614;;;;
SAP;170;1.221325798;;;;
SAP;18;0.480041067;;;;
CPL;270;1.045836231;;;;
UMW;418;0.859266207;;;;
UMW;286;1.153169995;;;;
UMW;97;1.153169995;;;;
UMW;104;0.920317871;;;;
UMW;126;1.093748138;;;;
UMW;109;1.181187542;;;;
UMW;476;0.976728052;;;;
UMW;167;0.744828303;;;;
UMW;61;0.880179615;;;;
UMW;597;0.744828304;;;;
UMW;232;0.90051998;;;;
UMW;425;1.124053444;;;;
UMW;202;1.259404755;;;;
TPL;224;0.323170078;;;;
TPL;240;0.365603164;;;;
UMW;51;0.95093569;;;;
UMW;112;0.880179615;;;;
UMW;86;1.121077981;;;;
UMW;52;0.815584379;;;;
UMW;16;1.078118574;;;;
UMW;18;0.76917071;;;;
UMW;5;0.976728052;;;;
UMW;45;1.029152902;;;;
UMW;536;0.815584379;;;;
TPL;30;0.064595236;;;;
UMW;32;0.480041066;;;;
UMW;59;0.547576413;;;;
UMW;42;0.863496286;;;;
UMW;1;0.393926153;;;;
TPL;489;0.547576413;;;;
UMW;114;0.719660575;;;;
UMW;27;1.029152902;;;;
UMW;774;1.045836231;;;;
UMW;50;1.221325798;;;;
UMW;79;1.232955961;;;;
UMW;94;1.153169995;;;;
TPL;344;0.666611091;;;;
UMW;23;1.062152864;;;;
UMW;3;1.109055421;;;;
UMW;1560;1.275317812;;;;
UMW;39;1.194809519;;;;
UMW;1112;0.815584379;;;;
UMW;40;0.230251853;;;;
UMW;349;0.744828303;;;;
UMW;12;0.859266207;;;;
UMW;49;0.837746529;;;;
UMW;123;0.79274021;;;;
UMW;110;1.318826611;;;;
UMW;118;0.958396827;;;;
TPL;184;0.958396827;;;;
TPL;12;0.547576413;;;;
UMW;8;0.719660575;;;;
UMW;63;0.947176812;;;;
UMW;600;0.40574142;;;;
UMW;42;0.230251853;;;;
UMW;536;1.029152902;;;;
UMW;98;1.062152864;;;;
UMW;448;0.837746529;;;;
UMW;26;1.138754457;;;;
TPL;271;0.443820376;;;;
UMW;78;0.792740211;;;;
UMW;83;1.295625445;;;;
UMW;394;0.815584379;;;;
TPL;566;0.90051998;;;;
UMW;475;0.859266207;;;;
TPL;182;1.047484127;;;;
TPL;58;0.976728052;;;;
TPL;154;0.880179615;;;;
SAP;499;0.90051998;;;;
TPL;31;0.90051998;;;;
SAP;256;0.799667572;;;;
SAP;111;1.062152864;;;;
SAP;465;0.69360959;;;;
SAP;89;0.609476993;;;;
SAP;356;0.976728052;;;;
TPL;112;0.514576451;;;;
TPL;63;0.514576451;;;;
SAP;1;1.062152864;;;;
TPL;128;0.638593544;;;;
SAP;31;0.90051998;;;;
SAP;371;1.062152864;;;;
TPL;106;0.547576413;;;;
TPL;62;1.012086015;;;;
TPL;22;0.323170078;;;;
TPL;280;1.084409941;;;;
TPL;138;0.79041665;;;;
SAP;236;0.976728052;;;;
CPL;194;0.547576413;;;;
CPL;106;1.029152902;;;;
CPL;18;0.920317871;;;;
CPL;201;0.888382758;;;;
CPL;1;1.295625445;;;;
CPL;102;1.307316662;;;;
CPL;60;0.939601471;;;;
CPL;523;1.26064102;;;;
CPL;15;1.045836231;;;;
CPL;32;1.259404755;;;;
CPL;88;1.246927538;;;;
CPL;266;0.76917071;;;;
CPL;180;1.221325798;;;;
CPL;138;1.095678898;;;;
CPL;118;0.939601471;;;;
CPL;166;1.208186041;;;;
CPL;12;1.153169995;;;;
CPL;226;1.062152864;;;;
CPL;88;0.744828304;;;;
CPL;166;0.988277796;;;;
CPL;84;1.109055421;;;;
CPL;51;1.295625445;;;;
CPL;5;1.093748138;;;;
NPL;20;0.837746529;;;;
WMT;98;1.295625445;;;;
NPL;89;1.194809519;;;;
WMT;216;1.271675727;;;;
NPL;217;0.958396827;;;;
NPL;87;0.744828303;;;;
NPL;262;0.79274021;;;;
NPL;112;1.234237026;;;;
NPL;277;0.958396827;;;;
NPL;41;0.880179615;;;;
NPL;223;1.271675727;;;;
NPL;158;0.976728052;;;;
NPL;128;1.167310935;;;;
NPL;74;1.029152902;;;;
NPL;144;1.062152864;;;;
NPL;160;1.045836231;;;;
NPL;19;0.939601472;;;;
WMT;22;1.283747162;;;;
NPL;50;1.259404755;;;;
NPL;43;1.384373003;;;;
NPL;35;0.994617518;;;;
NPL;94;1.259404755;;;;
NPL;139;1.283747161;;;;
NPL;7;0.939601472;;;;
NPL;84;1.181187542;;;;
NPL;12;0.79274021;;;;
SAP;107;1.045836231;;;;
SAP;6;0.792740211;;;;
SAP;576;0.638593544;;;;
SAP;42;1.167310935;;;;
CPL;44;0.90051998;;;;
SAP;71;0.92031787;;;;
SAP;97;1.062152864;;;;
SAP;12;0.579171687;;;;
SAP;536;1.48219547;;;;
SAP;10;0.958396827;;;;
CPL;106;1.295625445;;;;
CPL;126;1.295625445;;;;
SAP;47;1.217408233;;;;
SAP;46;0.994617518;;;;
SAP;120;1.138754457;;;;
CPL;205;0.769170711;;;;
SAP;21;1.167310935;;;;
CPL;119;1.283747161;;;;
CPL;159;1.194809519;;;;
SAP;122;1.10905542;;;;
CPL;132;1.045836231;;;;
CPL;86;1.27974512;;;;
SAP;452;0.859266207;;;;
SAP;108;1.045836231;;;;
SAP;99;1.208186041;;;;
CPL;473;1.138754457;;;;
SAP;24;1.318826611;;;;
CPL;544;1.463635081;;;;
SAP;60;1.118090545;;;;
SAP;115;1.259404755;;;;
SAP;150;0.40574142;;;;
CPL;122;1.027463762;;;;
SAP;51;1.045836231;;;;
SAP;59;0.902523698;;;;
SAP;437;1.012086015;;;;
SAP;34;0.815584379;;;;
SAP;254;1.181187542;;;;
SAP;420;1.167310935;;;;
SAP;459;0.976728052;;;;
CPL;91;1.062152864;;;;
NPL;66;0.514576451;;;;
TPL;670;0.769170711;;;;
TPL;420;1.045836231;;;;
TPL;47;0.69360959;;;;
TPL;405;1.029152903;;;;
NPL;104;0.880179615;;;;
NPL;80;0.719660575;;;;
NPL;67;0.69360959;;;;
NPL;51;0.443820376;;;;
NPL;186;0.514576452;;;;
NPL;21;0.76917071;;;;
NPL;68;0.124017093;;;;
NPL;18;0.859266207;;;;
NPL;5;0.769170711;;;;
TPL;165;1.271675727;;;;
NPL;83;0.815584379;;;;
NPL;696;0.837746529;;;;
NPL;103;0.579171687;;;;
NPL;29;0.939601472;;;;
NPL;11;0.719660575;;;;
NPL;25;0.480041066;;;;
NPL;7;0.859266207;;;;
NPL;109;0.719660575;;;;
SPL;37;0.579171687;;;;
TPL;38;0.880179615;;;;
SPL;119;0.40574142;;;;
SPL;746;0.719660575;;;;
TPL;36;0.514576452;;;;
NPL;121;0.815584379;;;;
SPL;407;0.69360959;;;;
SPL;33;0.666611091;;;;
SPL;13;1.062152864;;;;
TPL;21;0;;;;
TPL;264;0.815584379;;;;
TPL;318;0.609476993;;;;
SPL;224;0.323170078;;;;
SPL;935;0.815584379;;;;
SPL;43;0.837746529;;;;
SPL;24;0.880179614;;;;
SPL;36;0.480041067;;;;
SPL;674;0.064595236;;;;
SPL;72;0.443820376;;;;
SPL;13;0.579171687;;;;
NPL;552;0.40574142;;;;
TPL;56;0.179033139;;;;
SPL;2;0.609476993;;;;
SPL;7;0.815584379;;;;
SPL;449;0.514576451;;;;
SPL;56;0.638593544;;;;
NAP;95;1.444598733;;;;
NAP;74;1.208186041;;;;
NAP;15;1.194809519;;;;
NAP;11;1.153169995;;;;
NAP;107;0.976728052;;;;
CPL;115;1.425061371;;;;
SAP;206;1.093748138;;;;
SAP;49;0.480041067;;;;
SAP;185;1.078118573;;;;
SAP;231;0.880179615;;;;
SAP;131;1.153169995;;;;
SAP;570;1.0678944;;;;
SAP;10;0.994617518;;;;
SPL;160;1.078118573;;;;
WMT;102;0.939601471;;;;
XER;4;1.153169995;;;;
WMT;17;1.078118574;;;;
XER;27;0.365603164;;;;
NAP;51;1.304993101;;;;
NAP;161;1.153169995;;;;
NAP;284;1.153169995;;;;
NAP;202;1.179811496;;;;
NAP;201;1.045836231;;;;
NAP;112;1.029152902;;;;
NAP;374;1.093748138;;;;
NAP;66;1.153169995;;;;
SAP;72;1.208186041;;;;
NAP;621;0.939601471;;;;
NAP;251;1.093748138;;;;
NAP;72;1.434894322;;;;
SAP;470;0.79274021;;;;
NAP;378;1.078118574;;;;
SAP;95;0.69360959;;;;
SAP;391;0.958396827;;;;
SAP;312;0.880179615;;;;
NAP;216;0.815584379;;;;
NAP;1250;1.012086015;;;;
SAP;383;1.221325798;;;;
NAP;153;0.991073946;;;;
NAP;722;0.792740211;;;;
NAP;2;0.744828303;;;;
SAP;584;0.958396827;;;;
TPL;72;0.994617518;;;;
TPL;103;0.994617518;;;;
NAP;836;1.062152864;;;;
SPL;51;1.194809519;;;;
SPL;484;1.153169995;;;;
SPL;142;0.783402013;;;;
SPL;130;0.514576451;;;;
SPL;925;0.719660575;;;;
SPL;141;0.90051998;;;;
SPL;218;0.365603164;;;;
SPL;404;0.90051998;;;;
SPL;1103;0.719660575;;;;
SAP;1036;0.859266207;;;;
SPL;204;0.405741419;;;;
SPL;514;0.744828304;;;;
TPL;214;0.976728052;;;;
SPL;35;1.093748138;;;;
SPL;145;0.638593544;;;;
CPL;291;0.443820376;;;;
SPL;843;0.880179615;;;;
SPL;32;0.638593544;;;;
SPL;759;0.365603163;;;;
SPL;533;0.859266206;;;;
SPL;1140;0.792740211;;;;
SPL;931;0.609476993;;;;
SPL;861;0.443820376;;;;
CPL;119;0.27816376;;;;
SPL;551;0.443820376;;;;
SPL;915;0.859266207;;;;
SPL;642;1.078118574;;;;
SPL;638;0.443820376;;;;
SAP;83;0.79274021;;;;
SPL;703;0.480041067;;;;
TPL;547;1.078118574;;;;
SPL;389;0.230251853;;;;
SAP;565;0.609476993;;;;
TPL;871;0.837746529;;;;
SPL;201;0.514576452;;;;
WMT;53;1.221325798;;;;
WMT;53;1.093748138;;;;
WMT;24;0.941713498;;;;
WMT;35;1.167310935;;;;
XER;3;0.365603164;;;;
WMT;20;1.181187542;;;;
WMT;34;0.480041066;;;;
WMT;139;0.815584379;;;;
WMT;90;1.124053444;;;;
WMT;29;0.815584379;;;;
XER;92;1.138754457;;;;
XER;17;0.579171687;;;;
WMT;39;1.012086015;;;;
WMT;59;0.769170711;;;;
XER;1;1.093748138;;;;
WMT;58;1.062152864;;;;
WMT;7;1.029152902;;;;
WMT;27;0.666611091;;;;
WMT;139;0.839926786;;;;
WMT;1019;0.719660575;;;;
WMT;16;0.994617518;;;;
WMT;13;0.514576451;;;;
WMT;11;1.132908939;;;;
NAP;141;0.958396827;;;;
SAP;670;1.208186041;;;;
SAP;367;1.116592306;;;;
NAP;856;1.491304503;;;;
SAP;704;0.90051998;;;;
NAP;1263;0.744828303;;;;
NAP;13;1.307316662;;;;
NAP;40;0.666611091;;;;
SAP;197;1.194809519;;;;
NAP;224;1.093748138;;;;
NAP;147;0.90051998;;;;
SAP;518;1.078118574;;;;
NAP;251;1.234237026;;;;
NAP;496;0.939601472;;;;
NAP;618;1.295625445;;;;
NAP;40;0.920317871;;;;
NAP;32;0.958396827;;;;
SAP;410;1.138754457;;;;
SAP;373;1.208186041;;;;
NAP;135;1.373842658;;;;
SAP;607;0.859266207;;;;
NAP;390;1.259404755;;;;
SAP;264;1.012086015;;;;
SAP;94;1.029152902;;;;
NAP;66;1.40499591;;;;
NAP;80;1.029152902;;;;
NAP;99;1.454177923;;;;
