Ecoregions;Fish_Density;SumNat_PFC;Habitat_Heterogeneity;Pred_Density_Fish;lower_Density_Fish;upperr_Density_Fish
NAP;31;1.078118574;;;;
NAP;43;1.219151926;;;;
NAP;562;0.994617517;;;;
NAP;1799;0.719660575;;;;
NAP;276;0.514576451;;;;
NAP;107;1.092642588;;;;
NAP;518;1.194809519;;;;
NAP;304;1.109055421;;;;
NAP;1290;0.666611091;;;;
NAP;1273;1.221325798;;;;
NAP;125;1.045836231;;;;
NAP;509;1.074159221;;;;
NAP;758;0.976728052;;;;
SAP;178;1.047484127;;;;
NAP;1023;0.994617518;;;;
NAP;994;1.181187542;;;;
SAP;1780;0.880179615;;;;
NAP;35;1.153169995;;;;
NAP;447;0.40574142;;;;
SAP;636;0.976728052;;;;
SAP;399;0.958396827;;;;
TPL;320;0.991073946;;;;
SAP;350;1.093748138;;;;
TPL;375;0.939601472;;;;
NAP;145;0.90051998;;;;
SAP;360;1.093748138;;;;
TPL;456;1.012086015;;;;
TPL;363;1.012086015;;;;
TPL;1526;1.153169995;;;;
SAP;894;0.95093569;;;;
TPL;484;1.208186041;;;;
TPL;524;1.062152864;;;;
SAP;314;0.79274021;;;;
NAP;230;1.122567203;;;;
TPL;136;1.093748138;;;;
SAP;267;0.76917071;;;;
NAP;640;1.208186041;;;;
SAP;380;0.958396827;;;;
SAP;375;0.976728052;;;;
NAP;158;0.837746529;;;;
NAP;944;1.029152903;;;;
SAP;33;1.012086015;;;;
NAP;150;1.124053444;;;;
TPL;510;1.221325798;;;;
NAP;1155;0.920317871;;;;
NAP;1;0.609476993;;;;
TPL;306;0.769170711;;;;
TPL;37;1.045836231;;;;
TPL;548;0.939601471;;;;
TPL;314;1.454177923;;;;
NAP;215;0.744828303;;;;
CPL;614;1.062152864;;;;
SAP;777;1.153169995;;;;
SAP;244;0.579171687;;;;
SPL;55;0.514576451;;;;
SPL;431;0.92031787;;;;
SPL;490;0.90051998;;;;
SPL;628;0.76917071;;;;
SAP;747;0.859266207;;;;
SPL;584;0.638593544;;;;
SPL;182;0.514576451;;;;
SPL;502;0.480041066;;;;
CPL;552;0.737367166;;;;
SPL;292;0.76917071;;;;
SPL;257;1.093748138;;;;
CPL;919;0.744828304;;;;
SPL;594;0.744828304;;;;
CPL;851;0.69360959;;;;
SPL;672;0.579171687;;;;
SAP;569;0.880179615;;;;
CPL;295;0.547576413;;;;
SAP;924;1.012086015;;;;
SPL;495;0.547576413;;;;
SPL;3246;0.837746529;;;;
SPL;4;0.769170711;;;;
SPL;768;0.638593544;;;;
TPL;41;1.012086015;;;;
SPL;459;0.769170711;;;;
SPL;123;0.920317871;;;;
SPL;353;0.638593544;;;;
SPL;256;0.880179615;;;;
SAP;609;0.994617517;;;;
SPL;801;1.208186041;;;;
SAP;1254;1.062152864;;;;
WMT;53;0.815584379;;;;
WMT;180;0.837746529;;;;
WMT;57;1.373842658;;;;
WMT;103;0.609476993;;;;
WMT;22;1.045836231;;;;
WMT;76;0.90051998;;;;
WMT;99;0.792740211;;;;
WMT;43;1.062152864;;;;
WMT;202;1.104496285;;;;
WMT;40;0.859266207;;;;
XER;155;0.92031787;;;;
WMT;18;0.958396827;;;;
WMT;28;1.109055421;;;;
WMT;20;1.10905542;;;;
WMT;95;1.012086015;;;;
WMT;59;0.958396827;;;;
WMT;123;0.719660575;;;;
WMT;20;1.153169995;;;;
XER;9;0.795056521;;;;
WMT;29;0.92031787;;;;
WMT;16;1.153169995;;;;
WMT;16;1.283747162;;;;
WMT;11;0.958396827;;;;
WMT;9;0.994617518;;;;
WMT;168;1.093748138;;;;
WMT;13;1.318826611;;;;
NAP;728;0.744828304;;;;
NAP;978;0.609476993;;;;
NAP;214;0.976728052;;;;
NAP;220;0.976728052;;;;
NAP;483;1.212152445;;;;
NAP;335;0.609476993;;;;
NAP;230;0.994617518;;;;
NAP;330;0.859266207;;;;
NAP;512;0.859266207;;;;
SAP;276;0.939601472;;;;
NAP;665;1.10905542;;;;
NAP;285;1.062152864;;;;
SAP;516;0.744828303;;;;
SAP;688;0.837746529;;;;
SAP;129;0.719660575;;;;
NAP;552;1.052405981;;;;
SAP;521;0.939389938;;;;
NAP;369;0.666611091;;;;
NAP;360;0.69360959;;;;
NAP;500;0.976728052;;;;
NAP;502;0.728144974;;;;
SAP;511;1.078118574;;;;
NAP;496;0.79274021;;;;
NAP;240;0.744828304;;;;
NAP;107;0.719660575;;;;
NAP;233;0.792740211;;;;
SAP;314;0.939601472;;;;
NAP;14;0.666611092;;;;
NAP;20;1.167310935;;;;
NAP;5;1.307316662;;;;
NAP;26;1.271675727;;;;
NAP;80;1.394756066;;;;
NAP;71;1.167310935;;;;
NAP;15;1.309247422;;;;
TPL;28;0.719660575;;;;
TPL;284;0.719660575;;;;
TPL;220;0.744828303;;;;
NPL;13;0.579171687;;;;
NPL;166;0.719660575;;;;
NPL;23;1.181187542;;;;
NPL;10;0.880179614;;;;
WMT;168;0.480041067;;;;
NPL;62;0.876734704;;;;
TPL;105;0.365603164;;;;
NPL;8;0.744828304;;;;
NPL;45;1.093748138;;;;
NPL;1;0.666611091;;;;
TPL;187;0.815584379;;;;
TPL;33;0.719660575;;;;
WMT;57;1.167310935;;;;
TPL;210;1.012086015;;;;
SPL;513;1.318826611;;;;
CPL;180;1.012086015;;;;
CPL;359;0.880179615;;;;
SPL;416;1.221325798;;;;
CPL;457;1.029152902;;;;
SPL;69;0.405741419;;;;
SPL;182;1.045836231;;;;
CPL;195;1.045836231;;;;
SPL;386;1.153169995;;;;
CPL;223;1.078118574;;;;
SPL;126;1.179811496;;;;
SPL;462;0.792740211;;;;
SPL;78;1.167310935;;;;
CPL;74;1.110219933;;;;
SPL;91;0.609476993;;;;
SPL;247;0.880179615;;;;
SPL;338;1.124053444;;;;
SPL;1500;0.666611091;;;;
CPL;244;0.976728052;;;;
SPL;578;1.109055421;;;;
CPL;541;1.167310935;;;;
CPL;182;1.012086015;;;;
SPL;197;0.90051998;;;;
CPL;348;1.208186041;;;;
SPL;23;0.737367166;;;;
CPL;91;0.704575475;;;;
SPL;1106;1.208186041;;;;
SPL;116;1.404995909;;;;
CPL;37;1.208186041;;;;
SPL;7;0.958396827;;;;
SPL;272;0.939601472;;;;
SPL;115;1.208186041;;;;
SPL;87;0.514576451;;;;
XER;239;1.078118574;;;;
XER;34;1.318826612;;;;
WMT;43;1.434894322;;;;
WMT;257;1.167310935;;;;
XER;92;0.90051998;;;;
XER;23;0.976728052;;;;
XER;17;0.837746529;;;;
XER;57;1.078118574;;;;
WMT;85;1.029152902;;;;
XER;8;1.181187542;;;;
WMT;2;1.318826611;;;;
SAP;228;1.138754457;;;;
SAP;236;1.33016083;;;;
SAP;66;1.283747162;;;;
SAP;132;1.221325798;;;;
SAP;160;1.138754457;;;;
SAP;119;1.153169995;;;;
SAP;108;1.221325798;;;;
SAP;707;0.815584379;;;;
SAP;373;1.394756066;;;;
CPL;81;1.394756066;;;;
SAP;344;1.246927538;;;;
CPL;143;1.153169995;;;;
SAP;181;1.093748138;;;;
SAP;206;1.181187542;;;;
NAP;414;1.318826612;;;;
NAP;320;0.976728052;;;;
NAP;196;1.246927538;;;;
NAP;515;1.093748138;;;;
NAP;4;1.271675727;;;;
NAP;107;1.167310935;;;;
NAP;35;1.384373003;;;;
NAP;393;1.234237026;;;;
NAP;122;1.109055421;;;;
NAP;89;1.10905542;;;;
NAP;66;1.283747162;;;;
NAP;180;0.547576413;;;;
NAP;85;1.124053444;;;;
NAP;448;1.062152864;;;;
NAP;106;1.047484128;;;;
WMT;34;1.029152903;;;;
WMT;129;1.078118574;;;;
XER;26;0.609476993;;;;
WMT;2;0.976728052;;;;
WMT;14;1.045836231;;;;
WMT;6;0.920317871;;;;
WMT;4;1.045836231;;;;
WMT;19;0.837746529;;;;
WMT;4;0.79274021;;;;
WMT;12;1.143590805;;;;
WMT;142;1.171608353;;;;
XER;308;1.124053444;;;;
WMT;705;1.194809519;;;;
WMT;9;1.109055421;;;;
WMT;35;1.012086015;;;;
WMT;68;1.045836231;;;;
WMT;192;0.976728052;;;;
WMT;2;1.259404755;;;;
UMW;903;1.10905542;;;;
TPL;147;1.341324603;;;;
UMW;98;1.307316662;;;;
UMW;244;0.880179615;;;;
UMW;484;1.341324603;;;;
UMW;365;1.491304503;;;;
UMW;181;1.181187542;;;;
UMW;113;0.994617518;;;;
UMW;3;1.153169995;;;;
UMW;220;1.167310935;;;;
UMW;32;1.153169995;;;;
TPL;112;0.939601472;;;;
TPL;306;1.012086015;;;;
UMW;258;0.976728052;;;;
UMW;3;1.194809519;;;;
UMW;24;1.341324603;;;;
UMW;86;1.254231376;;;;
UMW;47;1.367287411;;;;
UMW;214;1.259404755;;;;
UMW;464;1.045836231;;;;
TPL;81;1.415096431;;;;
UMW;75;1.341324603;;;;
UMW;29;1.10905542;;;;
UMW;403;1.208186041;;;;
UMW;51;1.134699958;;;;
UMW;65;1.40499591;;;;
UMW;183;1.307316662;;;;
UMW;18;1.259404755;;;;
UMW;4;1.234237026;;;;
UMW;39;0.719660575;;;;
UMW;53;1.109055421;;;;
SAP;293;1.181187542;;;;
WMT;299;1.276729367;;;;
XER;44;1.415096431;;;;
WMT;639;1.378072737;;;;
WMT;674;1.078118574;;;;
NPL;1;1.138754457;;;;
NPL;121;0.939601471;;;;
SPL;101;1.208186041;;;;
XER;48;1.394756066;;;;
WMT;142;1.112079363;;;;
SPL;147;1.318826611;;;;
NPL;95;0.837746529;;;;
NPL;124;1.045836231;;;;
XER;203;1.384373003;;;;
WMT;816;1.265565594;;;;
XER;98;1.373842658;;;;
NPL;7;1.167310935;;;;
XER;86;0.939601471;;;;
XER;15;1.363160791;;;;
NPL;3;1.124053444;;;;
WMT;308;1.078118574;;;;
CPL;33;1.078118573;;;;
CPL;72;1.167310935;;;;
CPL;1049;0.744828304;;;;
SAP;58;1.153169995;;;;
CPL;504;0.90051998;;;;
CPL;112;1.012086015;;;;
CPL;223;0.365603164;;;;
SAP;362;1.208186041;;;;
XER;8;1.109055421;;;;
XER;27;1.078118574;;;;
XER;49;1.194809519;;;;
XER;1;0.179033139;;;;
WMT;37;1.049128373;;;;
WMT;73;0.859266207;;;;
XER;3;0.480041067;;;;
XER;4;1.167310935;;;;
XER;70;1.283747162;;;;
WMT;540;1.062152864;;;;
WMT;33;1.33016083;;;;
XER;16;1.045836231;;;;
WMT;572;1.295625445;;;;
WMT;16;1.234237026;;;;
WMT;26;1.295625445;;;;
WMT;72;1.341324603;;;;
WMT;5;1.33016083;;;;
WMT;51;1.153169995;;;;
WMT;53;1.318826611;;;;
XER;43;1.271675727;;;;
XER;62;1.124053444;;;;
SPL;116;0.90051998;;;;
SPL;458;1.153169995;;;;
XER;39;0.958396827;;;;
SPL;244;0.719660575;;;;
XER;5;1.307316662;;;;
XER;102;1.307316662;;;;
XER;9;1.181187542;;;;
XER;180;1.138754457;;;;
XER;281;0.609476993;;;;
XER;17;0.443820376;;;;
SPL;483;0.443820376;;;;
SPL;88;1.030838208;;;;
XER;24;1.029152903;;;;
SPL;260;1.153169995;;;;
WMT;8;1.153169995;;;;
NAP;208;0.90051998;;;;
NAP;141;0.719660575;;;;
NAP;200;1.062152864;;;;
NAP;160;0.859266207;;;;
NAP;258;0.880179615;;;;
NAP;1806;0.579171687;;;;
NAP;128;0.579171687;;;;
NAP;471;0.958396827;;;;
NAP;1158;0.792740211;;;;
NAP;1254;0.769170711;;;;
NAP;218;0.882238914;;;;
NAP;86;0.815584379;;;;
NAP;234;1.045836231;;;;
NAP;233;0.744828304;;;;
NAP;389;0.859266207;;;;
CPL;192;0.996382981;;;;
CPL;88;1.062152864;;;;
CPL;116;0.79274021;;;;
SAP;87;1.283747162;;;;
SAP;51;1.124053444;;;;
SAP;43;1.454177923;;;;
CPL;220;1.10905542;;;;
CPL;473;0.991073946;;;;
CPL;155;0.744828304;;;;
CPL;66;0.908502604;;;;
CPL;33;1.012086015;;;;
CPL;114;1.153169995;;;;
CPL;484;1.138754457;;;;
CPL;48;0.719660575;;;;
CPL;245;1.029152902;;;;
CPL;135;1.167310935;;;;
CPL;121;1.062152864;;;;
CPL;289;0.994617518;;;;
CPL;48;1.194809519;;;;
CPL;22;0.976728052;;;;
CPL;58;1.078118574;;;;
CPL;116;1.138754457;;;;
CPL;225;0.976728052;;;;
CPL;510;0.939601472;;;;
CPL;74;1.295625445;;;;
CPL;15;0.976728052;;;;
CPL;156;0.859266207;;;;
CPL;647;0.880179615;;;;
CPL;417;0.79274021;;;;
SAP;171;1.093748138;;;;
SAP;270;1.33016083;;;;
CPL;389;0.920317871;;;;
CPL;335;1.078118574;;;;
CPL;509;1.124053444;;;;
CPL;442;1.153169995;;;;
CPL;535;1.234237026;;;;
SAP;231;1.295625445;;;;
CPL;346;1.307316662;;;;
SAP;296;1.271675727;;;;
CPL;376;1.045836231;;;;
SAP;229;1.109055421;;;;
CPL;175;0.987513378;;;;
SAP;80;0.939601471;;;;
SAP;58;1.109055421;;;;
CPL;540;1.194809519;;;;
SAP;8;1.124053444;;;;
CPL;276;1.153169995;;;;
SAP;223;1.221325798;;;;
CPL;620;1.153169995;;;;
CPL;521;0.939601472;;;;
TPL;478;0.682927724;;;;
UMW;39;0.76917071;;;;
UMW;378;0.547576413;;;;
TPL;47;0.514576451;;;;
TPL;164;0.880179615;;;;
TPL;105;0.609476992;;;;
UMW;385;0.514576452;;;;
TPL;491;0.405741419;;;;
UMW;675;0.69360959;;;;
TPL;527;0.179033139;;;;
TPL;837;0.348919835;;;;
UMW;181;0.443820376;;;;
TPL;103;0.064595236;;;;
TPL;196;1.318826611;;;;
UMW;641;0.638593544;;;;
UMW;114;0.837746529;;;;
UMW;544;0.443820376;;;;
TPL;338;0.69360959;;;;
TPL;353;0.480041067;;;;
TPL;438;0.547576413;;;;
UMW;455;1.259404755;;;;
TPL;67;0.547576413;;;;
TPL;40;0.859266207;;;;
TPL;32;0.666611091;;;;
UMW;666;1.153169995;;;;
UMW;500;0.579171687;;;;
TPL;21;0.609476993;;;;
UMW;385;1.153169995;;;;
TPL;32;1.045836231;;;;
TPL;29;0.920317871;;;;
WMT;1;0.90051998;;;;
WMT;12;1.295625445;;;;
WMT;8;1.045836231;;;;
WMT;6;0.95093569;;;;
WMT;10;0.815584379;;;;
WMT;12;0.859266207;;;;
WMT;18;0.994617518;;;;
WMT;24;1.099908977;;;;
WMT;10;0.737367166;;;;
WMT;25;0.976728052;;;;
WMT;11;1.045836231;;;;
WMT;1;1.153169995;;;;
XER;99;0.815584379;;;;
XER;52;1.271675727;;;;
XER;70;1.124053444;;;;
WMT;11;1.030838208;;;;
WMT;112;1.395900826;;;;
XER;15;0.69360959;;;;
WMT;116;1.394756066;;;;
TPL;123;0.976728052;;;;
TPL;482;1.078118574;;;;
SAP;207;1.153169995;;;;
TPL;373;1.124053444;;;;
TPL;1284;0.609476993;;;;
CPL;187;0.480041066;;;;
TPL;267;1.309632972;;;;
TPL;125;0.769170711;;;;
TPL;411;1.062152864;;;;
TPL;317;0.769170711;;;;
TPL;223;0.744828304;;;;
TPL;431;1.246927538;;;;
TPL;532;0.976728052;;;;
TPL;647;0.76917071;;;;
TPL;155;1.062152864;;;;
TPL;104;0.744828303;;;;
TPL;79;0.27816376;;;;
TPL;40;0.638593544;;;;
TPL;3;0.79274021;;;;
TPL;269;0.976728052;;;;
TPL;105;1.221325798;;;;
SAP;9;0.769170711;;;;
TPL;33;1.029152902;;;;
UMW;69;0.859266207;;;;
SAP;175;0.90051998;;;;
UMW;1090;1.093748138;;;;
TPL;240;1.012086015;;;;
UMW;620;1.167310935;;;;
TPL;500;1.194809519;;;;
TPL;123;1.234237026;;;;
TPL;75;1.012086015;;;;
SAP;290;1.283747162;;;;
UMW;180;1.029152903;;;;
TPL;59;0.79274021;;;;
TPL;71;0.609476993;;;;
SAP;62;0.859266207;;;;
UMW;291;1.259404755;;;;
TPL;114;1.246927538;;;;
UMW;119;1.181187542;;;;
SAP;55;0.837746529;;;;
SAP;68;1.208186041;;;;
TPL;219;1.124053444;;;;
UMW;665;1.501296268;;;;
TPL;10;1.104714023;;;;
TPL;1;1.295625445;;;;
TPL;1010;1.045836231;;;;
TPL;150;0.92031787;;;;
TPL;177;1.341324603;;;;
UMW;24;0.815584379;;;;
TPL;143;0.79274021;;;;
TPL;245;1.045836231;;;;
SPL;62;1.444598733;;;;
TPL;123;1.384373003;;;;
TPL;2598;0.815584379;;;;
TPL;809;1.029152902;;;;
SPL;721;1.295625445;;;;
TPL;89;0.994617518;;;;
TPL;549;0.179033139;;;;
SAP;201;1.221325798;;;;
SAP;520;0.323170078;;;;
TPL;613;0.69360959;;;;
SAP;72;0.976728052;;;;
TPL;627;0.971276055;;;;
SAP;231;1.283747162;;;;
TPL;823;1.045836231;;;;
SAP;149;0.920317871;;;;
CPL;731;1.153169995;;;;
CPL;1231;1.194809519;;;;
CPL;699;1.109055421;;;;
CPL;511;1.194809519;;;;
CPL;933;1.278942116;;;;
CPL;732;1.299152183;;;;
CPL;520;0.76917071;;;;
CPL;29;1.078118574;;;;
CPL;645;1.045836231;;;;
CPL;926;0.958396827;;;;
CPL;855;1.295625445;;;;
CPL;299;0.90051998;;;;
CPL;49;0.958396827;;;;
CPL;594;1.454177923;;;;
CPL;142;0.792740211;;;;
NAP;172;0.958396827;;;;
NAP;239;0.769170711;;;;
NAP;75;0.859266207;;;;
NAP;95;1.181187542;;;;
NAP;303;0.939601472;;;;
NAP;184;0.514576452;;;;
NAP;589;0.618332488;;;;
NAP;382;0.880179615;;;;
NAP;199;1.045836231;;;;
NAP;94;1.093748138;;;;
NAP;138;0.939601472;;;;
NAP;286;0.609476993;;;;
NAP;3;0.719660575;;;;
NAP;654;0.815584379;;;;
SAP;126;1.208186041;;;;
SAP;155;1.153169995;;;;
SAP;170;1.415096431;;;;
SAP;469;1.078118574;;;;
CPL;42;0.922268928;;;;
SAP;119;1.234237026;;;;
CPL;90;1.234237026;;;;
SAP;93;0.859266207;;;;
SAP;559;1.194809519;;;;
CPL;140;1.10905542;;;;
NAP;178;0.865602321;;;;
NAP;321;0.913338953;;;;
NAP;64;0.893801591;;;;
NAP;171;0.880179615;;;;
NAP;180;0.547576413;;;;
NAP;142;0.837746529;;;;
NAP;287;0.514576451;;;;
NAP;445;0.890419458;;;;
NAP;63;0.90051998;;;;
NAP;115;0.920317871;;;;
NAP;163;0.729830281;;;;
NAP;82;0.837746529;;;;
NAP;252;0.69360959;;;;
NAP;47;0.90051998;;;;
NAP;67;0.939601471;;;;
NAP;116;1.116592307;;;;
NAP;139;1.062152864;;;;
NAP;34;0.815584379;;;;
NAP;69;1.246927538;;;;
NAP;523;0.94905863;;;;
NAP;202;0.92031787;;;;
NAP;501;1.10905542;;;;
NAP;471;0.890419458;;;;
NAP;31;0.547576413;;;;
NAP;126;0.815584379;;;;
NAP;353;0.976728052;;;;
NAP;238;0.179033139;;;;
NAP;87;0.480041067;;;;
NAP;111;0.976728052;;;;
NAP;70;1.246927538;;;;
NAP;2;0.715667758;;;;
NAP;84;0.958396827;;;;
NAP;31;0.837746529;;;;
NAP;283;1.33016083;;;;
NAP;433;0.514576451;;;;
NAP;251;1.245668205;;;;
TPL;48;1.002432083;;;;
UMW;284;0.920317871;;;;
TPL;39;0.514576451;;;;
UMW;407;1.194809519;;;;
TPL;309;1.045836231;;;;
UMW;452;1.246927538;;;;
TPL;74;0.323170078;;;;
UMW;200;1.109055421;;;;
UMW;124;0.90051998;;;;
UMW;34;1.012086015;;;;
TPL;157;0.547576413;;;;
UMW;33;0.92031787;;;;
UMW;60;0.859266207;;;;
UMW;344;1.234237026;;;;
UMW;42;0.958396827;;;;
UMW;324;0.920317871;;;;
UMW;310;0.920317871;;;;
UMW;2;0.769170711;;;;
UMW;181;1.078118574;;;;
UMW;65;1.109055421;;;;
UMW;12;1.221325798;;;;
UMW;103;1.138754457;;;;
UMW;70;1.012086015;;;;
UMW;238;1.029152902;;;;
UMW;51;1.208186041;;;;
UMW;8;1.341324603;;;;
UMW;20;1.078118573;;;;
UMW;31;1.181187542;;;;
UMW;8;0.845889684;;;;
UMW;104;1.208186041;;;;
TPL;404;0.996382981;;;;
UMW;6;1.012086015;;;;
UMW;151;0.837746529;;;;
UMW;75;1.307316662;;;;
UMW;9;1.109055421;;;;
UMW;80;1.093748138;;;;
UMW;173;1.246927538;;;;
UMW;6;0.976728052;;;;
UMW;61;1.029152902;;;;
TPL;86;0.994617518;;;;
TPL;57;0.769170711;;;;
UMW;32;0.815584379;;;;
UMW;21;1.373842658;;;;
TPL;31;0.179033139;;;;
TPL;91;0.960250453;;;;
TPL;89;0.857142094;;;;
UMW;27;0.90051998;;;;
UMW;3;1.029152902;;;;
UMW;185;1.278942116;;;;
UMW;76;1.234237026;;;;
UMW;271;1.153169995;;;;
UMW;147;1.259404755;;;;
UMW;10;1.208186041;;;;
UMW;12;0.880179615;;;;
CPL;61;0.579171687;;;;
SAP;388;1.167310935;;;;
TPL;115;0.666611091;;;;
CPL;160;1.167310935;;;;
CPL;514;0.859266206;;;;
CPL;121;0.945919611;;;;
TPL;993;1.045836231;;;;
SAP;224;1.029152902;;;;
SAP;754;0.90051998;;;;
TPL;574;0.920317871;;;;
SAP;409;1.246927538;;;;
SAP;430;1.045836231;;;;
TPL;316;0.976728052;;;;
SAP;130;1.384373003;;;;
SAP;348;1.35232298;;;;
CPL;461;0.609476993;;;;
TPL;101;1.221325798;;;;
TPL;400;0.638593544;;;;
SAP;985;1.265565594;;;;
CPL;103;0.994617518;;;;
TPL;230;0.837746529;;;;
TPL;81;1.068580409;;;;
TPL;209;0.976728052;;;;
CPL;526;0.769170711;;;;
SAP;559;1.012086015;;;;
TPL;453;0.846429399;;;;
TPL;111;1.124053444;;;;
TPL;215;1.138754457;;;;
SAP;88;1.058918101;;;;
TPL;13;1.027463762;;;;
TPL;329;0.958396827;;;;
SAP;176;0.859266207;;;;
CPL;401;1.124053444;;;;
CPL;89;0.939601472;;;;
CPL;56;1.221325798;;;;
CPL;47;1.208186041;;;;
CPL;545;0.815584379;;;;
CPL;440;1.124053444;;;;
CPL;540;0.547576413;;;;
CPL;291;0.69360959;;;;
CPL;576;0.958396827;;;;
CPL;116;1.012086015;;;;
CPL;352;0.958396827;;;;
CPL;77;0.666611091;;;;
CPL;15;1.093748138;;;;
CPL;185;0.918143998;;;;
CPL;302;1.078118574;;;;
CPL;393;0.815584379;;;;
CPL;916;0.837746529;;;;
CPL;62;1.090648439;;;;
CPL;418;0.920317871;;;;
CPL;323;0.976728052;;;;
CPL;353;0.27816376;;;;
CPL;89;0.958396827;;;;
CPL;17;1.283747162;;;;
CPL;176;1.208186041;;;;
CPL;72;1.012086015;;;;
CPL;106;0.939601472;;;;
CPL;14;1.093748138;;;;
CPL;102;1.078118574;;;;
CPL;34;0.744828303;;;;
NPL;51;0.976728052;;;;
NPL;603;1.363160792;;;;
NPL;64;0.994617518;;;;
NPL;74;1.415096431;;;;
NPL;18;0.859266207;;;;
WMT;6;1.271675727;;;;
NPL;16;1.103987982;;;;
WMT;148;0.859266207;;;;
NPL;69;0.69360959;;;;
NPL;87;0.547576413;;;;
NPL;19;0.443820376;;;;
NPL;239;0.27816376;;;;
NPL;97;1.045836231;;;;
NPL;65;1.029152902;;;;
NPL;39;0.90051998;;;;
NPL;67;0.230251853;;;;
NPL;189;0.27816376;;;;
NPL;3;1.045836231;;;;
NPL;2;0.40574142;;;;
WMT;5;0.514576451;;;;
WMT;2;1.012086015;;;;
WMT;71;1.029152903;;;;
NPL;13;0.609476993;;;;
NPL;229;1.341324603;;;;
NPL;9;0.769170711;;;;
NPL;278;0.365603164;;;;
NPL;152;0.514576452;;;;
NPL;6;0.514576451;;;;
NPL;93;1.062152864;;;;
NPL;5;0.764365665;;;;
NPL;33;0.638593544;;;;
WMT;50;1.231672682;;;;
WMT;119;1.078118574;;;;
WMT;26;1.053495309;;;;
WMT;5;1.21730751;;;;
NPL;89;1.013810469;;;;
NPL;286;0.958396827;;;;
NPL;7;1.029152902;;;;
WMT;49;1.271675727;;;;
NPL;1218;1.098440378;;;;
NPL;18;1.124053444;;;;
NPL;68;1.153169995;;;;
WMT;18;0.90051998;;;;
XER;205;1.070178638;;;;
WMT;52;1.373842658;;;;
NPL;37;0.958396827;;;;
NPL;40;0.815584379;;;;
NPL;25;1.363160791;;;;
WMT;68;1.307316662;;;;
CPL;406;1.208186041;;;;
NPL;19;1.194809519;;;;
NPL;57;1.286138071;;;;
NPL;41;1.029152902;;;;
NPL;29;1.012086015;;;;
NPL;12;0.958396827;;;;
NPL;11;0.958396827;;;;
NPL;3;0.893801591;;;;
NPL;88;0.976728052;;;;
NPL;1;1.012086015;;;;
NPL;107;1.217408233;;;;
TPL;19;0.991073946;;;;
NPL;29;0.994617518;;;;
TPL;42;1.167310935;;;;
TPL;11;0.638593544;;;;
NPL;32;0.579171687;;;;
TPL;6;0.815584379;;;;
NPL;20;0.815584379;;;;
TPL;158;0.958396827;;;;
NPL;23;0.629014354;;;;
NPL;10;0.609476993;;;;
NPL;197;0.179033139;;;;
TPL;180;0.880179615;;;;
NPL;2;0.547576413;;;;
NPL;19;1.221325798;;;;
NPL;7;0.920317871;;;;
NPL;58;0.638593544;;;;
NPL;8;0.744828303;;;;
TPL;57;1.295625445;;;;
NPL;1;1.246927538;;;;
NPL;3;0.976728052;;;;
NPL;420;0.90051998;;;;
SPL;7;0.958396827;;;;
SPL;108;1.029152902;;;;
NPL;79;0.638593544;;;;
SPL;248;0.579171687;;;;
NPL;145;0.815584379;;;;
SPL;109;1.045836231;;;;
SPL;170;0.880179615;;;;
TPL;108;0.27816376;;;;
SPL;407;0.855722635;;;;
SPL;478;0.994617518;;;;
SPL;95;1.208186041;;;;
SPL;192;1.271675727;;;;
TPL;72;0.719660575;;;;
TPL;51;0.769170711;;;;
TPL;73;0.69360959;;;;
NPL;35;0.994617518;;;;
TPL;123;0.939601471;;;;
TPL;75;0.579171687;;;;
SPL;48;1.138754457;;;;
TPL;17;0.939601471;;;;
NPL;255;0.939601471;;;;
SPL;61;0.920317871;;;;
SPL;25;0.939601472;;;;
SPL;72;0.958396827;;;;
SPL;42;0.815584379;;;;
NPL;69;1.012086015;;;;
SPL;3;0.579171687;;;;
TPL;5;0.90051998;;;;
SPL;11;0.976728052;;;;
NPL;17;0.859266207;;;;
TPL;324;0.79274021;;;;
NAP;61;1.368520937;;;;
NAP;27;1.138754457;;;;
NAP;164;0.514576451;;;;
NAP;80;0.837746529;;;;
NAP;4;1.278942116;;;;
NAP;111;1.167310935;;;;
SAP;319;1.271675727;;;;
NAP;202;1.33016083;;;;
NAP;194;1.181187542;;;;
SAP;149;1.208186041;;;;
WMT;108;1.167310935;;;;
XER;30;0.920317871;;;;
SPL;510;1.012086015;;;;
XER;214;0.649927762;;;;
WMT;142;0.79274021;;;;
XER;38;1.10905542;;;;
SPL;169;0.666611091;;;;
SPL;15;1.078118573;;;;
SPL;13;0.744828304;;;;
SPL;248;0.954101481;;;;
XER;345;0.79274021;;;;
SPL;4;1.125536715;;;;
XER;64;0.939601471;;;;
SPL;102;0.958396827;;;;
SPL;88;1.124053444;;;;
WMT;41;1.109055421;;;;
WMT;21;1.045836231;;;;
WMT;2;0.994617518;;;;
WMT;114;0.958396827;;;;
SPL;62;0.90051998;;;;
XER;1;1.17812619;;;;
NAP;116;1.167310935;;;;
NAP;155;1.109055421;;;;
NAP;592;0.365603164;;;;
NAP;275;0.609476993;;;;
NAP;162;0.666611091;;;;
NAP;96;0.90051998;;;;
NAP;70;0.792740211;;;;
NAP;235;0.939601471;;;;
NAP;31;1.012086015;;;;
NAP;93;1.029152902;;;;
NAP;173;1.062152864;;;;
