Ecoregions;Insect_RichnessDiff;SumNat_PFC;Habitat_Heterogeneity;Pred_RichnessDiff_Insect;lower_RichnessDiff_Insect;upperr_RichnessDiff_Insect
NAP;0.001177976;1.056650275;;;;
NPL;0.000476929;1.147195883;;;;
SAP;0.000491234;0.971668015;;;;
NAP;0.000733134;0.934733772;;;;
NAP;0.000638136;0.740969646;;;;
WMT;0.001035407;1.137666319;;;;
WMT;0.000916679;1.040418172;;;;
WMT;0.000436746;1.161263564;;;;
NAP;0.000355418;1.040418172;;;;
TPL;0.000750278;0.788633341;;;;
UMW;0.001444539;0.978392167;;;;
NPL;0.000484904;0.833406499;;;;
XER;0.000570078;1.334375737;;;;
NPL;0.001077167;0.854814692;;;;
SAP;0.000428797;0.875619756;;;;
SAP;0.000919174;1.175068282;;;;
NPL;0.000848062;0.403639436;;;;
NPL;0.000684552;1.006842803;;;;
NAP;0.001018574;1.201926913;;;;
WMT;0.000453194;0.8334065;;;;
WMT;0.000710196;0.635285246;;;;
UMW;0.001088459;1.175068283;;;;
SPL;0.001981564;0.44152112;;;;
WMT;0.000510253;0.835575461;;;;
SAP;0.000477272;1.265087683;;;;
NPL;0.000597157;1.072533273;;;;
NPL;0.000558212;0.915550072;;;;
UMW;0.000550092;1.147195883;;;;
SPL;0.00269859;0.854814692;;;;
SPL;0.000852828;1.056650275;;;;
CPL;0.000540025;0.934733772;;;;
NAP;0.00048884;1.023821273;;;;
CPL;0.000524362;1.300543977;;;;
TPL;0.000624488;1.227842938;;;;
WMT;0.000466819;0.606319536;;;;
WMT;0.001202838;0.44152112;;;;
SAP;0.000569931;1.118230172;;;;
WMT;0.000859543;1.006842803;;;;
SAP;0.000634031;0.690016276;;;;
NAP;0.000399415;1.023821273;;;;
SAP;0.001154249;0.606319536;;;;
SAP;0.001299194;0.915550072;;;;
TPL;0.001460538;0.831231149;;;;
TPL;0.001496372;1.056650275;;;;
UMW;0.000449495;1.161263564;;;;
NPL;0.000469615;1.098268662;;;;
UMW;0.000599556;1.072533273;;;;
NAP;0.001064528;1.056650275;;;;
NAP;0.001289277;0.690016276;;;;
XER;0.001092365;1.023821273;;;;
SAP;0.000860596;1.118230172;;;;
SAP;0.000366618;1.397717188;;;;
SPL;0.000591461;0.765185945;;;;
TPL;0.001048603;0.8334065;;;;
TPL;0.000714961;0.811359163;;;;
CPL;0.000555844;1.300543977;;;;
WMT;0.000509054;1.37720112;;;;
CPL;0.000384672;1.277096581;;;;
SAP;0.000575576;1.265087684;;;;
TPL;0.00256897;0.740969646;;;;
NAP;0.001749971;0.788633341;;;;
WMT;0.004080557;0.915550072;;;;
TPL;0.000539054;0.690016276;;;;
SPL;0.001024853;0.953431757;;;;
CPL;0.000436892;0.854814692;;;;
UMW;0.000692078;1.175068283;;;;
NAP;0.001569069;1.006842803;;;;
SAP;0.00077421;1.132855025;;;;
SAP;0.000473727;1.277096581;;;;
SAP;0.002786081;0.895854746;;;;
SAP;0.000996337;0.781676954;;;;
SAP;0.000782407;1.040418172;;;;
NPL;0.000577214;1.056650275;;;;
NAP;0.000633;1.040418172;;;;
NAP;0.000596426;0.875619757;;;;
NAP;0.000418529;0.833406499;;;;
SPL;0.000998495;0.715932301;;;;
NPL;0.000834055;0.934733772;;;;
XER;0.000375881;1.300543977;;;;
WMT;0.001111753;1.040418172;;;;
NAP;0.000408913;1.201926913;;;;
NAP;0.001047795;0.854814692;;;;
WMT;0.000372236;1.006842803;;;;
WMT;0.000508913;1.456052573;;;;
UMW;0.000577499;0.980620015;;;;
NAP;0.000646342;1.173699365;;;;
NPL;0.000733728;0.989464802;;;;
NPL;0.00051715;1.023821273;;;;
SPL;0.000650927;1.201926913;;;;
SPL;0.000703801;1.353239045;;;;
SAP;0.000686353;1.006842803;;;;
NAP;0.000383954;0.833406499;;;;
NAP;0.000400004;1.214998598;;;;
XER;0.000391347;1.023821273;;;;
UMW;0.000756131;0.895854747;;;;
NAP;0.000740863;0.989464802;;;;
SAP;0.001379915;1.132855025;;;;
NPL;0.000383325;0.765185945;;;;
NAP;0.000382175;1.252880283;;;;
NAP;0.000533503;1.103309848;;;;
NAP;0.001223252;1.017076651;;;;
NAP;0.001043796;0.57617123;;;;
NAP;0.00150797;0.690016276;;;;
NAP;0.000684677;0.895854746;;;;
WMT;0.000587652;0.989464802;;;;
NAP;0.000785186;0.811359163;;;;
NAP;0.001178887;0.663157646;;;;
XER;0.000713638;0.875619756;;;;
XER;0.000670862;1.006842802;;;;
NAP;0.000753894;1.056650275;;;;
NPL;0.000321525;1.023821273;;;;
NPL;0.000393964;0.895854746;;;;
WMT;0.000359131;0.989464802;;;;
SPL;0.001050833;1.025497848;;;;
SPL;0.000867528;0.971668015;;;;
NAP;0.001039769;1.006842803;;;;
CPL;0.000821899;1.147195883;;;;
SAP;0.00045524;1.056650275;;;;
SAP;0.000854985;1.040418172;;;;
WMT;0.000651117;0.895854746;;;;
WMT;0.001167482;0.740969646;;;;
CPL;0.000812019;0.895854746;;;;
CPL;0.000829449;0.915550072;;;;
SPL;0.002316496;0.989464802;;;;
SPL;0.000725675;0.934733772;;;;
TPL;0.00057987;0.477554166;;;;
CPL;0.000559414;0.811359163;;;;
NAP;0.000418261;1.118230172;;;;
NPL;0.00231464;1.040418172;;;;
CPL;0.000948737;0.985939588;;;;
NAP;0.003801438;1.023821273;;;;
NAP;0.001590901;1.188619689;;;;
SPL;0.000453011;0.989464802;;;;
WMT;0.001094556;0.71196017;;;;
WMT;0.000718725;0.8334065;;;;
SPL;0.001169435;0.875619756;;;;
SAP;0.000571345;1.056650275;;;;
SAP;0.000863568;0.690016276;;;;
WMT;0.000739048;1.006842803;;;;
WMT;0.000507439;1.103309848;;;;
TPL;0.000608019;0.938511432;;;;
UMW;0.002476613;0.715932302;;;;
NAP;0.001651525;1.088081867;;;;
XER;0.00043404;1.175068282;;;;
NAP;0.002029892;1.056650275;;;;
XER;0.000521262;0.57617123;;;;
XER;0.000492679;0.790937651;;;;
NPL;0.000600205;0.833406499;;;;
NPL;0.000870849;0.511910636;;;;
UMW;0.00043394;0.971668015;;;;
SAP;0.00093052;1.188619689;;;;
SAP;0.000510042;1.056650275;;;;
NAP;0.00102076;0.724372747;;;;
XER;0.002028228;1.103309848;;;;
NAP;0.001958579;0.8334065;;;;
SPL;0.000733846;0.989464802;;;;
SPL;0.001445705;1.118230172;;;;
TPL;0.000738683;0.989464802;;;;
SPL;0.000545938;1.088081867;;;;
SAP;0.001034741;0.953431757;;;;
SAP;0.000572248;1.175068282;;;;
XER;0.000445422;0.875619756;;;;
TPL;0.001019727;0.854814692;;;;
TPL;0.000551258;0.544739638;;;;
UMW;0.000377047;0.953431757;;;;
UMW;0.0004474;1.201926913;;;;
CPL;0.00088614;0.854814692;;;;
CPL;0.000917909;0.740969646;;;;
WMT;0.000998319;0.740969646;;;;
CPL;0.000599453;0.715932301;;;;
WMT;0.000358645;0.919426884;;;;
CPL;0.000427098;1.084998226;;;;
UMW;0.000818243;0.989464802;;;;
UMW;0.000656562;1.175068283;;;;
TPL;0.001420617;1.040418172;;;;
CPL;0.000536964;1.311994299;;;;
CPL;0.000460118;0.765185945;;;;
WMT;0.000425366;0.989464802;;;;
WMT;0.000332107;1.023821273;;;;
TPL;0.000789942;0.811359162;;;;
CPL;0.000684528;0.635285246;;;;
SAP;0.001043806;1.346402413;;;;
UMW;0.000607097;1.088081867;;;;
UMW;0.000786793;0.895854746;;;;
TPL;0.000508062;0.690016276;;;;
TPL;0.000517065;0.985939588;;;;
NAP;0.001505804;1.110807689;;;;
NAP;0.000484374;0.560622636;;;;
CPL;0.001750551;0.989464802;;;;
SPL;0.000337813;1.175068282;;;;
SPL;0.000395104;1.323269799;;;;
NAP;0.001617024;1.119547802;;;;
NAP;0.000802489;1.118230172;;;;
NAP;0.000606287;0.740969646;;;;
WMT;0.000641097;1.288913328;;;;
WMT;0.000409838;1.161263564;;;;
NAP;0.001165982;0.44152112;;;;
NAP;0.001004043;0.635285246;;;;
NPL;0.000542849;0.971668015;;;;
NAP;0.000521678;0.934733772;;;;
XER;0.000388628;0.740969646;;;;
XER;0.000458639;0.715932302;;;;
XER;0.001361446;0.17810564;;;;
CPL;0.000363699;1.334375737;;;;
UMW;0.001784983;0.971668015;;;;
SAP;0.000922038;1.040418172;;;;
XER;0.000528359;1.056650275;;;;
WMT;0.000570645;1.006842803;;;;
SAP;0.001728262;1.161263564;;;;
SAP;0.001668804;0.971668015;;;;
XER;0.000556858;0.811359163;;;;
NAP;0.000580483;1.147195883;;;;
NAP;0.000580364;0.875619756;;;;
XER;0.000469157;1.118230172;;;;
TPL;0.001577707;0.915550072;;;;
TPL;0.000476898;1.040418172;;;;
XER;0.000598557;1.023821273;;;;
XER;0.000872883;1.298232454;;;;
SAP;0.001079331;1.132855025;;;;
WMT;0.000509315;0.971668015;;;;
SPL;0.000722666;1.252880283;;;;
XER;0.000381666;1.214998598;;;;
SAP;0.000553352;1.040418172;;;;
SAP;0.000537266;1.240467706;;;;
UMW;0.000747879;0.989464802;;;;
TPL;0.001019656;0.811359163;;;;
TPL;0.00342261;0.934733772;;;;
UMW;0.000363173;0.915550072;;;;
CPL;0.000431402;1.118230173;;;;
TPL;0.00190879;0.57617123;;;;
XER;0.000447748;1.397717188;;;;
SAP;0.000897027;1.056650275;;;;
SAP;0.001706849;1.211101328;;;;
SAP;0.000492349;1.240467706;;;;
XER;0.000623277;1.118230173;;;;
UMW;0.00054324;0.765185945;;;;
SAP;0.000893669;1.072533273;;;;
NPL;0.000467344;0.635285246;;;;
UMW;0.000526919;1.127039791;;;;
XER;0.000540493;1.039049255;;;;
NPL;0.000875426;0.740969646;;;;
NPL;0.000489129;0.989464802;;;;
CPL;0.00345706;0.811359163;;;;
NPL;0.000744043;0.971668015;;;;
WMT;0.000347167;1.147195883;;;;
WMT;0.000477055;1.118230172;;;;
UMW;0.000550141;1.224652735;;;;
UMW;0.000652832;1.101801102;;;;
TPL;0.001175348;0.934733772;;;;
WMT;0.000915172;0.854814692;;;;
UMW;0.000775191;0.715932301;;;;
NPL;0.001480266;0.17810564;;;;
SAP;0.000690174;1.063044522;;;;
SAP;0.000798083;1.345317136;;;;
CPL;0.000375312;1.188619689;;;;
CPL;0.000479961;1.227842938;;;;
XER;0.000619472;1.37720112;;;;
UMW;0.000563517;1.056650275;;;;
SPL;0.000932546;0.953431757;;;;
XER;0.000449774;0.875619756;;;;
SAP;0.000377481;0.971668015;;;;
SAP;0.000552421;0.973666747;;;;
NAP;0.002493936;1.116751632;;;;
TPL;0.000657141;0.740969646;;;;
TPL;0.000829859;0.715932302;;;;
XER;0.000524246;0.895854746;;;;
XER;0.000451771;0.811359163;;;;
NPL;0.000660049;0.915550072;;;;
WMT;0.00062072;1.088081866;;;;
TPL;0.000573974;1.188619689;;;;
UMW;0.000564017;0.663157646;;;;
TPL;0.000753656;0.971668015;;;;
WMT;0.001030252;1.040418172;;;;
WMT;0.001935439;1.023821273;;;;
WMT;0.001658966;1.427460708;;;;
TPL;0.000587893;0.321495863;;;;
TPL;0.000744369;0.765185945;;;;
SAP;0.000712858;1.214998598;;;;
XER;0.000719486;1.381522554;;;;
SAP;0.000415647;0.875619756;;;;
XER;0.00087798;1.345317136;;;;
XER;0.000843504;0.705674762;;;;
SAP;0.000389503;1.023821273;;;;
SAP;0.001090201;0.477554166;;;;
SAP;0.00164167;1.323269799;;;;
SAP;0.000535035;1.356098801;;;;
WMT;0.00049234;1.165538719;;;;
XER;0.00086498;1.040418172;;;;
NAP;0.000720004;1.116751632;;;;
SPL;0.000837845;1.323269799;;;;
SPL;0.001587348;1.040418172;;;;
SAP;0.000734386;1.056650275;;;;
NPL;0.00048559;1.023821273;;;;
NPL;0.00072358;1.023821273;;;;
CPL;0.000460012;0.989464802;;;;
SPL;0.004034244;0.833406499;;;;
SAP;0.000422266;0.788633341;;;;
WMT;0.002348656;1.040418172;;;;
SAP;0.00133809;0.875619756;;;;
SPL;0.002757923;1.147195882;;;;
TPL;0.000555278;0.36370912;;;;
TPL;0.001213255;0.953431757;;;;
TPL;0.000636896;0.991221119;;;;
SAP;0.004209416;0.57617123;;;;
SAP;0.001555022;0.971668015;;;;
UMW;0.001273116;1.056650275;;;;
CPL;0.002334776;1.023821273;;;;
CPL;0.003048697;0.971668015;;;;
NAP;0.000957924;0.712742098;;;;
NAP;0.001368376;0.715932302;;;;
NPL;0.0008446;1.118230172;;;;
UMW;0.001711435;1.161263564;;;;
XER;0.000696601;1.175068282;;;;
CPL;0.000496347;1.006842803;;;;
UMW;0.000418454;1.101801102;;;;
TPL;0.00045687;0.842044387;;;;
XER;0.000471781;0.895854747;;;;
CPL;0.001038344;0.36370912;;;;
NAP;0.001595628;0.692649188;;;;
UMW;0.000827072;1.056650275;;;;
NPL;0.000468421;0.854814692;;;;
SAP;0.000636524;1.311994298;;;;
CPL;0.000471974;0.811359163;;;;
NPL;0.000545128;0.22905901;;;;
NPL;0.000420576;1.188619689;;;;
XER;0.00183094;1.161263564;;;;
TPL;0.001240861;0.635285246;;;;
TPL;0.001131829;1.056650275;;;;
XER;0.000580093;1.277096581;;;;
TPL;0.000622159;0.788633341;;;;
NAP;0.001044708;0.944141937;;;;
UMW;0.000597173;1.006842803;;;;
UMW;0.00057102;1.006842803;;;;
WMT;0.000468807;1.387530393;;;;
WMT;0.002158281;0.854814692;;;;
UMW;0.000810814;1.103309848;;;;
CPL;0.000443977;1.103309848;;;;
CPL;0.000467128;0.953431757;;;;
NAP;0.000809713;1.033824102;;;;
NAP;0.001737235;0.885806551;;;;
XER;0.000445529;1.103309848;;;;
NPL;0.000797052;1.023821273;;;;
NPL;0.000667023;0.811359163;;;;
NPL;0.00051842;1.132855025;;;;
CPL;0.000594568;0.833406499;;;;
CPL;0.000754268;1.040418172;;;;
SPL;0.000596055;0.875619756;;;;
NAP;0.000689311;1.056650275;;;;
XER;0.000498171;1.103309848;;;;
NPL;0.000576925;0.833406499;;;;
SAP;0.000505291;1.023821273;;;;
SAP;0.000798621;0.765185945;;;;
NAP;0.00038003;1.023821273;;;;
WMT;0.000541039;0.811359163;;;;
WMT;0.000825026;0.875619756;;;;
SPL;0.000616425;1.288913328;;;;
NPL;0.000397986;1.161263564;;;;
NPL;0.000454409;1.023821273;;;;
NPL;0.000524243;0.740969646;;;;
UMW;0.000552503;0.715932301;;;;
CPL;0.000766994;1.040418172;;;;
NPL;0.000611629;1.040418172;;;;
NPL;0.000971953;0.606319536;;;;
TPL;0.000772766;0.854814692;;;;
TPL;0.000527933;0.811359163;;;;
SPL;0.000512496;1.118230173;;;;
CPL;0.000452789;1.277096581;;;;
SAP;0.000559355;0.915550072;;;;
NPL;0.00043002;0.971668015;;;;
NPL;0.000504746;1.008558322;;;;
SPL;0.000581295;1.167211496;;;;
NAP;0.001737154;0.690016277;;;;
WMT;0.001818722;0.953431757;;;;
UMW;0.001174724;0.44152112;;;;
UMW;0.000622787;0.915550072;;;;
XER;0.000366484;0.895854746;;;;
CPL;0.00113751;1.040418172;;;;
WMT;0.000433399;1.147195883;;;;
CPL;0.001111998;1.088081867;;;;
UMW;0.000425938;1.023821273;;;;
CPL;0.000613735;0.765185945;;;;
TPL;0.001341693;0.811359163;;;;
CPL;0.001591316;1.088081867;;;;
CPL;0.000946058;1.103309848;;;;
WMT;0.000360465;1.124114913;;;;
WMT;0.000447807;0.989464802;;;;
CPL;0.000440109;0.934733772;;;;
CPL;0.000356745;0.953431757;;;;
SPL;0.001532165;0.511910636;;;;
SPL;0.000519574;1.132855025;;;;
NPL;0.000683146;1.277096581;;;;
NPL;0.00121323;1.427460708;;;;
TPL;0.001660597;1.056650275;;;;
WMT;0.000580216;0.740969646;;;;
WMT;0.000365757;1.023821273;;;;
WMT;0.000593468;0.960780384;;;;
XER;0.000524011;0.765185945;;;;
UMW;0.000770803;1.072533273;;;;
UMW;0.000501525;1.124359095;;;;
UMW;0.000794408;1.118230172;;;;
UMW;0.00081542;1.005123289;;;;
SAP;0.000689172;1.175068282;;;;
SAP;0.000564582;0.953431757;;;;
SAP;0.000660026;0.606319536;;;;
NAP;0.000603365;1.147195882;;;;
CPL;0.000449643;1.056650275;;;;
CPL;0.000594135;0.544739638;;;;
SAP;0.000885423;1.069383882;;;;
SAP;0.000664969;0.726049322;;;;
UMW;0.000477724;1.214998598;;;;
UMW;0.001114055;0.953431757;;;;
SAP;0.000575877;0.811359163;;;;
CPL;0.000539935;1.1255788;;;;
SAP;0.000621111;1.118230173;;;;
TPL;0.000600297;0.788633341;;;;
TPL;0.00057543;0.321495863;;;;
NPL;0.000706804;0.989464802;;;;
NPL;0.001320575;0.635285246;;;;
NPL;0.000741092;0.44152112;;;;
UMW;0.00083983;1.04369326;;;;
WMT;0.001220482;0.544739638;;;;
TPL;0.000623872;0.690016276;;;;
NAP;0.001148652;0.865290484;;;;
NAP;0.000643751;0.811359163;;;;
NPL;0.001067882;0.811359163;;;;
UMW;0.001152441;0.927119984;;;;
XER;0.001283748;0.953431757;;;;
NPL;0.000463221;1.056650275;;;;
SAP;0.000824922;0.875619756;;;;
WMT;0.00051899;1.265087684;;;;
NPL;0.002305406;0.760405793;;;;
NPL;0.000548543;0.788633341;;;;
NPL;0.00112599;0.811359163;;;;
UMW;0.000712594;0.895854747;;;;
NAP;0.000430422;1.227842938;;;;
SAP;0.000553084;0.788633341;;;;
SAP;0.002211282;1.005123289;;;;
SAP;0.000341083;0.765185945;;;;
SAP;0.000433869;1.214998598;;;;
TPL;0.000565985;0.788633341;;;;
TPL;0.000605394;1.088081867;;;;
NAP;0.000793694;0.663157646;;;;
NPL;0.000457634;1.006842803;;;;
CPL;0.000654445;0.915550072;;;;
SAP;0.000371406;1.201926913;;;;
SAP;0.000471883;1.288913328;;;;
WMT;0.000826466;0.934733772;;;;
NPL;0.000976149;1.088081867;;;;
NPL;0.000405109;1.227842938;;;;
NPL;0.001428276;1.201926913;;;;
SPL;0.000382264;1.132855026;;;;
CPL;0.001470525;0.883780402;;;;
CPL;0.000434936;0.811359163;;;;
CPL;0.000506329;1.006842803;;;;
UMW;0.000660534;1.286565056;;;;
TPL;0.000603614;0.895854746;;;;
WMT;0.000870541;0.788633341;;;;
WMT;0.000944665;0.765185945;;;;
XER;0.000638732;0.915550072;;;;
XER;0.000340289;1.006842803;;;;
CPL;0.000429823;1.273115273;;;;
XER;0.001435066;1.147195883;;;;
CPL;0.000482663;1.201926913;;;;
CPL;0.002106178;0.715932302;;;;
UMW;0.00056767;0.875619756;;;;
XER;0.000504408;0.811359163;;;;
XER;0.000562085;1.252880283;;;;
SAP;0.000419134;0.788633341;;;;
SAP;0.000565496;1.040418172;;;;
SAP;0.00061647;1.407765383;;;;
SAP;0.000429049;1.214998598;;;;
CPL;0.000419616;0.903796016;;;;
WMT;0.001031427;0.934733772;;;;
TPL;0.000758746;1.288913328;;;;
TPL;0.000432234;1.265087683;;;;
NPL;0.001144414;0.833406499;;;;
TPL;0.001932647;0.321495863;;;;
TPL;0.001612269;0.511910636;;;;
SAP;0.001048401;1.118230172;;;;
WMT;0.0005185;0.811359163;;;;
WMT;0.000883531;0.854814692;;;;
CPL;0.000508758;1.147195883;;;;
SPL;0.000399574;1.072533273;;;;
SPL;0.00045055;1.006842803;;;;
SAP;0.000384698;0.690016276;;;;
CPL;0.000730095;1.132855025;;;;
UMW;0.001039885;1.080348488;;;;
UMW;0.000518231;1.006842803;;;;
SAP;0.001899241;0.903796016;;;;
UMW;0.000398452;0.740969646;;;;
UMW;0.000426566;1.072533273;;;;
SPL;0.000850427;0.788633341;;;;
TPL;0.000934545;0.740969646;;;;
SPL;0.000944855;1.023821273;;;;
SPL;0.000482273;1.040418172;;;;
SAP;0.000949115;1.201926913;;;;
TPL;0.002200034;0.511910637;;;;
TPL;0.000923756;0.740969647;;;;
TPL;0.001527674;1.088081867;;;;
CPL;0.000521942;0.915550072;;;;
SPL;0.00050154;1.161263564;;;;
WMT;0.000343191;1.188619689;;;;
TPL;0.000428729;0.544739639;;;;
TPL;0.000380249;0.576171231;;;;
TPL;0.000438244;0.403639435;;;;
SAP;0.000901315;1.356098801;;;;
CPL;0.000817208;0.895854746;;;;
CPL;0.000881616;1.288913328;;;;
NPL;0.001057097;0.788633341;;;;
NPL;0.000613688;0.740969646;;;;
SPL;0.001678682;1.088081867;;;;
XER;0.000526434;1.088081867;;;;
SPL;0.002029857;0.544739638;;;;
SAP;0.000513171;1.056650275;;;;
UMW;0.000687441;0.854814692;;;;
SAP;0.000424392;0.854814692;;;;
WMT;0.000402065;1.056650275;;;;
UMW;0.001052649;0.953431757;;;;
UMW;0.000653241;1.074102946;;;;
UMW;0.000465529;1.103309848;;;;
SAP;0.000714796;1.006842803;;;;
XER;0.000587531;0.870473178;;;;
UMW;0.001499589;1.175068282;;;;
UMW;0.000957448;0.859022857;;;;
TPL;0.000674222;1.040418172;;;;
CPL;0.000581353;1.006842803;;;;
SAP;0.001047229;0.971668015;;;;
SAP;0.002822453;0.875619756;;;;
TPL;0.001387815;0.576171231;;;;
NAP;0.000737751;0.875619756;;;;
NPL;0.000554889;0.989464802;;;;
NPL;0.000629165;0.934733772;;;;
TPL;0.000865497;0.915550072;;;;
SAP;0.000592438;0.934733772;;;;
XER;0.000454611;1.056650275;;;;
XER;0.000713865;1.175068282;;;;
WMT;0.000452226;1.072533273;;;;
SPL;0.000565359;0.875619756;;;;
SPL;0.000589035;0.811359162;;;;
NPL;0.001963935;0.971668015;;;;
NPL;0.000494245;0.811359163;;;;
NPL;0.000758789;0.875619756;;;;
NPL;0.000517014;0.989464802;;;;
NPL;0.000558836;1.103309848;;;;
XER;0.000404179;1.201926913;;;;
SPL;0.000732948;1.147195883;;;;
NPL;0.000744783;1.132855025;;;;
CPL;0.000665128;0.811359163;;;;
XER;0.000834552;0.740969646;;;;
XER;0.001548818;0.895854746;;;;
SAP;0.000422688;0.94101918;;;;
WMT;0.00048688;1.072533273;;;;
CPL;0.000939638;1.271116541;;;;
NAP;0.001040171;1.103309848;;;;
NPL;0.00067388;0.740969646;;;;
WMT;0.000808011;0.477554166;;;;
WMT;0.00059558;0.715932302;;;;
WMT;0.000449593;1.265087684;;;;
NAP;0.002306919;0.544739639;;;;
NAP;0.00286315;0.854814692;;;;
SAP;0.001469143;1.175068282;;;;
SPL;0.000560151;0.895854746;;;;
SPL;0.001089006;0.915550072;;;;
NAP;0.001207418;0.765185945;;;;
NAP;0.000619472;1.088081867;;;;
WMT;0.000764412;0.765185945;;;;
CPL;0.000985578;0.635285246;;;;
TPL;0.000426932;0.36370912;;;;
NAP;0.001118199;0.788633341;;;;
NAP;0.005318874;0.44152112;;;;
SPL;0.000507508;0.895854746;;;;
SPL;0.000593049;0.895854746;;;;
WMT;0.000687959;0.663157646;;;;
SAP;0.00136463;1.227842938;;;;
NAP;0.000586179;0.854814692;;;;
SAP;0.00086801;1.311994299;;;;
NPL;0.000721559;0.875619756;;;;
SAP;0.000380381;1.188619689;;;;
SAP;0.000509934;1.288913328;;;;
CPL;0.001788832;0.971668015;;;;
XER;0.000850668;1.147195883;;;;
NAP;0.000837719;1.056650275;;;;
CPL;0.001530859;0.915550072;;;;
NAP;0.000574008;0.511910637;;;;
XER;0.000711628;1.227842938;;;;
XER;0.000804315;0.895854746;;;;
CPL;0.000625402;0.8334065;;;;
CPL;0.000675742;1.288913328;;;;
NPL;0.00058282;0.606319536;;;;
CPL;0.000553859;1.118230172;;;;
TPL;0.00050134;0.276722704;;;;
NPL;0.000568707;0.915550072;;;;
XER;0.003824848;0;;;;
XER;0.003696673;0;;;;
NAP;0.000670735;0.971668015;;;;
NPL;0.000529015;1.040418172;;;;
NPL;0.000362204;0.875619756;;;;
NAP;0.000565071;1.334375737;;;;
NAP;0.001921287;0.915550072;;;;
TPL;0.000346665;0.403639435;;;;
SAP;0.000926336;0.740969646;;;;
SAP;0.000634766;1.072533273;;;;
SAP;0.000574537;1.334375737;;;;
SAP;0.000569279;1.118230173;;;;
WMT;0.000416155;1.127039791;;;;
NPL;0.000618148;0.544739638;;;;
CPL;0.000448369;1.214998598;;;;
TPL;0.000618002;0.985939588;;;;
TPL;0.001102612;0.690016277;;;;
NPL;0.000507529;0.544739638;;;;
CPL;0.001468721;0.989464802;;;;
CPL;0.000685842;1.465342393;;;;
CPL;0.000741555;1.214998598;;;;
CPL;0.000903534;1.446644409;;;;
TPL;0.000820287;0.971668015;;;;
TPL;0.000818028;0.703087961;;;;
SPL;0.000524888;0.895854746;;;;
SAP;0.000981509;1.147195883;;;;
SAP;0.000948154;1.37720112;;;;
CPL;0.000432797;1.006842803;;;;
SPL;0.001580733;1.040418172;;;;
WMT;0.000760768;0.765185945;;;;
WMT;0.003416725;1.147195883;;;;
UMW;0.000590395;1.043693259;;;;
TPL;0.000940173;0.895854746;;;;
TPL;0.000591443;1.040418172;;;;
TPL;0.000544649;0.740969646;;;;
XER;0.000473653;1.188619689;;;;
CPL;0.00077695;0.788633341;;;;
WMT;0.001127349;0.788633341;;;;
NPL;0.002898614;0.276722704;;;;
WMT;0.000457243;0.989464802;;;;
WMT;0.000803661;0.663157646;;;;
NPL;0.000397836;0.833406499;;;;
XER;0.000499881;1.023821273;;;;
XER;0.000599692;1.056650275;;;;
NAP;0.000460622;1.023821273;;;;
TPL;0.000460541;1.240467706;;;;
TPL;0.000513629;0.8334065;;;;
TPL;0.00057979;0.740969646;;;;
XER;0.000506881;1.188619689;;;;
SAP;0.000377393;0.788633341;;;;
XER;0.001158122;1.006842803;;;;
XER;0.001405341;1.040418172;;;;
SAP;0.001535917;1.023821273;;;;
SAP;0.000503906;0.934733772;;;;
UMW;0.000519485;0.44152112;;;;
NPL;0.000535104;0.606319536;;;;
NPL;0.001513913;1.103309848;;;;
UMW;0.00035668;0.895854746;;;;
CPL;0.002472062;0.690016277;;;;
UMW;0.000403167;0.740969646;;;;
XER;0.000540246;0.676709052;;;;
NPL;0.000972955;0.811359163;;;;
UMW;0.000706723;0.833406499;;;;
UMW;0.000410249;0.971668015;;;;
XER;0.001794432;0.22905901;;;;
XER;0.000350947;0.953431757;;;;
SAP;0.001745889;1.188619689;;;;
SAP;0.001346039;0.925204209;;;;
CPL;0.000380149;1.214998598;;;;
NPL;0.000594082;0.544739638;;;;
SPL;0.001003379;0.740969646;;;;
XER;0.000596302;1.088081867;;;;
XER;0.000606635;1.023821273;;;;
SAP;0.001709931;1.161263564;;;;
NPL;0.000397914;0.833406499;;;;
XER;0.000634247;1.437114845;;;;
CPL;0.001066604;1.188619689;;;;
CPL;0.000421434;1.132855026;;;;
WMT;0.000430932;0.953431757;;;;
CPL;0.000831467;1.254110143;;;;
CPL;0.000467699;1.118230172;;;;
NAP;0.000663166;0.811359163;;;;
NAP;0.001249882;0.971668015;;;;
NAP;0.002172522;1.147195883;;;;
WMT;0.000552234;0.971668015;;;;
CPL;0.001036112;0.690016276;;;;
SPL;0.000381717;1.118230173;;;;
SPL;0.00054355;0.934733772;;;;
SPL;0.000576738;0.895854747;;;;
NPL;0.000794875;1.118230172;;;;
XER;0.001074082;1.188619689;;;;
WMT;0.000526983;1.098774332;;;;
WMT;0.001190634;0.715932302;;;;
WMT;0.000384862;1.118230172;;;;
WMT;0.000626815;0.934733772;;;;
UMW;0.000370156;0.22905901;;;;
UMW;0.000427964;1.334375737;;;;
SAP;0.001100076;0.833406499;;;;
NAP;0.002387736;1.145774263;;;;
CPL;0.000542046;1.300543977;;;;
TPL;0.00457236;1.056650275;;;;
NPL;0.000938258;0.811359163;;;;
NPL;0.001689473;0.934733772;;;;
TPL;0.000540014;1.188619689;;;;
TPL;0.000560536;0.715932302;;;;
NAP;0.000839581;0.690016277;;;;
WMT;0.001650174;0.895854746;;;;
